query,id,class,tp,fp,fn,tn,P,N_total,AP,ROC_AUC,NDCG,NDCG_top10,TP,FP,FN,TN,TPR,TNR,PPV,NPV,FNR,FPR,FDR,FOR,TS,ACC,F1,F0_5,F2,MCC,BM,MK,LR+,LR-
D00639_06_fill_holes_and_orientation.obj,d00639,Apartment,0,10,7,19371,7,19388,0.12353272598113589,0.7896856766421984,0.38484671578241536,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
D00651_06_fill_holes_and_orientation.obj,d00651,Apartment,2,8,5,19373,7,19388,0.4174936206276361,0.7587615283267457,0.55517788170774,0.314880130667631,2,8,5,19373,0.2857142857142857,0.9995872246014138,0.2,0.9997419754360615,0.7142857142857143,0.00041277539858624424,0.8,0.0002580245639384869,0.13333333333333333,0.9993294821539096,0.23529411764705882,0.2127659574468085,0.26315789473684204,0.23871884564346754,0.2853015103156995,0.19974197543606143,692.1785714285714,0.7145806756089108
D00681_06_fill_holes_and_orientation.obj,d00681,Apartment,2,8,5,19373,7,19388,0.5553926431904712,0.8387351778656126,0.6114376933074942,0.35895421017163476,2,8,5,19373,0.2857142857142857,0.9995872246014138,0.2,0.9997419754360615,0.7142857142857143,0.00041277539858624424,0.8,0.0002580245639384869,0.13333333333333333,0.9993294821539096,0.23529411764705882,0.2127659574468085,0.26315789473684204,0.23871884564346754,0.2853015103156995,0.19974197543606143,692.1785714285714,0.7145806756089108
D00780_06_fill_holes_and_orientation.obj,d00780,Apartment,0,10,6,19372,6,19388,0.032779987210673336,0.5062864671560323,0.2953670546408889,0.0,0,10,6,19372,0.0,0.9994840573728201,0.0,0.9996903705232738,1.0,0.0005159426271798576,1.0,0.0003096294767261843,0.0,0.9991747472663504,,,,-0.00039968868594749107,-0.0005159426271799106,-0.000309629476726192,0.0,1.0005162089613877
D00792_06_fill_holes_and_orientation.obj,d00792,Apartment,1,9,6,19372,7,19388,0.21903972093410506,0.5642386598908338,0.4593443465633192,0.2200917662980802,1,9,6,19372,0.14285714285714285,0.9995356276765904,0.1,0.9996903705232738,0.8571428571428571,0.0004643723234095248,0.9,0.0003096294767261843,0.0625,0.9992263255622035,0.11764705882352941,0.10638297872340426,0.13157894736842102,0.11914356069189547,0.14239277053373334,0.0996903705232739,307.6349206349206,0.857541075484499
D00859_06_fill_holes_and_orientation.obj,d00859,Apartment,0,10,7,19371,7,19388,0.05361478270689374,0.5163749294184077,0.3340374274776998,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
D00860_06_fill_holes_and_orientation.obj,d00860,Apartment,1,9,6,19372,7,19388,0.25397712353104607,0.7181253529079615,0.48671858587923483,0.2200917662980802,1,9,6,19372,0.14285714285714285,0.9995356276765904,0.1,0.9996903705232738,0.8571428571428571,0.0004643723234095248,0.9,0.0003096294767261843,0.0625,0.9992263255622035,0.11764705882352941,0.10638297872340426,0.13157894736842102,0.11914356069189547,0.14239277053373334,0.0996903705232739,307.6349206349206,0.857541075484499
D00869_06_fill_holes_and_orientation.obj,d00869,Apartment,0,10,7,19371,7,19388,0.07136565867059277,0.661509504987766,0.35218037051661333,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
D00921_06_fill_holes_and_orientation.obj,d00921,Apartment,2,8,5,19373,7,19388,0.2629702176786687,0.7137022397891963,0.46403585803651526,0.18844415212771543,2,8,5,19373,0.2857142857142857,0.9995872246014138,0.2,0.9997419754360615,0.7142857142857143,0.00041277539858624424,0.8,0.0002580245639384869,0.13333333333333333,0.9993294821539096,0.23529411764705882,0.2127659574468085,0.26315789473684204,0.23871884564346754,0.2853015103156995,0.19974197543606143,692.1785714285714,0.7145806756089108
D00953_06_fill_holes_and_orientation.obj,d00953,Apartment,0,10,7,19371,7,19388,0.05842725260717823,0.5802371541501976,0.3383314668559697,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
m463_06_fill_holes_and_orientation.obj,m463,Apartment,1,9,6,19372,7,19388,0.16262254333638423,0.8065123282514587,0.4138735332013912,0.06362078819895173,1,9,6,19372,0.14285714285714285,0.9995356276765904,0.1,0.9996903705232738,0.8571428571428571,0.0004643723234095248,0.9,0.0003096294767261843,0.0625,0.9992263255622035,0.11764705882352941,0.10638297872340426,0.13157894736842102,0.11914356069189547,0.14239277053373334,0.0996903705232739,307.6349206349206,0.857541075484499
m464_06_fill_holes_and_orientation.obj,m464,Apartment,0,10,7,19371,7,19388,0.03679322051392431,0.5231695840391493,0.3136781492528153,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
m465_06_fill_holes_and_orientation.obj,m465,Apartment,0,10,7,19371,7,19388,0.04099577900682309,0.4413325804630152,0.3204397998067734,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
m53_06_fill_holes_and_orientation.obj,m53,AquaticAnimal,3,7,4,19374,7,19388,0.7228249058192724,0.8445673889657292,0.6345946050002766,0.46900009332067494,3,7,4,19374,0.42857142857142855,0.9996388215262371,0.3,0.9997935803488492,0.5714285714285714,0.00036117847376296373,0.7,0.00020641965115078957,0.21428571428571427,0.9994326387456158,0.3529411764705882,0.3191489361702127,0.3947368421052631,0.3582941305950396,0.42821025009766567,0.2997935803488492,1186.5918367346937,0.5716350336975917
m54_06_fill_holes_and_orientation.obj,m54,AquaticAnimal,4,6,3,19375,7,19388,0.6305701879481075,0.8463808206546796,0.6094850834503048,0.47890155528769296,4,6,3,19375,0.5714285714285714,0.9996904184510603,0.4,0.9998451852616369,0.42857142857142855,0.00030958154893968317,0.6,0.00015481473836309216,0.3076923076923077,0.9995357953373221,0.47058823529411764,0.425531914893617,0.5263157894736841,0.4778694155466117,0.5711189898796318,0.3998451852616369,1845.8095238095239,0.4287041474654378
m55_06_fill_holes_and_orientation.obj,m55,AquaticAnimal,5,5,2,19376,7,19388,0.8737284442094492,0.8552942984478253,0.6587090320296672,0.5834330535576522,5,5,2,19376,0.7142857142857143,0.9997420153758836,0.5,0.9998967901744246,0.2857142857142857,0.00025798462411640266,0.5,0.00010320982557539478,0.4166666666666667,0.9996389519290283,0.588235294117647,0.5319148936170213,0.6578947368421053,0.5974447004981838,0.714027729661598,0.4998967901744247,2768.714285714286,0.28578801462781644
m56_06_fill_holes_and_orientation.obj,m56,AquaticAnimal,5,5,2,19376,7,19388,0.9570690325780858,0.8676502228369448,0.6819068338989424,0.6325414799409712,5,5,2,19376,0.7142857142857143,0.9997420153758836,0.5,0.9998967901744246,0.2857142857142857,0.00025798462411640266,0.5,0.00010320982557539478,0.4166666666666667,0.9996389519290283,0.588235294117647,0.5319148936170213,0.6578947368421053,0.5974447004981838,0.714027729661598,0.4998967901744247,2768.714285714286,0.28578801462781644
m57_06_fill_holes_and_orientation.obj,m57,AquaticAnimal,4,6,3,19375,7,19388,0.7395392736787503,0.8439526663593053,0.6396452454054535,0.5326208815196266,4,6,3,19375,0.5714285714285714,0.9996904184510603,0.4,0.9998451852616369,0.42857142857142855,0.00030958154893968317,0.6,0.00015481473836309216,0.3076923076923077,0.9995357953373221,0.47058823529411764,0.425531914893617,0.5263157894736841,0.4778694155466117,0.5711189898796318,0.3998451852616369,1845.8095238095239,0.4287041474654378
m58_06_fill_holes_and_orientation.obj,m58,AquaticAnimal,0,10,7,19371,7,19388,0.04051767303721944,0.48627631781158753,0.3168464783649295,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
m59_06_fill_holes_and_orientation.obj,m59,AquaticAnimal,1,9,6,19372,7,19388,0.31554375881045155,0.8356846473029045,0.4824423252628316,0.1100458831490401,1,9,6,19372,0.14285714285714285,0.9995356276765904,0.1,0.9996903705232738,0.8571428571428571,0.0004643723234095248,0.9,0.0003096294767261843,0.0625,0.9992263255622035,0.11764705882352941,0.10638297872340426,0.13157894736842102,0.11914356069189547,0.14239277053373334,0.0996903705232739,307.6349206349206,0.857541075484499
m60_06_fill_holes_and_orientation.obj,m60,AquaticAnimal,2,8,5,19373,7,19388,0.34638873464168046,0.8431381589057938,0.49180294949294084,0.17318663334822615,2,8,5,19373,0.2857142857142857,0.9995872246014138,0.2,0.9997419754360615,0.7142857142857143,0.00041277539858624424,0.8,0.0002580245639384869,0.13333333333333333,0.9993294821539096,0.23529411764705882,0.2127659574468085,0.26315789473684204,0.23871884564346754,0.2853015103156995,0.19974197543606143,692.1785714285714,0.7145806756089108
m61_06_fill_holes_and_orientation.obj,m61,AquaticAnimal,4,6,3,19375,7,19388,0.6789862929834821,0.8505916705086829,0.5926569388369461,0.4099509148465345,4,6,3,19375,0.5714285714285714,0.9996904184510603,0.4,0.9998451852616369,0.42857142857142855,0.00030958154893968317,0.6,0.00015481473836309216,0.3076923076923077,0.9995357953373221,0.47058823529411764,0.425531914893617,0.5263157894736841,0.4778694155466117,0.5711189898796318,0.3998451852616369,1845.8095238095239,0.4287041474654378
m62_06_fill_holes_and_orientation.obj,m62,AquaticAnimal,0,10,7,19371,7,19388,0.07859551952521794,0.6706162594129399,0.35854585213456575,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
m63_06_fill_holes_and_orientation.obj,m63,AquaticAnimal,0,10,7,19371,7,19388,0.06409978383496481,0.6218533886583679,0.34627336590476004,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
m64_06_fill_holes_and_orientation.obj,m64,AquaticAnimal,1,9,6,19372,7,19388,0.2813689307361746,0.8455048409405256,0.4574951159867963,0.06943122193677728,1,9,6,19372,0.14285714285714285,0.9995356276765904,0.1,0.9996903705232738,0.8571428571428571,0.0004643723234095248,0.9,0.0003096294767261843,0.0625,0.9992263255622035,0.11764705882352941,0.10638297872340426,0.13157894736842102,0.11914356069189547,0.14239277053373334,0.0996903705232739,307.6349206349206,0.857541075484499
m65_06_fill_holes_and_orientation.obj,m65,AquaticAnimal,0,10,7,19371,7,19388,0.07200268785531504,0.7076994006454587,0.34338012179774097,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
m66_06_fill_holes_and_orientation.obj,m66,AquaticAnimal,0,10,7,19371,7,19388,0.048997691575506916,0.5657292146918702,0.3284104615798601,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
m67_06_fill_holes_and_orientation.obj,m67,AquaticAnimal,0,10,7,19371,7,19388,0.1566058201463105,0.8031350852927617,0.40271973909772363,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
m68_06_fill_holes_and_orientation.obj,m68,AquaticAnimal,2,8,5,19373,7,19388,0.2735456960617962,0.8367604118641463,0.46569738692782925,0.15139734109601005,2,8,5,19373,0.2857142857142857,0.9995872246014138,0.2,0.9997419754360615,0.7142857142857143,0.00041277539858624424,0.8,0.0002580245639384869,0.13333333333333333,0.9993294821539096,0.23529411764705882,0.2127659574468085,0.26315789473684204,0.23871884564346754,0.2853015103156995,0.19974197543606143,692.1785714285714,0.7145806756089108
m69_06_fill_holes_and_orientation.obj,m69,AquaticAnimal,0,10,7,19371,7,19388,0.10952281062554096,0.7630090671584447,0.37934573743923944,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
m70_06_fill_holes_and_orientation.obj,m70,AquaticAnimal,1,9,6,19372,7,19388,0.31408012970861693,0.8264484401413863,0.5058205611907424,0.2200917662980802,1,9,6,19372,0.14285714285714285,0.9995356276765904,0.1,0.9996903705232738,0.8571428571428571,0.0004643723234095248,0.9,0.0003096294767261843,0.0625,0.9992263255622035,0.11764705882352941,0.10638297872340426,0.13157894736842102,0.11914356069189547,0.14239277053373334,0.0996903705232739,307.6349206349206,0.857541075484499
m71_06_fill_holes_and_orientation.obj,m71,AquaticAnimal,0,10,7,19371,7,19388,0.11253420571640363,0.78762870754572,0.3787224837222507,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
m72_06_fill_holes_and_orientation.obj,m72,AquaticAnimal,2,8,5,19373,7,19388,0.24992722211745608,0.8202243737513447,0.4668005135273746,0.2024832320725063,2,8,5,19373,0.2857142857142857,0.9995872246014138,0.2,0.9997419754360615,0.7142857142857143,0.00041277539858624424,0.8,0.0002580245639384869,0.13333333333333333,0.9993294821539096,0.23529411764705882,0.2127659574468085,0.26315789473684204,0.23871884564346754,0.2853015103156995,0.19974197543606143,692.1785714285714,0.7145806756089108
m73_06_fill_holes_and_orientation.obj,m73,AquaticAnimal,0,10,7,19371,7,19388,0.07367294924376833,0.6954817888427847,0.3524090471180297,0.0,0,10,7,19371,0.0,0.9994840307517672,0.0,0.9996387656104861,1.0,0.0005159692482328053,1.0,0.0003612343895138817,0.0,0.9991231689704972,,,,-0.0004317242596766064,-0.0005159692482328282,-0.00036123438951385367,0.0,1.0005162356099324
m75_06_fill_holes_and_orientation.obj,m75,AquaticAnimal,1,9,6,19372,7,19388,0.26089871380743246,0.8289534347625634,0.45482270361602734,0.07839826897867534,1,9,6,19372,0.14285714285714285,0.9995356276765904,0.1,0.9996903705232738,0.8571428571428571,0.0004643723234095248,0.9,0.0003096294767261843,0.0625,0.9992263255622035,0.11764705882352941,0.10638297872340426,0.13157894736842102,0.11914356069189547,0.14239277053373334,0.0996903705232739,307.6349206349206,0.857541075484499
