class,class_size,tp,fp,fn,tn,P,N_total,AP,ROC_AUC,NDCG,NDCG_top10,TP,FP,FN,TN,TPR,TNR,PPV,NPV,FNR,FPR,FDR,FOR,TS,ACC,F1,F0_5,F2,MCC,BM,MK,LR+,ROC_AUC_micro,ROC_AUC_macro
DeskLamp,31,1.3225806451612903,8.67741935483871,5.645161290322581,0.0,6.967741935483871,2437.0,0.30506530248858194,0.7480940446993759,0.45724034516242734,0.1472970888545942,1.3225806451612903,8.67741935483871,5.645161290322581,0.0,0.19047619047619047,0.0,0.132258064516129,0.0,0.8095238095238095,1.0,0.8677419354838709,1.0,0.0934095474418055,0.0934095474418055,0.24191176470588233,0.2183163737280296,0.2712848297213622,-0.8371897311153285,-0.8095238095238095,-0.8677419354838709,0.19047619047619047,0.734894236243838,
DeskPhone,20,1.05,8.95,5.95,0.0,7.0,2437.0,0.16316210237774992,0.7527817683165731,0.41288489167083486,0.12586025173367638,1.05,8.95,5.95,0.0,0.15,0.0,0.10500000000000001,0.0,0.85,1.0,0.8949999999999999,1.0,0.06997023809523809,0.06997023809523809,0.1900452488687783,0.1718494271685761,0.21255060728744934,-0.8718398653858465,-0.85,-0.8949999999999999,0.15,0.724827391058291,
Door,42,2.3333333333333335,7.666666666666667,4.666666666666667,0.0,7.0,2437.0,0.5131992263743163,0.5880515629029412,0.5213208745855599,0.33615110330156917,2.3333333333333335,7.666666666666667,4.666666666666667,0.0,0.3333333333333333,0.0,0.23333333333333334,0.0,0.6666666666666666,1.0,0.7666666666666667,1.0,0.17239774114774115,0.17239774114774115,0.30340557275541796,0.2743561030235162,0.3393351800554016,-0.7130807516328116,-0.6666666666666666,-0.7666666666666667,0.3333333333333333,0.5867832718819846,
Drum,20,1.4,8.6,5.55,0.0,6.95,2437.0,0.182325938112315,0.737040181097906,0.4051031889554837,0.1147501675905189,1.4,8.6,5.55,0.0,0.2011904761904762,0.0,0.13999999999999999,0.0,0.7988095238095239,1.0,0.86,1.0,0.09761675824175824,0.09761675824175824,0.25395927601809953,0.2293104675158329,0.2845915694212907,-0.8280793032895556,-0.7988095238095239,-0.86,0.2011904761904762,0.7473588437595229,
Fish,20,5.35,4.65,1.75,0.0,7.0,2437.0,1.1311431213188088,0.9712354708110226,0.7563849340253989,0.5994247133918432,5.35,4.65,1.75,0.0,0.75,0.0,0.5349999999999999,0.0,0.25,1.0,0.465,1.0,0.4821162171162171,0.4821162171162171,0.6241830065359476,0.5673758865248226,0.693922305764411,-0.4153329154786368,-0.25,-0.5333333333333333,0.75,0.9686381742196682,
FloorLamp,25,0.68,9.32,6.28,0.0,6.96,2437.0,0.11586153273801525,0.6414504765851637,0.37929246850392234,0.08125141220102161,0.68,9.32,6.28,0.0,0.09714285714285714,0.0,0.068,0.0,0.9028571428571428,1.0,0.932,1.0,0.0435,0.0435,0.14285714285714285,0.12917933130699089,0.15977443609022554,-0.9171679024098337,-0.9028571428571429,-0.932,0.09714285714285714,0.6350340654786573,
Glasses,19,3.4210526315789473,6.578947368421052,3.6315789473684212,0.0,7.0,2437.0,0.6797725902512223,0.9231788303610065,0.6281834494258167,0.40148926130694595,3.4210526315789473,6.578947368421052,3.6315789473684212,0.0,0.48120300751879697,0.0,0.34210526315789475,0.0,0.518796992481203,1.0,0.6578947368421053,1.0,0.29100154231733183,0.29100154231733183,0.47467320261437906,0.431072695035461,0.5282738095238095,-0.6681248782465399,-0.518796992481203,-0.73125,0.48120300751879697,0.9083426439222371,
Guitar,20,0.95,9.05,6.0,0.0,6.95,2437.0,0.20429486570486405,0.8363806538679205,0.42352290408087273,0.09268890165023268,0.95,9.05,6.0,0.0,0.1357142857142857,0.0,0.095,0.0,0.8642857142857142,1.0,0.905,1.0,0.06505952380952382,0.06505952380952382,0.24836601307189543,0.2245862884160756,0.27777777777777773,-0.8838851255741103,-0.8642857142857142,-0.905,0.1357142857142857,0.8387483675068564,
Gun,58,1.5689655172413792,8.431034482758621,5.413793103448276,0.0,6.982758620689655,2437.0,0.6458897945844607,0.7175858002002979,0.5275607119211622,0.17267849552583917,1.5689655172413792,8.431034482758621,5.413793103448276,0.0,0.22454844006568145,0.0,0.1568965517241379,0.0,0.7754515599343186,1.0,0.843103448275862,1.0,0.11063849943160288,0.11063849943160288,0.24914500683994528,0.2251898543553557,0.27881776945784426,-0.8075815842404168,-0.7754515599343186,-0.843103448275862,0.22454844006568145,0.71484943123003,
Hand,37,4.054054054054054,5.945945945945946,2.918918918918919,0.0,6.891891891891892,2437.0,1.2043409443705966,0.8910401446844597,0.6708720098302279,0.5075101979777035,4.054054054054054,5.945945945945946,2.918918918918919,0.0,0.5791505791505791,0.0,0.40540540540540543,0.0,0.42084942084942084,1.0,0.5945945945945946,1.0,0.35101250101250103,0.35101250101250103,0.47609916417965953,0.4308720262863252,0.532683232239027,-0.6001761423634313,-0.4208494208494209,-0.6793103448275862,0.5791505791505791,0.8760303438618781,
Hat,15,0.9333333333333333,9.066666666666666,6.066666666666666,0.0,7.0,2437.0,0.14372291548755214,0.7889786372658846,0.3959883181286781,0.10835957129504271,0.9333333333333333,9.066666666666666,6.066666666666666,0.0,0.13333333333333333,0.0,0.09333333333333332,0.0,0.8666666666666667,1.0,0.9066666666666666,1.0,0.06246031746031746,0.06246031746031746,0.1830065359477124,0.16548463356973994,0.20467836257309935,-0.8860466936005257,-0.8666666666666667,-0.9066666666666666,0.13333333333333333,0.7798793310142876,
Helicopter,51,4.215686274509804,5.784313725490196,2.8823529411764706,0.0,6.9411764705882355,2437.0,1.813170610905869,0.9073765576611876,0.6831795853846234,0.4543187873947685,4.215686274509804,5.784313725490196,2.8823529411764706,0.0,0.5840336134453782,0.0,0.4215686274509804,0.0,0.4159663865546218,1.0,0.5784313725490197,1.0,0.37691891441891445,0.37691891441891445,0.5420676851976488,0.4945150444845919,0.6004638946415298,-0.616132145668283,-0.41596638655462187,-0.6921052631578948,0.5840336134453782,0.9045539862773929,
House,46,0.782608695652174,9.217391304347826,6.195652173913044,0.0,6.978260869565218,2437.0,0.24699021288808926,0.5367111385778682,0.43655147145415596,0.08875134848237087,0.782608695652174,9.217391304347826,6.195652173913044,0.0,0.11180124223602483,0.0,0.0782608695652174,0.0,0.888198757763975,1.0,0.9217391304347826,1.0,0.05285873546743112,0.05285873546743112,0.18414322250639387,0.16651248843663274,0.20594965675057203,-0.9043855135536435,-0.8881987577639753,-0.9217391304347826,0.11180124223602483,0.5386324680953596,
HumanHead,51,7.607843137254902,2.392156862745098,0.6862745098039216,0.0,6.96078431372549,2437.0,4.0308473881616065,0.9606520614110746,0.8479604968027988,0.7594847134844663,7.607843137254902,2.392156862745098,0.6862745098039216,0.0,0.9014939309056956,0.0,0.7607843137254902,0.0,0.09850606909430439,1.0,0.23921568627450981,1.0,0.7450506193153251,0.7450506193153251,0.8372746818025456,0.7985870351841013,0.8833742925087655,-0.4636288891104895,-0.13220551378446116,-0.5769230769230769,0.8677944862155388,0.9561609171297752,
Humanoid,142,5.901408450704225,4.098591549295775,1.7816901408450705,0.0,6.964788732394366,2437.0,6.334063256968656,0.8441166154512266,0.7700714371710983,0.6065509319408307,5.901408450704225,4.098591549295775,1.7816901408450705,0.0,0.7429577464788732,0.0,0.5901408450704225,0.0,0.25704225352112675,1.0,0.4098591549295775,1.0,0.5603823113506212,0.5603823113506212,0.6937067115403376,0.650406710242328,0.7459362036422889,-0.5897357587643375,-0.2874015748031496,-0.6710144927536231,0.7125984251968503,0.8327361961027245,
Insect,65,2.4,7.6,4.584615384615384,0.0,6.984615384615385,2437.0,1.1755970910210252,0.8009793672404292,0.59659127272666,0.271172620564744,2.4,7.6,4.584615384615384,0.0,0.3435897435897436,0.0,0.24,0.0,0.6564102564102564,1.0,0.76,1.0,0.18065633084863855,0.18065633084863855,0.33395721925133687,0.3018249095954924,0.3737686462144666,-0.7131623259485046,-0.6564102564102564,-0.7671875,0.3435897435897436,0.7861542420026081,
Jet,138,5.391304347826087,4.608695652173913,2.152173913043478,0.0,6.992753623188406,2437.0,6.4961368144807885,0.875704147291635,0.7752477129017481,0.5676182386753112,5.391304347826087,4.608695652173913,2.152173913043478,0.0,0.6915113871635611,0.0,0.5391304347826087,0.0,0.3084886128364389,1.0,0.4608695652173913,1.0,0.4946471402993142,0.4946471402993142,0.6254568309318187,0.5834739911001994,0.6766179915299855,-0.5507267304540887,-0.34610917537746805,-0.6386363636363637,0.653890824622532,0.8599669117154474,
Knife,24,1.0416666666666667,8.958333333333334,5.958333333333333,0.0,7.0,2437.0,0.25125272165739865,0.8190904806503129,0.4524996188530727,0.1371451907480751,1.0416666666666667,8.958333333333334,5.958333333333333,0.0,0.1488095238095238,0.0,0.10416666666666667,0.0,0.8511904761904762,1.0,0.8958333333333334,1.0,0.07018849206349206,0.07018849206349206,0.21008403361344535,0.18996960486322187,0.23496240601503754,-0.8727863216714741,-0.8511904761904762,-0.8958333333333334,0.1488095238095238,0.806344688441819,
MilitaryVehicle,20,2.9,7.1,4.0,0.0,6.9,2437.0,0.5910383674173267,0.9207544294980629,0.5891154128395921,0.328780765179272,2.9,7.1,4.0,0.0,0.4226190476190476,0.0,0.29,0.0,0.5773809523809523,1.0,0.71,1.0,0.23450258075258076,0.23450258075258076,0.4044117647058823,0.36390596941829456,0.4552904753232562,-0.6603806854201628,-0.5773809523809523,-0.7263157894736842,0.4226190476190476,0.9175977863392973,
Monitor,20,0.9,9.1,6.1,0.0,7.0,2437.0,0.1000744313699129,0.523144399460189,0.3537459247795264,0.09521262481839467,0.9,9.1,6.1,0.0,0.12857142857142856,0.0,0.09,0.0,0.8714285714285713,1.0,0.9099999999999999,1.0,0.06089056776556776,0.06089056776556776,0.17647058823529413,0.15957446808510636,0.19736842105263153,-0.8900133810886179,-0.8714285714285716,-0.9099999999999999,0.12857142857142856,0.5354446367158591,
Monoplane,20,2.1,7.9,4.85,0.0,6.95,2437.0,0.35877185517706733,0.9197324887902137,0.511574664252836,0.2149878383094511,2.1,7.9,4.85,0.0,0.30357142857142855,0.0,0.21000000000000002,0.0,0.6964285714285714,1.0,0.79,1.0,0.15358287545787547,0.15358287545787547,0.29195501730103807,0.2632366545137944,0.32780914223274443,-0.7400796626530989,-0.6964285714285714,-0.79,0.30357142857142855,0.9117817030168472,
Motorcycle,26,2.8846153846153846,7.115384615384615,4.076923076923077,0.0,6.961538461538462,2437.0,0.5931179487151385,0.8793832121444061,0.5782856680625051,0.35394839963095104,2.8846153846153846,7.115384615384615,4.076923076923077,0.0,0.41666666666666663,0.0,0.28846153846153844,0.0,0.5833333333333333,1.0,0.7115384615384616,1.0,0.2212723174261636,0.2212723174261636,0.3544117647058823,0.31961147086031455,0.39783281733746123,-0.662109682222168,-0.5833333333333334,-0.728,0.41666666666666663,0.8712344834015328,
Mug,26,2.8461538461538463,7.153846153846154,4.153846153846154,0.0,6.961538461538462,2437.0,0.6365964822793428,0.8656257175660161,0.5671082592470112,0.3156422008109913,2.8461538461538463,7.153846153846154,4.153846153846154,0.0,0.4065934065934066,0.0,0.2846153846153846,0.0,0.5934065934065934,1.0,0.7153846153846154,1.0,0.2321167614436845,0.2321167614436845,0.4352941176470588,0.3936170212765957,0.48684210526315785,-0.667254959692239,-0.5934065934065934,-0.732,0.4065934065934066,0.85687043088306,
MultiSeat,45,2.3555555555555556,7.644444444444445,4.622222222222222,0.0,6.955555555555556,2437.0,0.694486484052349,0.69454490580692,0.5361284752642603,0.2622900050866006,2.3555555555555556,7.644444444444445,4.622222222222222,0.0,0.335978835978836,0.0,0.23555555555555555,0.0,0.664021164021164,1.0,0.7644444444444444,1.0,0.18635938135938138,0.18635938135938138,0.3277648778809769,0.29659022672314456,0.3664346625076623,-0.736952141429494,-0.6640211640211641,-0.7883720930232557,0.335978835978836,0.6963981506104364,
Musical_Instrument,21,1.4285714285714286,8.571428571428571,5.476190476190476,0.0,6.904761904761905,2437.0,0.19490850933035586,0.5946854621037492,0.41268133644081456,0.1537381299928665,1.4285714285714286,8.571428571428571,5.476190476190476,0.0,0.2074829931972789,0.0,0.14285714285714285,0.0,0.7925170068027211,1.0,0.8571428571428571,1.0,0.1013234781091924,0.1013234781091924,0.23676470588235293,0.21322849213691025,0.2662538699690402,-0.8229950640500637,-0.7925170068027211,-0.8571428571428571,0.2074829931972789,0.598942252393993,
NonWheelChair,60,3.8666666666666667,6.133333333333334,3.25,0.0,6.983333333333333,2437.0,2.058558438952042,0.88212843247661,0.6747714091039779,0.3979939443203314,3.8666666666666667,6.133333333333334,3.25,0.0,0.5337301587301587,0.0,0.38666666666666666,0.0,0.4662698412698412,1.0,0.6133333333333333,1.0,0.34351634476634474,0.34351634476634474,0.5167194239369162,0.4718092851600186,0.5717094970359204,-0.6364342774276581,-0.4662698412698413,-0.7083333333333334,0.5337301587301587,0.8679941028004671,
PianoBoard,20,1.75,8.25,5.2,0.0,6.95,2437.0,0.24114021311247474,0.6476002350790127,0.4432054427303089,0.223870631521995,1.75,8.25,5.2,0.0,0.2523809523809524,0.0,0.175,0.0,0.7476190476190476,1.0,0.825,1.0,0.12559065934065933,0.12559065934065933,0.2582720588235294,0.2330018501387604,0.2897639318885448,-0.7840466782043458,-0.7476190476190476,-0.825,0.2523809523809524,0.6500608919942537,
PlantIndoors,64,2.8125,7.1875,4.078125,0.0,6.875,2437.0,1.202696950337701,0.7739591273184365,0.5990336648691991,0.33874906981227065,2.8125,7.1875,4.078125,0.0,0.40476190476190477,0.0,0.28125,0.0,0.5952380952380952,1.0,0.71875,1.0,0.227637141504329,0.227637141504329,0.3859477124183006,0.34842878367392704,0.43273960301824077,-0.6760240754409061,-0.5952380952380952,-0.740983606557377,0.40476190476190477,0.7584612008470984,
PlantWildNonTree,26,0.7692307692307693,9.23076923076923,6.1923076923076925,0.0,6.961538461538462,2437.0,0.20372383971505512,0.7711889271590764,0.42941648438301316,0.09387101037502556,0.7692307692307693,9.23076923076923,6.1923076923076925,0.0,0.10989010989010987,0.0,0.07692307692307693,0.0,0.8901098901098901,1.0,0.9230769230769231,1.0,0.0510989010989011,0.0510989010989011,0.18099547511312217,0.1636661211129296,0.2024291497975708,-0.9061222472058521,-0.8901098901098901,-0.9230769230769231,0.10989010989010987,0.7554664301765335,
Quadruped,57,4.859649122807017,5.140350877192983,2.6666666666666665,0.0,6.9298245614035086,2437.0,2.267123525521775,0.8599250383413385,0.6941094305001331,0.5152571646043367,4.859649122807017,5.140350877192983,2.6666666666666665,0.0,0.6157059314954052,0.0,0.48596491228070177,0.0,0.3842940685045948,1.0,0.5140350877192983,1.0,0.4510191562823142,0.4510191562823142,0.5930082559339526,0.5548557429091325,0.63878285868123,-0.7112910277865933,-0.39826839826839827,-0.7666666666666667,0.6017316017316017,0.8470534652095508,
RectangleTable,59,3.0338983050847457,6.966101694915254,4.016949152542373,0.0,6.983050847457627,2437.0,1.460103818746375,0.7751198940466073,0.6109324787593555,0.3144892630536285,3.0338983050847457,6.966101694915254,4.016949152542373,0.0,0.423728813559322,0.0,0.30338983050847457,0.0,0.576271186440678,1.0,0.6966101694915254,1.0,0.2595685388058269,0.2595685388058269,0.45295463723246737,0.41226944061620946,0.5030593970749179,-0.7107930904415579,-0.576271186440678,-0.7666666666666667,0.423728813559322,0.7689537304015577,
Rocket,19,1.4210526315789473,8.578947368421053,5.526315789473684,0.0,6.947368421052632,2437.0,0.20095804170163212,0.7512673788646896,0.42217627830773286,0.15978702760758542,1.4210526315789473,8.578947368421053,5.526315789473684,0.0,0.20802005012531327,0.0,0.14210526315789473,0.0,0.7919799498746867,1.0,0.8578947368421053,1.0,0.10231588586851745,0.10231588586851745,0.26715686274509803,0.24013259327782918,0.30121259029927755,-0.8227161868820329,-0.7919799498746867,-0.8578947368421053,0.20802005012531327,0.7434788660765146,
RoundTable,36,2.111111111111111,7.888888888888889,4.888888888888889,0.0,7.0,2437.0,0.63102618199401,0.8325545511015952,0.5449753798509351,0.24268746789788162,2.111111111111111,7.888888888888889,4.888888888888889,0.0,0.3015873015873016,0.0,0.2111111111111111,0.0,0.6984126984126984,1.0,0.7888888888888889,1.0,0.16577727827727828,0.16577727827727828,0.3438914027149321,0.3109656301145663,0.38461538461538464,-0.7565428736012472,-0.6984126984126984,-0.8028571428571429,0.3015873015873016,0.8229526540933702,
Shelf,43,1.3488372093023255,8.651162790697674,5.651162790697675,0.0,7.0,2437.0,0.36975308434350224,0.624264051399071,0.471722587344588,0.1503346999924632,1.3488372093023255,8.651162790697674,5.651162790697675,0.0,0.1926910299003322,0.0,0.13488372093023254,0.0,0.8073089700996678,1.0,0.8651162790697675,1.0,0.09676263658821797,0.09676263658821797,0.25272331154684097,0.2285263987391647,0.28265107212475626,-0.8343142880201454,-0.8073089700996678,-0.8651162790697675,0.1926910299003322,0.6134787877536596,
Ship,62,1.6935483870967742,8.306451612903226,5.225806451612903,0.0,6.919354838709677,2437.0,0.6478065091996974,0.6441244589380496,0.52124929964395,0.20405864078181002,1.6935483870967742,8.306451612903226,5.225806451612903,0.0,0.24423963133640553,0.0,0.1693548387096774,0.0,0.7557603686635944,1.0,0.8306451612903226,1.0,0.12741008991008992,0.12741008991008992,0.3099264705882353,0.2796022201665125,0.34771671826625383,-0.789902241101597,-0.7557603686635945,-0.8306451612903226,0.24423963133640553,0.6456990173480424,
Sign,9,0.6666666666666666,9.333333333333334,6.333333333333333,0.0,7.0,2437.0,0.05506610055022978,0.49652348931887835,0.3001092245444388,0.10419336891151382,0.6666666666666666,9.333333333333334,6.333333333333333,0.0,0.09523809523809523,0.0,0.06666666666666668,0.0,0.9047619047619047,1.0,0.9333333333333333,1.0,0.041666666666666664,0.041666666666666664,0.1176470588235294,0.10638297872340426,0.13157894736842102,-0.9188733771024532,-0.9047619047619047,-0.9333333333333333,0.09523809523809523,0.5032770179263935,
Skyscraper,20,0.8,9.2,6.15,0.0,6.95,2437.0,0.10862766458028306,0.5254298898611293,0.3649220488329948,0.11405771877054585,0.8,9.2,6.15,0.0,0.11428571428571428,0.0,0.08,0.0,0.8857142857142858,1.0,0.9200000000000002,1.0,0.05217261904761905,0.05217261904761905,0.1568627450980392,0.14184397163120568,0.17543859649122803,-0.9024552007476851,-0.8857142857142858,-0.9200000000000002,0.11428571428571428,0.5155219080579861,
