name,surface_area,volume,compactness,rectangularity,diameter,convexity,eccentricity
Apartment\D00496_unified_prepared.obj,2.674474,0.178846,5.288183,0.864105,1.199249,0.867626,2.552243
Apartment\D00626_unified_prepared.obj,4.153894,0.087276,83.200464,1.737959,1.047879,0.670505,6.330354
Apartment\D00639_unified_prepared.obj,6.468074,0.156284,97.958611,1.968202,1.166147,0.607799,3.452771
Apartment\D00651_unified_prepared.obj,15.075281,0.051751,11311.022065,3.705198,1.196911,0.140650,7.732632
Apartment\D00681_unified_prepared.obj,17.549576,0.152788,2047.234757,4.731958,1.178692,0.594583,8.161189
Apartment\D00780_unified_prepared.obj,3.096662,0.003239,25023.255868,1.546926,1.121307,0.024915,23.351164
Apartment\D00792_unified_prepared.obj,2.796161,0.216546,4.122250,0.634550,1.076936,0.973174,5.073729
Apartment\D00859_unified_prepared.obj,2.870125,0.080553,32.216847,1.166437,1.003872,0.847580,17.792136
Apartment\D00860_unified_prepared.obj,7.376160,0.029229,4153.386312,2.415084,1.130108,0.138359,4.919150
Apartment\D00869_unified_prepared.obj,5.876448,0.010887,15137.913386,1.922741,1.203550,0.037406,2.807855
Apartment\D00921_unified_prepared.obj,6.039237,0.092112,229.541978,2.381744,1.060975,0.534323,1.858920
Apartment\D00953_unified_prepared.obj,6.110802,0.011375,15594.703237,1.722870,1.048293,0.070458,3.248640
Apartment\m463_unified_prepared.obj,9.612206,0.132438,447.705594,2.558085,1.124748,0.662721,5.281970
Apartment\m464_unified_prepared.obj,5.676804,0.043164,868.198110,3.911637,1.005705,0.847432,19.850912
Apartment\m465_unified_prepared.obj,3.952717,0.044124,280.474206,3.353233,1.015868,1.222869,42.122984
AquaticAnimal\m53_unified_prepared.obj,0.489702,0.007559,18.173204,0.480479,1.005633,0.400216,73.302565
AquaticAnimal\m54_unified_prepared.obj,0.626537,0.012627,13.638825,0.504209,1.010685,0.580791,41.052751
AquaticAnimal\m55_unified_prepared.obj,0.549761,0.009271,17.091764,0.458979,1.012103,0.390794,53.676677
AquaticAnimal\m56_unified_prepared.obj,0.528657,0.009045,15.969021,0.464235,1.018092,0.549300,60.645332
AquaticAnimal\m57_unified_prepared.obj,0.528833,0.008331,18.841186,0.478452,1.004944,0.534655,84.992792
AquaticAnimal\m58_unified_prepared.obj,0.933489,0.055049,2.373409,0.351002,1.011363,0.679681,5.048163
AquaticAnimal\m59_unified_prepared.obj,0.341120,0.007436,6.347773,0.426338,1.003693,0.643157,64.165434
AquaticAnimal\m60_unified_prepared.obj,0.641634,0.013285,13.233539,0.352669,1.017674,0.311841,40.180795
AquaticAnimal\m61_unified_prepared.obj,0.536052,0.013138,7.890105,0.373256,1.016539,0.451366,36.071275
AquaticAnimal\m62_unified_prepared.obj,0.614231,0.012258,13.635843,0.344252,1.001842,0.495333,157.523409
AquaticAnimal\m63_unified_prepared.obj,1.730199,0.105141,4.142808,0.377643,1.105441,0.577739,2.072356
AquaticAnimal\m64_unified_prepared.obj,0.608532,0.012937,11.904205,0.382198,1.004851,0.534782,73.192817
AquaticAnimal\m65_unified_prepared.obj,0.907460,0.012894,39.744880,0.308870,1.105793,0.173336,11.151225
AquaticAnimal\m66_unified_prepared.obj,1.663101,0.038973,26.778450,0.758244,1.003124,0.552527,18.147310
AquaticAnimal\m67_unified_prepared.obj,0.518587,0.013762,6.510992,0.364782,1.001080,0.603109,74.060702
AquaticAnimal\m68_unified_prepared.obj,0.408547,0.006131,16.040834,0.416450,1.007926,0.393117,37.986971
AquaticAnimal\m69_unified_prepared.obj,0.547906,0.012924,8.707348,0.386112,1.003540,0.474421,51.196782
AquaticAnimal\m70_unified_prepared.obj,0.492856,0.010175,10.223815,0.301445,1.011532,0.299420,109.234566
AquaticAnimal\m71_unified_prepared.obj,0.523427,0.016634,4.582655,0.310651,1.010538,0.432968,46.508314
AquaticAnimal\m72_unified_prepared.obj,0.543241,0.012959,8.440176,0.334134,1.006026,0.421791,167.719754
AquaticAnimal\m73_unified_prepared.obj,0.774258,0.029652,4.667634,0.286318,1.045593,0.358387,18.658207
AquaticAnimal\m74_unified_prepared.obj,0.389967,0.008795,6.779401,0.246782,1.002500,0.317516,43.212677
AquaticAnimal\m75_unified_prepared.obj,0.524552,0.011653,9.397497,0.257691,1.020659,0.264326,30.213242
AquaticAnimal\m76_unified_prepared.obj,0.450215,0.011747,5.847463,0.255561,1.000300,0.313601,52.851246
AquaticAnimal\m77_unified_prepared.obj,0.659639,0.012479,16.296896,0.312432,1.022388,0.231539,25.925551
AquaticAnimal\m78_unified_prepared.obj,0.474737,0.011997,6.572810,0.222651,1.028155,0.262593,45.179933
AquaticAnimal\m79_unified_prepared.obj,0.550675,0.004674,67.577647,0.455777,1.016762,0.277625,56.701044
AquaticAnimal\m80_unified_prepared.obj,0.437879,0.007500,13.197106,0.269033,1.007106,0.247798,13.682354
AquaticAnimal\m81_unified_prepared.obj,0.378807,0.007795,7.910487,0.228707,1.000378,0.276408,58.111952
Bed\D00031_unified_prepared.obj,3.747204,0.090817,56.406885,1.214009,1.190585,0.508363,23.105964
Bed\D00110_unified_prepared.obj,2.554506,0.042191,82.798957,0.979081,1.231429,0.213875,48.994449
Bed\D00121_unified_prepared.obj,3.516906,0.068749,81.376374,0.950076,1.337783,0.188946,12.293038
Bed\D00184_unified_prepared.obj,8.300676,0.317294,50.230144,2.308137,1.321752,0.913369,8.054435
Bed\D00210_unified_prepared.obj,6.788079,0.058675,803.296078,1.688246,1.357397,0.141886,20.277988
Bed\D00213_unified_prepared.obj,2.598384,0.052625,56.011387,1.294201,1.125110,0.365092,31.805234
Bed\D00217_unified_prepared.obj,2.211932,0.037980,66.336880,1.124715,1.132762,0.262793,28.375684
Bed\D00307_unified_prepared.obj,4.865645,0.122660,67.695591,1.550369,1.182729,0.629080,26.394172
Bed\D00322_unified_prepared.obj,2.001094,0.039880,44.550005,0.895292,1.166326,0.216365,34.876253
Bed\D00417_unified_prepared.obj,4.079423,0.090038,74.044720,1.461944,1.229401,0.373551,33.061276
Bed\D00538_unified_prepared.obj,1.890544,0.054918,19.809777,0.720719,1.222649,0.218183,14.009102
Bed\D00545_unified_prepared.obj,2.391096,0.038381,82.053798,0.772227,1.128693,0.192960,30.077490
Bed\D00552_unified_prepared.obj,2.498763,0.111669,11.062684,0.653792,1.238693,0.509478,4.974507
Bed\D00565_unified_prepared.obj,3.727676,0.060280,126.042245,1.472484,1.231645,0.364590,91.774394
Bed\D00650_unified_prepared.obj,2.644403,0.046334,76.159550,1.165855,1.160156,0.252353,14.617620
Bed\D00735_unified_prepared.obj,4.604088,0.073987,157.639215,1.450212,1.198490,0.325739,20.950465
Bed\D00836_unified_prepared.obj,2.651160,0.078021,27.066874,1.101754,1.051089,0.720446,8.325541
Bed\D00839_unified_prepared.obj,5.017319,0.135553,60.778020,1.637754,1.267599,0.541075,38.818287
Bed\D00969_unified_prepared.obj,5.522775,0.158668,59.162084,1.470987,1.282543,0.483620,9.325329
Bed\D00988_unified_prepared.obj,3.452416,0.080933,55.547391,1.265112,1.200914,0.397752,16.683201
Bed\m945_unified_prepared.obj,3.468638,0.095804,40.202972,0.910661,1.206316,0.312697,6.195970
Bed\m946_unified_prepared.obj,2.563184,0.041204,87.703622,1.040434,1.149723,0.190883,16.515085
Bed\m947_unified_prepared.obj,2.376831,0.043652,62.306298,0.791252,1.237550,0.182613,14.594533
Bed\m948_unified_prepared.obj,2.610770,0.087404,20.596209,0.506029,1.187411,0.256807,1.554848
Bed\m949_unified_prepared.obj,3.585406,0.102116,39.082184,0.825001,1.356394,0.274429,6.304734
Bed\m950_unified_prepared.obj,3.312825,0.033109,293.253811,0.621150,1.253836,0.085490,2.004899
Bed\m951_unified_prepared.obj,5.778860,0.146772,79.210863,1.661809,1.331740,0.483569,28.192579
Bicycle\D00016_unified_prepared.obj,0.534812,0.001304,795.206905,0.260936,1.006351,0.021171,152.067534
Bicycle\D00033_unified_prepared.obj,0.550663,0.002422,251.631491,0.258068,1.000874,0.043097,132.347841
Bicycle\D00040_unified_prepared.obj,1.753218,0.006865,1011.085443,0.744114,1.028410,0.105492,50.293870
Bicycle\D00077_unified_prepared.obj,0.699515,0.002254,595.502182,0.278115,1.007335,0.029682,61.042284
Bicycle\D00078_unified_prepared.obj,0.831068,0.003146,512.863042,0.288363,1.054536,0.033681,26.361003
Bicycle\D00462_unified_prepared.obj,0.804119,0.001100,3796.850666,0.375432,1.017067,0.018895,64.929210
Bicycle\D00514_unified_prepared.obj,0.992494,0.004884,362.452291,0.498250,1.012333,0.092861,66.545467
Bicycle\D00536_unified_prepared.obj,0.708389,0.002974,355.355244,0.226093,1.038098,0.027579,14.539306
Bicycle\D00555_unified_prepared.obj,1.600296,0.009795,377.661669,0.634809,1.004114,0.127489,38.047411
Bicycle\D00558_unified_prepared.obj,0.840044,0.003306,479.540994,0.423141,1.004469,0.054708,60.644844
Bicycle\D00567_unified_prepared.obj,0.502940,0.002018,276.172830,0.226197,1.004327,0.032047,73.830368
Bicycle\D00621_unified_prepared.obj,0.534938,0.001305,795.199398,0.261462,1.006467,0.021171,149.708661
Bicycle\D00708_unified_prepared.obj,0.754312,0.003002,421.147422,0.293492,1.020390,0.048565,63.408490
Bicycle\D00750_unified_prepared.obj,1.487158,0.005482,967.790358,0.540202,1.013249,0.064835,36.149445
Bicycle\D00838_unified_prepared.obj,0.817366,0.003006,534.212861,0.315491,1.022334,0.048356,60.451768
Bicycle\D00847_unified_prepared.obj,0.830517,0.003142,512.995005,0.288432,1.054118,0.033685,26.619154
Bicycle\D00904_unified_prepared.obj,0.522139,0.002090,288.063128,0.239541,1.051086,0.045968,127.502125
Bicycle\D00930_unified_prepared.obj,1.062911,0.004460,533.879365,0.358733,1.045050,0.037821,29.085163
Bicycle\D00931_unified_prepared.obj,0.773368,0.002335,749.917992,0.353294,1.028005,0.033737,53.664235
Bicycle\D00974_unified_prepared.obj,0.886024,0.004762,271.229626,0.390044,1.062015,0.096509,50.288178
Bicycle\m1472_unified_prepared.obj,0.503647,0.002061,265.883126,0.185242,1.013766,0.026221,31.270239
Bicycle\m1473_unified_prepared.obj,0.615366,0.002018,505.877497,0.288332,1.000887,0.035905,131.959933
Bicycle\m1475_unified_prepared.obj,0.861908,0.004528,276.164252,0.397186,1.047585,0.095610,54.379611
Bicycle\m1476_unified_prepared.obj,0.502940,0.002018,276.172076,0.226197,1.004327,0.032047,73.830378
Bicycle\m1477_unified_prepared.obj,0.830251,0.003143,512.407039,0.288330,1.054139,0.033684,26.427711
Bicycle\m1478_unified_prepared.obj,0.536016,0.001309,795.255933,0.260567,1.007482,0.021170,166.294358
Biplane\D00069_unified_prepared.obj,1.405943,0.003097,2561.916963,0.841484,1.013863,0.056094,7.333506
Biplane\D00132_unified_prepared.obj,1.104674,0.007252,226.662102,0.451368,1.028813,0.124335,39.970799
Biplane\D00178_unified_prepared.obj,0.937258,0.000385,49002.071737,0.421802,1.003198,0.006835,18.781916
Biplane\D00199_unified_prepared.obj,1.405704,0.004778,1075.602958,0.543128,1.027900,0.046310,4.931832
Biplane\D00246_unified_prepared.obj,0.620797,0.001079,1818.064274,0.400503,1.000008,0.031721,15.495448
Biplane\D00276_unified_prepared.obj,1.603393,0.021868,76.219056,0.487941,1.019461,0.129261,3.405018
Biplane\D00277_unified_prepared.obj,0.785155,0.003346,382.188519,0.333728,1.000605,0.056033,5.526105
Biplane\D00320_unified_prepared.obj,0.783673,0.003975,269.388400,0.409373,1.000007,0.087412,8.719825
Biplane\D00373_unified_prepared.obj,1.279295,0.007555,324.293763,0.461326,1.000282,0.076627,14.389479
Biplane\D00410_unified_prepared.obj,0.947579,0.007826,122.823051,0.569492,1.002869,0.179403,10.288509
Biplane\D00490_unified_prepared.obj,0.948514,0.003327,681.552458,0.435148,1.008093,0.050010,10.319390
Biplane\D00515_unified_prepared.obj,1.294163,0.012928,114.667008,0.452656,1.000001,0.128107,8.340321
Biplane\D00601_unified_prepared.obj,1.872624,0.024100,99.965262,0.590011,1.077722,0.145728,3.412514
Biplane\D00616_unified_prepared.obj,0.825016,0.002362,890.199900,0.511448,1.005836,0.057196,18.058574
Biplane\D00632_unified_prepared.obj,0.970012,0.009972,81.147200,0.370361,1.010672,0.104790,16.345858
Biplane\D00634_unified_prepared.obj,1.286219,0.007489,335.448457,0.483794,1.015444,0.073047,8.373345
Biplane\D00666_unified_prepared.obj,1.178619,0.013837,75.610516,0.411244,1.029896,0.138158,34.847284
Biplane\D00854_unified_prepared.obj,0.958487,0.002695,1071.720381,0.407868,1.000053,0.033105,7.435992
Biplane\D00890_unified_prepared.obj,1.768968,0.003329,4416.025025,0.581313,1.015426,0.026059,12.086462
Biplane\D00900_unified_prepared.obj,0.856198,0.004125,326.202965,0.403600,1.001759,0.073306,9.452250
Biplane\m1118_unified_prepared.obj,0.908572,0.001790,2069.811701,0.488723,1.016639,0.028229,13.091031
Biplane\m1119_unified_prepared.obj,1.309053,0.011626,146.732500,0.444960,1.020210,0.089271,5.299264
Biplane\m1120_unified_prepared.obj,2.053215,0.004954,3118.658006,0.677049,1.016916,0.038310,15.909775
Biplane\m1121_unified_prepared.obj,0.952340,0.008466,106.557705,0.334306,1.002581,0.085360,3.285343
Biplane\m1122_unified_prepared.obj,1.431018,0.010676,227.318677,0.440626,1.009251,0.086306,8.696672
Biplane\m1123_unified_prepared.obj,1.229490,0.013750,86.917749,0.415084,1.017126,0.150674,2.521185
Biplane\m1124_unified_prepared.obj,0.858719,0.006125,149.249583,0.424104,1.014390,0.096874,78.660133
Biplane\m1125_unified_prepared.obj,1.322860,0.013215,117.205925,0.511374,1.028150,0.102952,9.718666
Biplane\m1126_unified_prepared.obj,1.114719,0.010557,109.895351,0.449718,1.035460,0.105783,23.115957
Biplane\m1127_unified_prepared.obj,0.979552,0.010748,71.938718,0.402741,1.022141,0.133513,33.122366
Biplane\m1128_unified_prepared.obj,1.174364,0.013752,75.727155,0.401882,1.027707,0.138185,22.297409
Biplane\m1129_unified_prepared.obj,1.025829,0.007677,161.960685,0.424996,1.002510,0.096637,7.602415
Biplane\m1131_unified_prepared.obj,0.945178,0.009295,86.418499,0.429087,1.016648,0.114753,9.066885
Biplane\m1132_unified_prepared.obj,0.897595,0.006363,157.913614,0.414314,1.014928,0.102545,46.982894
Biplane\m1133_unified_prepared.obj,0.970013,0.009972,81.148184,0.370361,1.010672,0.104789,16.345840
Biplane\m1134_unified_prepared.obj,0.589145,0.003073,191.439794,0.375111,1.005247,0.083207,40.198017
Biplane\m1135_unified_prepared.obj,0.881947,0.006162,159.723526,0.537180,1.011348,0.129184,25.009092
Biplane\m1136_unified_prepared.obj,0.425989,0.002388,119.852083,0.235513,1.000035,0.055004,12.199425
Biplane\m1137_unified_prepared.obj,0.711988,0.004319,171.080051,0.492486,1.003329,0.123369,38.557379
Biplane\m1138_unified_prepared.obj,1.779818,0.015222,215.132921,0.506762,1.029804,0.086930,3.192029
Biplane\m1139_unified_prepared.obj,1.075067,0.004276,600.835610,0.484614,1.014946,0.049472,5.923196
Biplane\m1141_unified_prepared.obj,1.037819,0.006162,260.291786,0.462137,1.000000,0.074957,6.086714
Biplane\m1143_unified_prepared.obj,1.415160,0.003083,2636.610179,0.863600,1.011270,0.056269,8.026252
Biplane\m1144_unified_prepared.obj,1.170720,0.005573,456.783661,0.491252,1.000739,0.069540,3.452216
Biplane\m1146_unified_prepared.obj,0.721496,0.011140,26.759304,0.248181,1.020656,0.169561,47.175639
Bird\D00089_unified_prepared.obj,0.422559,0.003497,54.545346,0.220768,1.000485,0.103675,18.647086
Bird\D00113_unified_prepared.obj,2.386774,0.050591,46.971956,0.605438,1.017975,0.297735,3.171632
Bird\D00164_unified_prepared.obj,1.044115,0.004429,513.074810,0.561669,1.000003,0.106750,5.852096
Bird\D00234_unified_prepared.obj,0.524105,0.008718,16.749537,0.185447,1.000813,0.167276,2.460845
Bird\D00271_unified_prepared.obj,0.978619,0.003844,560.937180,0.369070,1.241515,0.043579,11.652363
Bird\D00284_unified_prepared.obj,0.447372,0.003276,73.769174,0.275722,1.000088,0.083936,4.835701
Bird\D00323_unified_prepared.obj,0.173386,0.000529,164.525583,0.268168,1.000009,0.150515,407.091565
Bird\D00386_unified_prepared.obj,0.360842,0.003188,40.883440,0.395120,1.001665,0.219127,134.221856
Bird\D00438_unified_prepared.obj,0.366302,0.001861,125.490859,0.279195,1.000000,0.125291,47.808176
Bird\D00442_unified_prepared.obj,1.201869,0.008126,232.491775,0.410203,1.001278,0.095677,2.974948
Bird\D00546_unified_prepared.obj,0.536251,0.002752,179.991542,0.448779,1.001726,0.136214,12.481590
Bird\D00599_unified_prepared.obj,0.277485,0.000990,192.647662,0.266452,1.000001,0.091785,59.473100
Bird\D00625_unified_prepared.obj,0.657679,0.003351,224.031629,0.181042,1.036374,0.037747,2.291069
Bird\D00689_unified_prepared.obj,0.346537,0.001503,162.909193,0.248732,1.004029,0.062360,6.637710
Bird\D00736_unified_prepared.obj,0.380467,0.002459,80.513145,0.271122,1.000290,0.135444,27.386338
Bird\D00762_unified_prepared.obj,0.608103,0.011855,14.147370,0.163883,1.028279,0.163758,4.938643
Bird\D00862_unified_prepared.obj,0.548436,0.004323,78.031220,0.309582,1.000127,0.127614,10.526808
Bird\D00922_unified_prepared.obj,1.464094,0.023427,50.560265,0.264653,1.336732,0.111871,2.383752
Bird\D00961_unified_prepared.obj,0.363675,0.002251,83.918292,0.229534,1.001183,0.123150,51.859468
Bird\D00999_unified_prepared.obj,0.294319,0.002058,53.200140,0.276011,1.000000,0.164235,24.105785
Bird\m28_unified_prepared.obj,1.210648,0.012439,101.404335,0.519432,1.013889,0.158632,7.219946
Bird\m29_unified_prepared.obj,0.587691,0.017064,6.163384,0.292712,1.093303,0.414512,8.862522
Bird\m30_unified_prepared.obj,0.737498,0.014541,16.775232,0.369403,1.062400,0.295309,11.763156
Bird\m31_unified_prepared.obj,1.229951,0.070839,3.278454,0.530268,1.059222,0.605776,14.016460
Bird\m32_unified_prepared.obj,0.665767,0.025395,4.045971,0.318951,1.026863,0.379727,11.723720
Bird\m33_unified_prepared.obj,2.119577,0.072462,16.035269,0.500866,1.211802,0.368789,4.198059
Bird\m34_unified_prepared.obj,0.423935,0.003528,54.133539,0.222989,1.001483,0.103938,8.216825
Bird\m35_unified_prepared.obj,1.951015,0.097036,6.973706,0.435733,1.086529,0.383963,2.118368
Bird\m36_unified_prepared.obj,1.730535,0.045282,22.348050,0.367488,1.072100,0.213946,35.409532
Bird\m37_unified_prepared.obj,0.806729,0.009794,48.397646,0.267468,1.000959,0.126571,4.124020
Bird\m38_unified_prepared.obj,0.294353,0.002059,53.200811,0.276529,1.000000,0.164852,19.152794
Bird\m39_unified_prepared.obj,0.737172,0.011009,29.226443,0.277522,1.000518,0.229103,26.713291
Bird\m40_unified_prepared.obj,0.343997,0.001467,167.189919,0.265449,1.000440,0.061539,6.209592
Bird\m41_unified_prepared.obj,0.366300,0.001869,124.380351,0.279193,1.000000,0.125848,47.802669
Bird\m42_unified_prepared.obj,0.291310,0.002496,35.081811,0.156226,1.010125,0.093095,5.409313
Bird\m43_unified_prepared.obj,0.310599,0.001312,153.986666,0.104223,1.000780,0.024197,11.117366
Bird\m44_unified_prepared.obj,0.478468,0.003141,98.196070,0.288217,1.008276,0.090178,15.746220
Bird\m45_unified_prepared.obj,0.447070,0.003292,72.914101,0.276148,1.000112,0.084298,4.465129
Bird\m47_unified_prepared.obj,0.302310,0.002910,28.843813,0.157857,1.002198,0.147545,111.943449
Bird\m48_unified_prepared.obj,1.010684,0.061735,2.395171,0.458442,1.026637,0.800668,25.369373
Bird\m49_unified_prepared.obj,2.515797,0.182355,4.233869,0.600156,1.006905,0.775062,5.788690
Bird\m50_unified_prepared.obj,0.933282,0.054458,2.423577,0.412650,1.038663,0.676638,29.189068
Bird\m51_unified_prepared.obj,1.085369,0.073698,2.081465,0.437910,1.029605,0.829081,5.814182
Bird\m52_unified_prepared.obj,2.179281,0.103122,8.605656,0.498518,1.071251,0.562568,4.522052
Bookset\D01009_unified_prepared.obj,12.159339,0.192540,428.781642,3.271980,1.273889,0.551771,2.730779
Bookset\D01013_unified_prepared.obj,21.303876,0.194159,2267.825669,6.536832,1.178547,0.836016,1.900968
Bookset\D01030_unified_prepared.obj,5.247897,0.172824,42.785309,1.210822,1.058552,0.829962,1.712891
Bookset\D01038_unified_prepared.obj,2.641429,0.043679,85.410465,1.794330,1.067410,0.614419,10.146745
Bookset\D01042_unified_prepared.obj,4.795511,0.026982,1339.339141,1.065708,1.008272,0.151330,5.058277
Bookset\D01050_unified_prepared.obj,4.570847,0.195478,22.097504,1.032579,1.089322,0.855700,2.736683
Bookset\D01065_unified_prepared.obj,21.354820,0.186327,2480.173479,6.790440,1.159182,0.858399,2.208806
Bookset\D01078_unified_prepared.obj,5.002441,0.015664,4511.065004,1.709914,1.114867,0.087184,14.422145
Bookset\D01096_unified_prepared.obj,13.732935,0.077981,3765.779516,4.267908,1.218482,0.293999,1.734273
Bookset\D01108_unified_prepared.obj,13.985346,0.290112,287.365341,5.022391,1.235099,1.180400,3.321394
Bookset\D01109_unified_prepared.obj,11.225028,0.023851,21983.698372,1.902978,1.318146,0.052164,3.311251
Bookset\D01110_unified_prepared.obj,7.998434,0.281126,57.248135,1.818705,1.281655,0.876825,2.561803
Bookset\D01122_unified_prepared.obj,3.852381,0.154946,21.055815,0.874100,1.039507,0.773334,2.396565
Bookset\D01135_unified_prepared.obj,13.499808,0.053087,7718.859876,6.797116,1.124914,0.389216,5.867119
Bookset\D01146_unified_prepared.obj,5.697498,0.256879,24.782383,1.207190,1.193158,0.855183,4.331130
Bookset\D01182_unified_prepared.obj,7.924227,0.141318,220.305143,1.684230,1.123159,0.627954,5.406656
Bookset\D01183_unified_prepared.obj,6.659434,0.282686,32.677584,1.593701,1.321481,0.757793,4.728699
Bookset\D01184_unified_prepared.obj,9.970787,0.206133,206.272452,2.827635,1.250889,0.626602,28.133310
Bookset\D01190_unified_prepared.obj,6.550262,0.067767,541.118030,4.729154,1.062221,0.935141,7.558772
Bookset\D01199_unified_prepared.obj,5.803262,0.111489,139.028099,1.903716,1.122175,0.554766,2.736515
Bottle\D00020_unified_prepared.obj,0.680359,0.034558,2.331641,0.578891,1.002447,0.900020,23.773425
Bottle\D00123_unified_prepared.obj,0.717509,0.025779,4.914818,0.684504,1.011316,0.807971,49.775439
Bottle\D00139_unified_prepared.obj,1.413649,0.013654,133.979301,1.297336,1.006900,0.401558,60.604151
Bottle\D00166_unified_prepared.obj,2.785472,0.151156,8.363594,1.490051,1.034572,1.490875,14.331730
Bottle\D00176_unified_prepared.obj,1.676138,0.000779,68646.550876,1.161639,1.013738,0.013455,18.506331
Bottle\D00208_unified_prepared.obj,1.489447,0.015297,124.861280,1.129709,1.018935,0.293205,28.945682
Bottle\D00281_unified_prepared.obj,1.916115,0.075044,11.045269,1.334646,1.010762,1.379127,17.455218
Bottle\D00311_unified_prepared.obj,1.191982,0.090563,1.825794,0.620872,1.018532,0.976480,12.897855
Bottle\D00347_unified_prepared.obj,1.263833,0.060760,4.834828,1.016824,1.009509,1.436927,22.606513
Bottle\D00350_unified_prepared.obj,0.774696,0.033626,3.635655,0.650218,1.015002,0.896806,24.747980
Bottle\D00390_unified_prepared.obj,2.578864,0.046199,71.051860,0.992223,1.022081,0.311101,8.843703
Bottle\D00451_unified_prepared.obj,2.146998,0.141742,4.355546,1.269410,1.029307,1.580447,11.455879
Bottle\D00679_unified_prepared.obj,1.802615,0.014069,261.649473,1.264994,1.005991,0.265136,39.601276
Bottle\D00696_unified_prepared.obj,1.353886,0.060501,5.994769,1.241946,1.009946,1.762633,15.847983
Bottle\D00711_unified_prepared.obj,1.362808,0.116640,1.644960,0.634003,1.020790,0.911303,9.324154
Bottle\D00716_unified_prepared.obj,1.920133,0.058665,18.187908,1.271120,1.035210,0.925618,42.486074
Bottle\D00726_unified_prepared.obj,1.051740,0.059756,2.880729,0.727947,1.005785,0.977695,5.865369
Bottle\D00892_unified_prepared.obj,1.225584,0.057703,4.888523,1.072465,1.002886,1.620233,30.087234
Bottle\D00940_unified_prepared.obj,1.443815,0.120230,1.841020,0.700126,1.032513,0.987246,12.889806
Bottle\D00959_unified_prepared.obj,0.684681,0.022362,5.675312,0.590991,1.016558,0.743832,55.658388
Bottle\m482_unified_prepared.obj,1.183472,0.015492,61.066025,0.881555,1.015651,0.307815,21.896682
Bottle\m483_unified_prepared.obj,0.983031,0.033878,7.318529,0.880314,1.012192,0.914997,37.548020
Bottle\m484_unified_prepared.obj,0.783364,0.042777,2.322826,0.618574,1.012499,0.915859,28.196870
Bottle\m485_unified_prepared.obj,0.977945,0.014186,41.093310,0.714903,1.017901,0.282698,21.462174
Bottle\m486_unified_prepared.obj,1.470284,0.060001,7.806021,1.090412,1.011259,1.129057,37.058617
