mesh_index,bary_before_translation,bary_after_translation,bbox_before_scaling,bbox_after_scaling
44,0.5885386823993161,7.079275770205691e-15,0.9499167900578704,1.0
45,0.6074504918825762,3.0594220850341186e-15,0.9548078363145567,1.0
46,0.5739026403485914,4.107671286521745e-15,0.9523928095131478,1.0
47,0.07947640163264855,2.063788225407635e-15,1.6251327280595167,1.0
48,0.1965920259557097,3.451817085596373e-16,1.729715071476159,1.0
49,0.5992758076711974,1.0828814774642615e-15,0.9589556189485962,1.0
50,0.528460559800046,2.1994317353355048e-14,0.9580725672623022,0.9999999999999999
51,0.5199533034132977,3.3409884400892034e-15,0.9522926699552247,1.0
52,0.6413935617104484,1.7576362183613736e-15,0.9559285857276079,1.0
53,0.7812085781561873,1.7048589948752989e-15,0.9634451176576547,1.0
54,0.6630587843160901,1.3903860253651484e-15,1.2019737799883403,1.0
55,0.7820934162773284,3.8248866032041695e-15,1.0662094204939607,0.9999999999999998
56,0.6890465465928015,7.17292929653999e-16,0.9696357264120212,1.0
57,7.312281297460054,1.5693017068235365e-13,3.5811531723473227,1.0000000000000002
58,0.7637828255526221,2.5822695405542393e-14,2.1160595948895797,1.0
59,0.8801259251815835,2.8642143588025114e-14,1.3028927114822815,1.0
60,0.6822275395797821,4.360342482693224e-15,1.1003787702247843,1.0
61,0.6633417767437125,4.943175569736674e-14,1.0575659498117744,0.9999999999999999
62,149.68301419450975,9.237457286806695e-13,33.91649619416134,1.0
63,4.98406690112342,4.939926645189764e-14,4.688390784727377,1.0
64,1.5879965719141647,8.759328622466983e-14,0.3700598349736421,1.0
65,0.1387284927006357,3.6348933227010383e-16,1.4123715857687693,1.0
66,0.07432929454478235,4.930483352828682e-16,1.6252715386920742,1.0
67,0.7983566659626412,2.1206994293199145e-14,0.9511300800139746,1.0000000000000002
68,0.07556328550767155,2.6408327239898193e-15,1.522587708455402,1.0
69,0.42318567290409526,2.3096482777772454e-15,1.8782236714462583,1.0
70,0.36383772907118944,2.5255801424302413e-15,1.8147098571157962,1.0
71,0.8035988701540532,2.107318029696482e-14,0.8869495346610825,1.0
72,0.10333188804283686,1.8013888520690363e-15,1.5680572636311627,1.0
73,0.05044921951936213,1.3667268360928339e-15,1.5317624768522378,1.0
74,0.5963773661143096,2.0109611120109244e-15,0.9520789192475261,1.0
75,0.7059245426722718,3.5361975399392727e-14,0.9731864865080189,1.0
76,0.627591217515844,1.6422982814103833e-14,0.9693563458201861,1.0
77,0.6511687793578067,4.5624013075388744e-14,0.9701285008363623,1.0000000000000002
78,0.7183928907406798,4.896877596107864e-15,1.0755821592106471,1.0
79,1.1554409801546035,1.3097072021660103e-13,1.0000010523329461,1.0
80,1.0503859911223836,3.894704801977643e-15,1.1069262569853109,1.0
81,0.154664067992727,1.9893893497428159e-16,1.783117958461537,1.0
82,0.17872926501491776,9.493190545083e-16,1.8319664837364011,1.0
83,0.01793222648048155,3.460471914971203e-16,1.464442650684425,1.0000000000000002
84,0.1537173134216561,9.899862265774374e-17,1.567467864019672,1.0
85,0.05437535331650349,4.0538206991744503e-16,1.674872098301301,1.0
86,0.14252768932653972,4.0585320856709564e-16,1.0645154701134392,1.0
87,0.21333184020089224,5.951381007180639e-16,1.1307604532751068,1.0
88,0.25434400495700593,4.7976570034700545e-15,1.5176355449106558,1.0
89,0.15607205818524877,1.4724428523119255e-16,1.460064356247491,1.0
90,0.20054278937365919,1.3479572918669276e-14,1.7846947898009047,1.0
91,0.08425324985514673,2.3303938005017393e-15,1.8681409634358794,0.9999999999999999
92,0.5717037215093193,3.3463085794848364e-15,0.9583185230282936,1.0
93,0.656076341123857,5.965497590892221e-15,0.9555138824981693,1.0
94,0.48242514836438155,6.730366119008802e-15,0.9510688715631316,1.0
95,0.6314526505461218,3.224055847467615e-14,0.9569992918230833,1.0
96,0.786801102702958,1.116960554901564e-14,0.9817160998931014,1.0
97,0.010501580194647224,5.30261913199003e-16,1.586359174155898,0.9999999999999999
98,0.5213418952499005,4.7429517992575675e-15,0.9561654233418233,1.0
99,0.6725890911307276,2.615851434044138e-15,0.9115822035825671,0.9999999999999999
100,0.6600791248580248,1.0808532728022868e-14,0.9470724701405614,1.0
101,0.7168458382867261,6.209580370154343e-15,0.9496537984136131,0.9999999999999998
102,0.04513788021545336,1.5350692902909195e-16,1.7613663509923492,1.0
103,0.5672703776137462,7.082200245169046e-15,0.9413682368644938,1.0
104,0.5629537038089286,8.560180188216928e-15,0.9461940066756636,1.0
105,0.5830066944351304,5.713606220787854e-15,0.9500606662611034,1.0
106,0.7142648118932714,1.580117441381403e-14,0.928596700945034,1.0
107,0.7004838420239883,5.190233402263011e-15,0.9069394746991646,0.9999999999999999
108,0.363178564584496,5.335411215617846e-16,1.7845091741990524,0.9999999999999999
109,0.19309816367595695,6.686318914840795e-16,1.5880075184464673,1.0
110,0.6913113364282284,5.319808401939773e-15,1.1930736003620512,1.0
111,0.5945164949255292,2.372821926072654e-15,1.0565888304261195,1.0
112,0.7363988460132967,2.619918585550921e-14,1.0834187474049313,1.0
113,1.1268720291705763,5.0204971846704975e-15,0.991392067610038,1.0
114,4.92450779670636,3.285561375021849e-15,2.4894108452136425,1.0
115,15.209265238891508,1.0224864721430699e-13,4.114480021743673,1.0
116,0.7629855285298859,9.448353380707122e-15,0.9525075013244323,1.0
117,0.6543184057446056,2.49029153803189e-15,0.9749498181372438,1.0
118,0.7259500284661091,1.6391414277223389e-15,0.947570772580017,1.0
119,0.49991967657924413,3.5593243254664444e-15,0.953606394920067,1.0
120,0.597596057937686,9.150426610543561e-15,0.9506841128899134,1.0
121,0.6394787182756451,2.3311983529326614e-15,0.9509029843224387,0.9999999999999999
122,0.6432554884703919,1.4075513307856253e-15,0.9456815717067801,1.0
123,0.6467183018729428,2.845138040588435e-14,0.9617721702123664,1.0
124,0.6187235803080583,5.261700560679182e-15,0.9552728172873386,1.0
125,0.6164395392409604,4.200275394762197e-15,0.9492618047805618,1.0
126,0.5858352609040915,7.0157943099077865e-15,0.9517588487633772,1.0
127,0.490542706968588,1.131276044437349e-14,0.9504788510413866,0.9999999999999999
128,0.8032642075107825,8.611560415890535e-16,0.9508681986578947,1.0
129,0.7042314900252143,3.200940604598745e-15,0.9508965411842728,1.0
130,0.7009238583398696,7.200692242859116e-15,0.9507715937157598,1.0
131,0.7976133257168326,1.6074683424909803e-15,0.9554837092617703,1.0000000000000002
132,0.6663844601848018,4.38799458086908e-15,0.9496889322935174,1.0
133,0.7446265896829896,1.833719189321071e-15,0.9500753406181943,1.0
134,0.08186247368107638,1.5854052955604152e-15,1.730892869802441,1.0
135,0.20502633295699269,7.960206931071682e-16,1.5808485758929516,1.0
136,0.08000839149435242,4.7657506085959835e-15,1.7881148054078113,1.0
137,0.5763990454038759,1.5524389250848898e-15,0.9984365085325225,1.0
138,0.6181947622574561,8.61874682321285e-15,0.9499995013172674,1.0
139,0.7220965012276561,3.805515948769387e-15,0.9931538631540441,0.9999999999999998
140,0.7590055037304763,3.016861721666975e-15,0.9488595156649526,1.0
141,0.7245061967842024,6.3484303494868756e-15,0.9526682132095159,1.0
142,0.6587052121458559,5.000061902318718e-14,0.9538278145396306,1.0
143,0.6118871893232225,3.696738069997175e-14,0.9541849714562401,1.0
144,0.5744768407576161,3.021249740124078e-15,0.9496588735050306,0.9999999999999998
145,0.523856733322506,3.3003253663906424e-15,0.950174672981741,1.0
146,0.595396806165293,2.4227530528153633e-15,0.9500003035263952,1.0
147,0.6292754281391534,4.111140898552746e-15,0.9499734686240455,0.9999999999999998
148,0.5760370555007879,5.626071716553141e-15,0.950015396214103,1.0
149,0.6051950576746804,6.2715438127461e-15,0.9502117784259841,1.0
150,0.518467663597023,2.1962975065685705e-14,0.9603360600726302,1.0
151,0.6488517558333387,1.1024189614559158e-14,0.9540630572723571,1.0
152,0.5680254425700745,2.7774001577831418e-14,0.9500332391160261,1.0
153,0.5869075158332592,2.7793466753316037e-14,0.9505993822439578,1.0
154,0.5503906954900681,1.9608010882606746e-14,0.9500656643409209,1.0
155,0.6058623086634389,5.034142791824195e-15,0.9493574912107668,1.0
156,0.8823022335256397,2.351425435463825e-14,0.9500707846264249,1.0
157,0.8315293516886764,1.419908526643925e-14,0.21676254715580906,0.9999999999999999
158,0.5722501729670828,2.2250215409498285e-15,0.9500146641526613,1.0
159,0.40649315281431975,5.321666402314657e-15,0.980332606994532,1.0
160,0.2033337410322074,2.391743240467081e-16,1.7779120838144853,1.0
161,0.05521906211476832,2.3505259012104915e-16,1.6566431372109465,1.0
162,0.09305396986644753,2.5443705211220105e-15,1.4488074359185528,0.9999999999999999
163,0.3647266401763109,2.482965352644042e-15,1.697290790663483,1.0
164,0.3156109513376361,2.844179429972122e-16,1.888429102471778,1.0
165,0.06276428092435984,6.222347049056238e-16,1.9501627532373917,1.0
166,0.05289326378178387,1.3940670828343673e-16,1.7338469277639963,0.9999999999999999
167,0.14736985648580117,1.855067914035177e-16,1.8389019338479473,1.0
168,0.5912272714652195,1.0653546608138246e-15,0.941903711695623,1.0
169,0.1412537985247115,4.791094325736771e-16,1.9238254143609659,1.0
170,0.259880515574874,4.524279817742878e-16,1.8017252521732687,1.0
171,0.17995765308646028,2.791023638090652e-15,1.443106878446884,1.0
172,0.12601701871277057,2.2419639722076114e-15,1.3773607731741149,1.0
173,0.40671302121623115,7.244177602321364e-16,1.6510385865025914,1.0
174,0.19731911384415243,1.4665548808176183e-15,1.7823909024812554,1.0
175,0.25201261030055855,9.669480832519832e-16,1.5738247630419329,1.0
176,0.5622041688401485,6.106991862503013e-15,0.9507310144974612,1.0
177,0.5883443620658658,7.419315961409799e-15,1.04127077716808,1.0
178,0.45635881563499686,3.9985411399605e-15,0.9474350462994824,0.9999999999999999
179,0.7832152727979824,5.5851608568018485e-14,1.0309305397937034,0.9999999999999999
180,0.16498913048144598,1.2033223824934581e-15,1.7550439892575702,1.0
181,0.10953994291731166,3.7181169068813176e-16,1.5620051714625025,1.0
182,0.5604534631261878,4.0832865757301254e-15,1.0595841681046203,1.0
183,0.6307710101043218,1.5646295113207913e-14,1.1405301608308869,1.0
184,0.5949746252199373,4.9820505918212536e-14,1.151055012073257,1.0
185,0.5932864831074279,5.70952588245681e-15,1.0041428704311384,1.0
186,5.477005785947379,1.681343881719815e-13,1.4861608792363665,1.0
187,2.1516568567287777,9.164720249516786e-15,1.5922385266985912,1.0
188,0.12890707036716442,9.29773475682915e-16,1.8988560692552976,1.0
189,0.12707410440786945,1.397172902476577e-16,1.5999796630956609,1.0
190,0.8393204810265351,2.768480540661598e-15,0.880224945721833,1.0
191,0.6906535365489722,2.9841396694253985e-15,0.9512013626065675,1.0
192,0.7130263571653535,1.330836407279081e-15,0.9381444604384499,1.0
193,0.51122880953618,2.397001303147463e-15,0.9600023065521119,1.0
194,0.6368254005096347,1.179079515423988e-14,0.9494539212953206,1.0
195,0.724107518568816,1.0744441168229623e-15,0.9792632053828434,1.0
196,0.75604753119588,5.67838937240404e-16,0.9499062267526347,1.0
197,0.7935498978600807,1.0003860293521072e-14,0.9716857094432366,1.0
198,0.13342335763686392,5.665239803459163e-16,1.9008719113095718,1.0
199,0.8621358781656608,5.896264750332325e-16,1.1924573702690648,1.0
200,0.7495777131380428,1.2167508435470495e-14,1.0850110843543335,1.0
201,0.7981029007011055,1.111277140960532e-14,0.8672616702575382,1.0
202,0.5367169975443126,4.365521090753017e-15,1.145779196634112,1.0
203,0.714962125863125,6.550817921970556e-15,1.056310701886361,1.0
204,0.6409608124058663,2.3199026702185173e-14,0.958640017099365,1.0
205,0.6093897974059816,9.292317688953453e-15,0.9524137479634041,1.0
206,0.556196218700263,5.552247505249233e-15,0.9508306690867454,1.0
207,0.8408742888514359,2.5106236162075606e-14,0.9504831543859777,0.9999999999999998
208,0.6095145471135385,1.3924104902349584e-14,0.9579393476386471,1.0
209,0.604742587343185,2.227740055851704e-15,0.9767432597035415,1.0
210,0.6249889485490928,2.1257789164126846e-13,0.9500000249091446,0.9999999999999999
211,0.08357753431484428,1.4020058167427157e-16,1.6119067668392866,1.0
212,0.1764520894356398,3.432050867486709e-16,1.541467211698087,1.0
213,0.15463352861621346,3.2647749796049443e-15,1.7144373944656226,0.9999999999999999
214,0.14227006548112034,6.221335809329972e-16,1.8951968529538246,1.0
215,0.28468739608761473,4.622572960704894e-16,1.4689850454185294,0.9999999999999999
216,0.3838696624695027,3.4575420218433895e-15,1.261402350712177,1.0
217,0.1837341537615538,2.579378526404123e-15,1.57761184638253,0.9999999999999999
218,0.35995795510757794,1.4162590977783173e-15,1.9521263119880554,1.0
219,0.6330346119650517,6.401521680686012e-14,1.1738958401747588,1.0
220,0.6675646084809497,3.490789385348874e-14,0.9532910347511918,1.0
221,0.807941393398223,1.9750894476915466e-14,0.9502594637210457,1.0
222,0.05656586902693376,9.321841615040122e-16,1.7349011558616203,1.0
223,0.27051161065413254,5.855619811780733e-16,1.5441340016671181,0.9999999999999999
224,0.05204786365708011,7.71393342838738e-16,1.9328190712640414,0.9999999999999999
225,0.09662938170590936,5.460723549379339e-16,1.8778622230763617,1.0
226,0.5303775172371864,2.3747259005430627e-15,0.9492652440304961,1.0
227,0.5794551642244371,9.797907317390577e-15,0.9138906598122547,1.0
228,0.6512766092953086,3.3031352247312395e-14,0.9398351300349028,1.0
229,0.7673873748376998,2.739808107028667e-15,0.9502968980502224,1.0
230,0.7644384247464712,1.676960703420126e-15,0.954104732141241,1.0
231,0.4394971500368516,8.757212711624008e-16,1.8210427610297166,1.0
232,0.13014433295914904,6.224398011195271e-16,1.8634606874444972,1.0
233,0.42836411320031165,1.7596037044525398e-14,0.31761300583793345,1.0
234,8.521969721947128,1.8123406715710013e-13,20.053621642760405,1.0
235,0.45897310529137725,7.172361034852992e-15,0.9418968596680097,0.9999999999999998
236,0.7131705497147748,9.130950218123812e-15,0.9590610786727991,1.0
237,0.6386584054830493,1.871423823957338e-14,0.9578347171392048,1.0
238,0.5333006024146121,1.1000804143246996e-14,0.9499928325324376,0.9999999999999999
239,0.08221742625882962,2.32704514627852e-15,1.9239245196845545,1.0
240,0.13635467841703003,2.0482119820137318e-15,1.865760117188304,1.0
241,0.04260901449588818,3.0962830991113314e-17,1.4558282890234078,1.0
242,0.33250567618789906,4.159441060580336e-15,1.6113094738428688,1.0
243,0.6724576162066537,1.5010314532140763e-14,0.9500022869463789,1.0
244,0.2675215152589756,1.1051540209939675e-14,0.9500020719316755,0.9999999999999998
245,0.8879357397810541,6.066197061010794e-16,0.9499692490461759,1.0
246,0.5211225725005987,5.851004049499465e-15,0.9499996615893012,1.0
247,0.0004590704717897977,1.4451951340648034e-15,1.9380350081281716,1.0
248,0.0003432810459050183,1.2662893123976475e-15,1.6183648755223512,1.0
249,0.5563060684662241,7.04543648039516e-15,0.9515165583194137,1.0
250,0.7075578186068958,4.57702986137932e-15,0.9871046795464178,1.0
251,0.5039356203460769,1.7548058862675042e-15,1.0057663689795646,0.9999999999999999
252,18.24209718073928,1.3971289841107732e-13,29.26410884084732,1.0
253,4.369035329508896,7.0324022467979245e-15,14.474270118105213,1.0
254,48.394616363298155,2.405534409125356e-13,573.526695264213,1.0
255,0.11817770680997426,4.3976189175818427e-16,1.7593762487461868,1.0
256,0.23250226834476068,2.2940852605713537e-16,1.7527931940684178,0.9999999999999999
257,0.9236200262559239,2.0888156596881406e-14,1.1109746233969728,1.0
258,0.9833730708397148,8.501492850952218e-15,0.9585785853496075,1.0
259,0.9321754905632157,9.493948088149043e-16,0.9279772926750717,1.0000000000000002
260,3.2436157004572004,3.6151600722673246e-14,7.288909652613221,0.9999999999999999
261,0.0699621450884299,1.4908500283084932e-15,0.4819286330437575,1.0
262,0.3133385461473209,3.1519583232148523e-15,0.946621171322787,1.0
263,113.71045573145415,9.207763927450715e-14,490.90914283861207,1.0
264,3.660209690258401,1.514802338593426e-14,14.079227192231379,0.9999999999999999
265,0.7279104946735973,3.898731933526944e-15,1.0255484655180065,1.0
266,0.761560766762765,6.226321051367461e-15,0.9602253181358242,1.0
267,0.6027211300181021,2.9777690234059575e-15,0.6097950550011857,1.0
268,65.52159064140619,4.0371253424030275e-13,74.57661403176164,1.0
269,0.755924613683482,1.0416567151997367e-14,0.948684370814294,1.0
270,0.7126807934936219,3.797841413742609e-14,0.9487128828861606,1.0
271,0.11985476471238997,1.1533129279341122e-15,1.821163792143234,0.9999999999999998
272,0.20497445473130366,1.0473451982525272e-15,1.8756060842879179,1.0
