class,shape_file,num_vertices,num_faces,face_types,bounding_box
Biplane,D00616.obj,5250,12230,triangle,"{""min"": [-1.03189, -0.594941, -0.191087], ""max"": [0.95107, 0.339843, 0.18449]}"
Biplane,D00632.obj,4972,9442,triangle,"{""min"": [-0.845186, -0.93675, -0.236713], ""max"": [0.628879, 0.935701, 0.317531]}"
Biplane,m1131.obj,5239,9840,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.705618, 0.975, 0.196732]}"
Bird,D00113.obj,4920,9800,triangle,"{""min"": [-0.98969, -0.565778, -0.55773], ""max"": [0.729676, 0.957181, 0.602622]}"
Bird,D00625.obj,3504,5592,triangle,"{""min"": [-0.757887, -0.803401, -0.705727], ""max"": [1.14986, 0.63741, 0.286246]}"
Bird,m43.obj,1812,3456,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.927106, 0.606166, 0.975]}"
Bird,m47.obj,5393,10560,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.695803, 0.148154, 0.975]}"
Bird,m50.obj,5826,11648,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.406048, 0.564283, 0.975]}"
Bookset,D01135.obj,6649,40740,triangle,"{""min"": [-0.321083, -0.215404, -0.009347], ""max"": [10.1815, 4.38127, 5.03626]}"
Bookset,D01184.obj,3982,24912,triangle,"{""min"": [0.0, -0.0, 0.0], ""max"": [0.191003, 0.230709, 0.326618]}"
Bottle,D00311.obj,4504,9000,triangle,"{""min"": [-0.831219, -0.338461, -0.336791], ""max"": [0.878387, 0.349036, 0.344165]}"
Bottle,D00347.obj,4314,8999,triangle,"{""min"": [-1.01519, -0.171, -0.213249], ""max"": [0.565986, 0.262845, 0.218416]}"
Bottle,D00711.obj,4565,9000,triangle,"{""min"": [-0.859195, -0.381496, -0.401455], ""max"": [1.04485, 0.461388, 0.427899]}"
Bottle,D00940.obj,4513,9000,triangle,"{""min"": [-1.07424, -0.303107, -0.398902], ""max"": [0.731591, 0.475795, 0.372505]}"
BuildingNonResidential,m382.obj,4986,9717,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.944817, 0.670641, 0.975]}"
BuildingNonResidential,m393.obj,4993,9385,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.635937, 0.847742]}"
BuildingNonResidential,m400.obj,5054,10020,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.778448, 0.788603, 0.975]}"
BuildingNonResidential,m405.obj,5028,9873,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.869668, 0.944047]}"
BuildingNonResidential,m412.obj,4997,8535,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.12811, 0.511585]}"
Bus,D00182.obj,13422,86394,triangle,"{""min"": [-5.6355, -6.26706, 0.039127], ""max"": [36.5496, 1.52923, 10.3619]}"
Bus,D00411.obj,4964,34821,triangle,"{""min"": [0.0256566, -0.632451, 0.0], ""max"": [16.9157, 5.09987, 4.43126]}"
Car,D00670.obj,3861,6755,triangle,"{""min"": [-0.988723, -0.435632, -0.303878], ""max"": [0.953373, 0.289791, 0.259793]}"
Car,D00671.obj,4976,9039,triangle,"{""min"": [-1.04708, -0.359212, -0.349342], ""max"": [0.84565, 0.348324, 0.283784]}"
Car,D00724.obj,5042,7637,triangle,"{""min"": [-1.03967, -0.549758, -0.440744], ""max"": [0.8151, 0.388726, 0.380966]}"
Car,m1502.obj,4970,7120,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.206406, 0.504835]}"
Car,m1512.obj,4832,8104,triangle,"{""min"": [0.025, 0.025, 0.086121], ""max"": [0.975, 0.37961, 0.308885]}"
Car,m1513.obj,4924,8230,triangle,"{""min"": [0.065542, 0.025, 0.025033], ""max"": [0.975, 0.420125, 0.288291]}"
Car,m1514.obj,5221,10014,triangle,"{""min"": [0.0251655, 0.0250455, 0.025293], ""max"": [0.457041, 0.260625, 0.974887]}"
Car,m1517.obj,3955,7448,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.438897, 0.324205, 0.975]}"
Car,m1551.obj,5263,9708,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.267007, 0.44911]}"
Cellphone,D00032.obj,5016,9924,triangle,"{""min"": [-0.617663, -0.443575, -0.106936], ""max"": [1.00284, 0.322637, 0.179809]}"
Cellphone,D00559.obj,5081,13162,triangle,"{""min"": [-0.913337, -0.244785, -0.222912], ""max"": [0.814794, 0.340604, 0.099092]}"
Chess,D01049.obj,5054,10098,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.414079, 0.975, 0.414079]}"
Chess,D01080.obj,3970,7936,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.449157, 0.975, 0.449157]}"
Chess,m1596.obj,4812,9170,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.559374, 0.150946, 0.975]}"
Chess,m1607.obj,4861,9718,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.518792, 0.975, 0.518792]}"
Chess,m1608.obj,3842,7680,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.825, 0.975, 0.825]}"
City,D01090.obj,5176,9318,triangle,"{""min"": [0.025, 0.0454207, 0.025], ""max"": [0.801993, 0.131825, 0.975]}"
City,m1652.obj,4776,7125,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.856228, 0.185283, 0.975]}"
City,m1664.obj,5757,19768,triangle,"{""min"": [0.034178, 0.025, 0.047031], ""max"": [0.685918, 0.336735, 0.975]}"
ClassicPiano,D00561.obj,6393,36660,triangle,"{""min"": [5.55731, 0.381786, 0.009661], ""max"": [8.15513, 4.20455, 2.25358]}"
ClassicPiano,D00983.obj,10522,61056,triangle,"{""min"": [-0.892376, -1.32447, 0.0], ""max"": [1.24516, 0.403054, 0.980643]}"
Computer,D01026.obj,6096,12160,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.698854, 0.950566]}"
Computer,D01033.obj,5206,10061,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.662817, 0.647886, 0.975]}"
Computer,D01085.obj,2440,4864,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.703571, 0.975, 0.74881]}"
Computer,D01100.obj,5207,10061,triangle,"{""min"": [-123.448, -118.893, 11.3206], ""max"": [-103.793, -89.6162, 30.5163]}"
ComputerKeyboard,D00197.obj,6384,38268,triangle,"{""min"": [1.37708, 2.18197, 1.00767], ""max"": [6.04708, 3.86471, 1.35582]}"
ComputerKeyboard,D00569.obj,5541,33216,triangle,"{""min"": [1.17126, -0.787848, 0.77699], ""max"": [1.31731, -0.419548, 0.801542]}"
Cup,D00206.obj,5220,10362,triangle,"{""min"": [-0.547141, -0.838416, -0.659151], ""max"": [0.914093, 0.568313, 0.741534]}"
Cup,D00355.obj,4915,9826,triangle,"{""min"": [-0.684795, -0.340553, -0.25451], ""max"": [0.954906, 0.200958, 0.25516]}"
Cup,m501.obj,4132,8000,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.677538, 0.975, 0.677538]}"
DeskLamp,D00455.obj,5218,10350,triangle,"{""min"": [-0.93453, -0.360858, -0.253472], ""max"": [0.666272, 0.263151, 0.24362]}"
DeskLamp,D00693.obj,5080,9974,triangle,"{""min"": [-1.07987, -0.23138, -0.309121], ""max"": [0.780756, 0.4341, 0.273299]}"
DeskLamp,D00715.obj,4958,9904,triangle,"{""min"": [-1.0124, -0.42488, -0.474136], ""max"": [0.780967, 0.587314, 0.464886]}"
DeskLamp,m603.obj,5175,10366,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.583322, 0.846549, 0.975]}"
DeskPhone,D00318.obj,4313,8494,triangle,"{""min"": [-0.714041, -0.660621, -0.5206], ""max"": [0.810842, 0.614137, 0.270839]}"
DeskPhone,D00680.obj,4771,9258,triangle,"{""min"": [-0.77804, -0.498658, -0.222143], ""max"": [0.777776, 0.848873, 0.191511]}"
Door,D01143.obj,2316,4608,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.555623, 0.975, 0.0776375]}"
Door,D01167.obj,5149,11016,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.61576, 0.975, 0.104125]}"
Door,m1710.obj,5011,9984,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.544423, 0.975, 0.119998]}"
Door,m1711.obj,4037,8448,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.32038, 0.975, 0.104125]}"
Door,m1731.obj,5073,10282,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.935516, 0.136363]}"
Drum,D00115.obj,2178,13056,triangle,"{""min"": [0.538248, -0.415186, -0.271338], ""max"": [1.75136, 0.685989, 0.427939]}"
Drum,D00193.obj,7480,46512,triangle,"{""min"": [0.251542, 0.272348, -0.017463], ""max"": [1.00722, 1.02803, 1.08903]}"
Fish,D00293.obj,4062,6838,triangle,"{""min"": [-1.10406, -0.484354, -0.325496], ""max"": [0.686576, 0.454548, 0.302995]}"
Fish,D00763.obj,4122,6824,triangle,"{""min"": [-0.667665, -0.438726, -0.410754], ""max"": [1.15983, 0.643516, 0.396006]}"
FloorLamp,D00388.obj,3767,7212,triangle,"{""min"": [-0.495216, -0.649654, -0.673652], ""max"": [0.979268, 0.664287, 0.640507]}"
FloorLamp,D00740.obj,4488,8960,triangle,"{""min"": [-0.762766, -0.524981, -0.518862], ""max"": [0.825336, 0.506107, 0.513242]}"
FloorLamp,D00875.obj,4778,9387,triangle,"{""min"": [-0.947539, -0.424065, -0.431676], ""max"": [0.729805, 0.433336, 0.425651]}"
Glasses,D00630.obj,4968,9835,triangle,"{""min"": [-0.66284, -0.782738, -0.245093], ""max"": [0.427605, 0.282376, 0.142124]}"
Glasses,D00883.obj,4977,9817,triangle,"{""min"": [-0.853373, -0.29359, -0.056078], ""max"": [0.503224, 1.06823, 0.153361]}"
Guitar,D00335.obj,5299,10309,triangle,"{""min"": [-0.742286, -0.285896, -0.062113], ""max"": [0.774732, 0.246724, 0.129623]}"
Guitar,D00416.obj,4694,9011,triangle,"{""min"": [-0.872283, -0.288835, -0.093521], ""max"": [0.587531, 0.2832, 0.055506]}"
Gun,D00153.obj,5644,11264,triangle,"{""min"": [-0.774471, -0.435366, -0.109726], ""max"": [0.976852, 0.412921, 0.103612]}"
Gun,D00606.obj,5029,10053,triangle,"{""min"": [-0.745833, -0.401651, -0.222344], ""max"": [1.13767, 0.703257, 0.121953]}"
Gun,m678.obj,4807,8864,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.066242, 0.212036, 0.975]}"
Gun,m681.obj,4776,9525,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.08651, 0.284788]}"
Gun,m682.obj,4878,9426,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.090654, 0.299704]}"
Gun,m685.obj,4336,8800,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.187948, 0.337259, 0.975]}"
Hand,D01022.obj,4985,11822,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.39912, 0.522038]}"
Hand,D01197.obj,4914,9824,triangle,"{""min"": [-0.527846, -0.584171, -0.265668], ""max"": [0.706539, 0.991672, 0.368778]}"
Hand,m323.obj,5301,10359,triangle,"{""min"": [0.0251135, 0.025, 0.025], ""max"": [0.351535, 0.975, 0.370451]}"
Hand,m328.obj,6038,12072,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.850934, 0.263156]}"
Hat,m1628.obj,5124,9217,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.790791, 0.555515, 0.975]}"
Hat,m1630.obj,5107,10210,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.892071, 0.447202, 0.975]}"
Helicopter,D00751.obj,4907,9424,triangle,"{""min"": [-0.96964, -0.744752, -0.202847], ""max"": [0.797196, 0.770175, 0.258086]}"
Helicopter,m1302.obj,3987,7528,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.211885, 0.289754, 0.975]}"
Helicopter,m1314.obj,5034,9613,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.767999, 0.391399]}"
Helicopter,m1319.obj,4877,9281,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.687735, 0.975, 0.178555]}"
Helicopter,m1325.obj,5469,9752,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.837723, 0.975, 0.299723]}"
Helicopter,m1329.obj,5113,10100,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.787129, 0.574544, 0.975]}"
House,D00454.obj,5500,10208,triangle,"{""min"": [-0.791773, -0.631246, -0.254815], ""max"": [1.06149, 0.480165, 0.497624]}"
House,D00903.obj,11528,23668,triangle,"{""min"": [-0.915009, -0.662812, -0.452424], ""max"": [0.573857, 0.475736, 0.389753]}"
House,m433.obj,5062,9722,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.224068, 0.888636]}"
House,m439.obj,4346,8512,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.588834, 0.191202, 0.975]}"
House,m456.obj,5014,8514,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.484462, 0.942795]}"
HumanHead,D00487.obj,12813,76368,triangle,"{""min"": [-0.383864, -1.35988, -0.007895], ""max"": [0.390676, -0.567343, 0.973781]}"
HumanHead,D00653.obj,11458,68232,triangle,"{""min"": [-3.14009, 3.6999, -1.58123], ""max"": [-1.51967, 5.59639, 1.43292]}"
HumanHead,D00690.obj,4769,28086,triangle,"{""min"": [8.09076, 9.93734, 0.614052], ""max"": [11.1371, 13.6901, 4.81093]}"
HumanHead,m354.obj,5135,10238,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.548439, 0.975, 0.705157]}"
HumanHead,m355.obj,4774,9544,triangle,"{""min"": [0.0255855, 0.025, 0.025117], ""max"": [0.583424, 0.974532, 0.783781]}"
HumanHead,m367.obj,3810,7408,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.603323, 0.975, 0.630986]}"
Humanoid,m131.obj,5096,8467,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.322927, 0.197527, 0.975]}"
Humanoid,m135.obj,5140,10126,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.296721, 0.975, 0.268929]}"
Humanoid,m143.obj,5647,10737,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.408698, 0.975, 0.189718]}"
Humanoid,m148.obj,3964,7707,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.537379, 0.975, 0.218602]}"
Humanoid,m155.obj,5154,10304,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.511014, 0.975, 0.201783]}"
Humanoid,m159.obj,5104,10075,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.317127, 0.975, 0.214102]}"
Humanoid,m160.obj,5096,9852,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.367933, 0.975, 0.409963]}"
Humanoid,m176.obj,4992,9856,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.432787, 0.975, 0.194575]}"
Humanoid,m215.obj,4758,9482,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.294287, 0.975, 0.187245]}"
Humanoid,m221.obj,4758,9476,triangle,"{""min"": [0.025209, 0.025, 0.025], ""max"": [0.926356, 0.974877, 0.211372]}"
Humanoid,m226.obj,5091,10158,triangle,"{""min"": [0.025033, 0.025, 0.025], ""max"": [0.854524, 0.975, 0.262796]}"
Humanoid,m232.obj,5089,10174,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.892351, 0.975, 0.292537]}"
Humanoid,m233.obj,5103,10142,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.967279, 0.975, 0.207388]}"
Humanoid,m251.obj,5089,10163,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.742238, 0.975, 0.190034]}"
Humanoid,m255.obj,5027,11730,triangle,"{""min"": [0.0250818, 0.0252046, 0.025], ""max"": [0.944827, 0.975, 0.180182]}"
Insect,D00081.obj,4648,9248,triangle,"{""min"": [-0.875191, -0.350645, -0.350236], ""max"": [0.869178, 1.0443, 0.225886]}"
Insect,D00788.obj,6170,9662,triangle,"{""min"": [-0.845478, -0.578823, -0.404241], ""max"": [0.733617, 0.667159, 0.467619]}"
Insect,D00855.obj,4454,8864,triangle,"{""min"": [-1.04037, -0.754949, -0.202695], ""max"": [0.758869, 0.651422, 0.334673]}"
Insect,m16.obj,4772,9304,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.270136, 0.718665]}"
Insect,m22.obj,4983,9920,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.42875, 0.684062]}"
Insect,m26.obj,5266,10274,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.845772, 0.424813, 0.975]}"
Insect,m6.obj,4843,9280,triangle,"{""min"": [0.027261, 0.025, 0.025], ""max"": [0.665886, 0.702228, 0.974036]}"
Jet,m1147.obj,4611,9280,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.33131, 0.884672]}"
Jet,m1178.obj,4074,9152,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.468333, 0.214472, 0.975]}"
Jet,m1179.obj,4370,7976,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.609267, 0.217744, 0.975]}"
Jet,m1180.obj,4847,9714,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.656849, 0.231708, 0.975]}"
Jet,m1194.obj,5223,9721,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.750378, 0.251583]}"
Jet,m1199.obj,5211,10338,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.221184, 0.557698]}"
Jet,m1223.obj,4462,8920,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.685618, 0.215578, 0.975]}"
Jet,m1224.obj,4995,9588,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.436667, 0.164967]}"
Jet,m1231.obj,4209,8320,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.635711, 0.194645, 0.975]}"
Jet,m1243.obj,4629,9536,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.67727, 0.24856, 0.975]}"
Jet,m1269.obj,4942,9022,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.528319, 0.975, 0.102679]}"
Jet,m1275.obj,4834,9022,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.55428, 0.975, 0.176995]}"
Jet,m1287.obj,5196,9722,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.468476, 0.975, 0.115832]}"
Jet,m1288.obj,5706,10696,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.690907, 0.975, 0.240696]}"
Jet,m1296.obj,5169,9878,triangle,"{""min"": [0.428995, 0.025, 0.025], ""max"": [0.937519, 0.975, 0.129821]}"
Knife,D01107.obj,3892,23292,triangle,"{""min"": [-0.237856, 0.089163, 0.789931], ""max"": [-0.02193, 0.101532, 0.831313]}"
Knife,m722.obj,4766,9317,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.093151, 0.174508, 0.975]}"
Knife,m728.obj,4762,9116,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.125536, 0.31855, 0.975]}"
MilitaryVehicle,D00458.obj,4853,8407,triangle,"{""min"": [-0.837222, -0.430807, -0.352818], ""max"": [0.95678, 0.463285, 0.318154]}"
MilitaryVehicle,D00932.obj,5176,7099,triangle,"{""min"": [-0.952341, -0.42808, -0.344615], ""max"": [0.768164, 0.594246, 0.622693]}"
Monitor,D00339.obj,5083,9500,triangle,"{""min"": [-0.530858, -0.635985, -0.114764], ""max"": [0.824603, 0.663914, 0.394038]}"
Monitor,D00548.obj,4888,9766,triangle,"{""min"": [-0.825768, -0.708906, -0.212115], ""max"": [1.10906, 0.94581, 0.286457]}"
Monoplane,D00169.obj,4858,9541,triangle,"{""min"": [-1.18663, -0.841492, -0.151996], ""max"": [0.722234, 0.826499, 0.197693]}"
Monoplane,D00925.obj,4884,9626,triangle,"{""min"": [-0.702113, -0.970438, -0.257026], ""max"": [0.936308, 0.981183, 0.116642]}"
Motorcycle,D00021.obj,5051,9384,triangle,"{""min"": [-0.782274, -0.599836, -0.439953], ""max"": [0.963843, 0.58957, 0.332422]}"
Motorcycle,D00858.obj,5061,9798,triangle,"{""min"": [-0.747815, -0.68451, -0.344547], ""max"": [1.04076, 0.681444, 0.385813]}"
Motorcycle,m1483.obj,5332,10759,triangle,"{""min"": [0.025, 0.02529, 0.025], ""max"": [0.347864, 0.546594, 0.975]}"
Mug,D00728.obj,4763,9504,triangle,"{""min"": [-0.718121, -0.816966, -0.56715], ""max"": [1.01572, 0.829965, 0.55927]}"
Mug,D00825.obj,3638,7200,triangle,"{""min"": [-0.962805, -0.728043, -0.680457], ""max"": [0.814625, 1.04458, 0.722059]}"
Mug,D00923.obj,11399,45286,triangle,"{""min"": [-1.13978, -0.772646, -0.633688], ""max"": [0.65226, 0.798371, 0.582995]}"
MultiSeat,D00046.obj,4724,9416,triangle,"{""min"": [-1.08795, -0.804888, -0.532844], ""max"": [0.665682, 0.702764, 0.648293]}"
MultiSeat,D00263.obj,5041,9788,triangle,"{""min"": [-0.841517, -0.651631, -0.697417], ""max"": [0.821593, 0.696689, 0.352663]}"
MultiSeat,D00637.obj,5076,10323,triangle,"{""min"": [-0.93918, -0.461008, -0.547833], ""max"": [0.866812, 0.706679, 0.446656]}"
MultiSeat,D00985.obj,4771,9510,triangle,"{""min"": [-0.749657, -0.853009, -0.495404], ""max"": [0.968555, 0.58532, 0.51721]}"
MultiSeat,m777.obj,3845,7440,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.395501, 0.19682]}"
Musical_Instrument,m626.obj,4500,8660,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.640331, 0.084578]}"
Musical_Instrument,m632.obj,3935,7728,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.36349, 0.975, 0.110594]}"
Musical_Instrument,m645.obj,5067,7945,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.635996, 0.724688, 0.975]}"
NonWheelChair,D00240.obj,5854,11680,triangle,"{""min"": [-1.09625, -0.347347, -0.460039], ""max"": [0.778712, 0.654129, 0.405362]}"
NonWheelChair,D00306.obj,4264,8440,triangle,"{""min"": [-0.688849, -0.611655, -0.778268], ""max"": [0.904394, 0.431826, 0.500124]}"
NonWheelChair,m797.obj,4877,10313,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.63591, 0.975, 0.610618]}"
NonWheelChair,m814.obj,4523,8736,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.538252, 0.975, 0.556733]}"
NonWheelChair,m820.obj,6348,13312,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.557, 0.975, 0.5665]}"
NonWheelChair,m828.obj,4939,9830,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.508981, 0.975, 0.470436]}"
PianoBoard,D00122.obj,7524,43908,triangle,"{""min"": [3.53764, 3.26059, 0.0], ""max"": [5.00764, 3.86259, 1.163]}"
PianoBoard,D00885.obj,6603,38235,triangle,"{""min"": [1.0599, 0.387144, 0.0], ""max"": [2.53309, 1.00309, 1.402]}"
PlantIndoors,D00466.obj,6049,8999,triangle,"{""min"": [-0.845851, -0.855631, -0.867733], ""max"": [0.999812, 0.729978, 0.91146]}"
PlantIndoors,D00657.obj,5671,7624,triangle,"{""min"": [-0.70605, -0.511665, -0.272853], ""max"": [0.889756, 0.434736, 0.233868]}"
PlantIndoors,m1013.obj,6365,7424,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.904141, 0.890785, 0.975]}"
PlantIndoors,m1015.obj,4736,8444,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.507051, 0.975, 0.546773]}"
PlantIndoors,m995.obj,7323,8448,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.868916, 0.932844, 0.975]}"
PlantIndoors,m998.obj,4140,7648,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.550817, 0.975, 0.506435]}"
PlantIndoors,m999.obj,3728,5108,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.805219, 0.975, 0.646627]}"
PlantWildNonTree,m966.obj,7920,5280,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.446096, 0.896805]}"
PlantWildNonTree,m975.obj,4516,9000,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.636954, 0.975, 0.199078]}"
PlantWildNonTree,m981.obj,3565,8800,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.422859, 0.975, 0.30968]}"
Quadruped,D00700.obj,4570,9000,triangle,"{""min"": [-1.09081, -0.513618, -0.230806], ""max"": [0.858057, 0.662599, 0.222797]}"
Quadruped,m274.obj,4803,9592,triangle,"{""min"": [0.025884, 0.0254472, 0.025064], ""max"": [0.975, 0.349695, 0.911949]}"
