class,shape_file,num_vertices,num_faces,face_types,bounding_box
BuildingNonResidential,m405.obj,21009,41835,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.869668, 0.944047]}"
BuildingNonResidential,m412.obj,1990,2820,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.12811, 0.511585]}"
Bus,D00182.obj,13436,86502,triangle,"{""min"": [-5.6355, -6.26706, 0.039127], ""max"": [36.5496, 1.52923, 10.3619]}"
Bus,D00411.obj,4964,34821,triangle,"{""min"": [0.0256566, -0.632451, 0.0], ""max"": [16.9157, 5.09987, 4.43126]}"
Car,D00670.obj,4978,6755,triangle,"{""min"": [-0.988723, -0.435632, -0.303878], ""max"": [0.953373, 0.289791, 0.259793]}"
Car,D00671.obj,29817,37380,triangle,"{""min"": [-1.04708, -0.360937, -0.349946], ""max"": [0.84565, 0.351184, 0.283784]}"
Car,D00724.obj,17676,29905,triangle,"{""min"": [-1.04014, -0.550198, -0.441431], ""max"": [0.817799, 0.38944, 0.381314]}"
Car,m1502.obj,4970,7120,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.206406, 0.504835]}"
Car,m1512.obj,6816,11468,triangle,"{""min"": [0.025, 0.025, 0.086121], ""max"": [0.975, 0.37961, 0.308885]}"
Car,m1513.obj,13106,20844,triangle,"{""min"": [0.065542, 0.025, 0.025], ""max"": [0.975, 0.420125, 0.288298]}"
Car,m1514.obj,18662,36856,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.457041, 0.260765, 0.975]}"
Car,m1517.obj,3956,7448,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.438897, 0.324205, 0.975]}"
Car,m1551.obj,18528,35465,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.267007, 0.44911]}"
Cellphone,D00032.obj,3500,2481,triangle,"{""min"": [-0.617663, -0.443575, -0.106936], ""max"": [1.00284, 0.322637, 0.179809]}"
Cellphone,D00559.obj,3120,5956,triangle,"{""min"": [-0.913337, -0.244785, -0.222912], ""max"": [0.814794, 0.340604, 0.099092]}"
Chess,D01049.obj,214,419,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.414079, 0.975, 0.414079]}"
Chess,D01080.obj,250,496,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.449157, 0.975, 0.449157]}"
Chess,m1596.obj,16803,32997,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.559374, 0.151249, 0.975]}"
Chess,m1607.obj,802,1600,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.518792, 0.975, 0.518792]}"
Chess,m1608.obj,242,480,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.825, 0.975, 0.825]}"
City,D01090.obj,7089,13409,triangle,"{""min"": [0.025, 0.0454205, 0.025], ""max"": [0.801993, 0.131825, 0.975]}"
City,m1652.obj,2274,2938,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.856228, 0.185283, 0.975]}"
City,m1664.obj,1049,1891,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.753517, 0.344403, 0.975]}"
ClassicPiano,D00561.obj,1826,9165,triangle,"{""min"": [5.55731, 0.381786, 0.009661], ""max"": [8.15513, 4.20455, 2.25358]}"
ClassicPiano,D00983.obj,204,954,triangle,"{""min"": [-0.892376, -1.324473, 0.0], ""max"": [1.245164, 0.403054, 0.980643]}"
Computer,D01026.obj,396,760,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.698854, 0.950566]}"
Computer,D01033.obj,2986,5666,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.662817, 0.647886, 0.975]}"
Computer,D01085.obj,46,76,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.703571, 0.975, 0.74881]}"
Computer,D01100.obj,2986,5666,triangle,"{""min"": [-123.448, -118.893, 11.3206], ""max"": [-103.793, -89.6162, 30.5163]}"
ComputerKeyboard,D00197.obj,6987,38268,triangle,"{""min"": [1.37708, 2.18197, 1.00767], ""max"": [6.04708, 3.86471, 1.35582]}"
ComputerKeyboard,D00569.obj,348,2076,triangle,"{""min"": [1.171264, -0.787848, 0.77699], ""max"": [1.317314, -0.419548, 0.801542]}"
Cup,D00206.obj,2092,3770,triangle,"{""min"": [-0.547141, -0.838416, -0.659151], ""max"": [0.914093, 0.568313, 0.741534]}"
Cup,D00355.obj,7114,14224,triangle,"{""min"": [-0.684795, -0.340553, -0.25451], ""max"": [0.954906, 0.200958, 0.25516]}"
Cup,m501.obj,1072,2000,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.677538, 0.975, 0.677538]}"
DeskLamp,D00455.obj,7627,15060,triangle,"{""min"": [-0.93453, -0.360921, -0.253472], ""max"": [0.666272, 0.263151, 0.24362]}"
DeskLamp,D00693.obj,655,1224,triangle,"{""min"": [-1.07987, -0.23138, -0.309121], ""max"": [0.780756, 0.4341, 0.273299]}"
DeskLamp,D00715.obj,1964,3916,triangle,"{""min"": [-1.0124, -0.42488, -0.474136], ""max"": [0.780967, 0.587314, 0.464886]}"
DeskLamp,m603.obj,166,320,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.583322, 0.846549, 0.975]}"
DeskPhone,D00318.obj,4313,8494,triangle,"{""min"": [-0.714041, -0.660621, -0.5206], ""max"": [0.810842, 0.614137, 0.270839]}"
DeskPhone,D00680.obj,820,1508,triangle,"{""min"": [-0.77804, -0.498658, -0.222143], ""max"": [0.777776, 0.848873, 0.191511]}"
Door,D01143.obj,48,72,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.555623, 0.975, 0.0776375]}"
Door,D01167.obj,124,252,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.61576, 0.975, 0.104125]}"
Door,m1710.obj,522,988,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.544423, 0.975, 0.119998]}"
Door,m1711.obj,68,132,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.32038, 0.975, 0.104125]}"
Door,m1731.obj,1974,4084,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.935516, 0.136363]}"
Drum,D00115.obj,36,204,triangle,"{""min"": [0.538248, -0.415186, -0.271338], ""max"": [1.751362, 0.685989, 0.427939]}"
Drum,D00193.obj,1800,11628,triangle,"{""min"": [0.251542, 0.272348, -0.017463], ""max"": [1.007219, 1.028025, 1.089025]}"
Fish,D00293.obj,4072,6838,triangle,"{""min"": [-1.10406, -0.484354, -0.325496], ""max"": [0.686576, 0.454548, 0.302995]}"
Fish,D00763.obj,4122,6824,triangle,"{""min"": [-0.667665, -0.438726, -0.410754], ""max"": [1.15983, 0.643516, 0.396006]}"
FloorLamp,D00388.obj,3767,7212,triangle,"{""min"": [-0.495216, -0.649654, -0.673652], ""max"": [0.979268, 0.664287, 0.640507]}"
FloorLamp,D00740.obj,1128,2240,triangle,"{""min"": [-0.762766, -0.524981, -0.518862], ""max"": [0.825336, 0.506107, 0.513242]}"
FloorLamp,D00875.obj,15152,30052,triangle,"{""min"": [-0.947539, -0.42432, -0.431938], ""max"": [0.73091, 0.433591, 0.425882]}"
Glasses,D00630.obj,3019,5960,triangle,"{""min"": [-0.66284, -0.782738, -0.245093], ""max"": [0.427605, 0.282376, 0.142124]}"
Glasses,D00883.obj,2804,5504,triangle,"{""min"": [-0.853373, -0.29359, -0.056078], ""max"": [0.503224, 1.06823, 0.153361]}"
Guitar,D00335.obj,32795,64993,triangle,"{""min"": [-0.742286, -0.285896, -0.062144], ""max"": [0.775042, 0.246724, 0.129719]}"
Guitar,D00416.obj,4694,9011,triangle,"{""min"": [-0.872283, -0.288835, -0.093521], ""max"": [0.587531, 0.2832, 0.055506]}"
Gun,D00153.obj,364,704,triangle,"{""min"": [-0.774471, -0.435366, -0.109726], ""max"": [0.976852, 0.412921, 0.103612]}"
Gun,D00606.obj,3338,6668,triangle,"{""min"": [-0.745833, -0.401651, -0.222344], ""max"": [1.13767, 0.703257, 0.121953]}"
Gun,m678.obj,1305,2216,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.066242, 0.212036, 0.975]}"
Gun,m681.obj,630,1160,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.08651, 0.284788]}"
Gun,m682.obj,550,926,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.090654, 0.299704]}"
Gun,m685.obj,280,550,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.187948, 0.337259, 0.975]}"
Hand,D01022.obj,799,1710,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.39912, 0.522038]}"
Hand,D01197.obj,7112,14220,triangle,"{""min"": [-0.527846, -0.584171, -0.265788], ""max"": [0.706539, 0.991672, 0.368778]}"
Hand,m323.obj,43386,86361,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.351535, 0.975, 0.370544]}"
Hand,m328.obj,6038,12072,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.850934, 0.263156]}"
Hat,m1628.obj,958,1500,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.790791, 0.555515, 0.975]}"
Hat,m1630.obj,562,1120,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.892071, 0.447202, 0.975]}"
Helicopter,D00751.obj,17617,34164,triangle,"{""min"": [-0.969644, -0.744752, -0.202847], ""max"": [0.797196, 0.770175, 0.258086]}"
Helicopter,m1302.obj,1058,1882,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.211885, 0.289754, 0.975]}"
Helicopter,m1314.obj,1644,2996,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.767999, 0.391399]}"
Helicopter,m1319.obj,598,1004,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.687735, 0.975, 0.178555]}"
Helicopter,m1325.obj,1545,2438,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.837723, 0.975, 0.299723]}"
Helicopter,m1329.obj,665,1242,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.787129, 0.574544, 0.975]}"
House,D00454.obj,6044,10208,triangle,"{""min"": [-0.791773, -0.631246, -0.254815], ""max"": [1.06149, 0.480165, 0.497624]}"
House,D00903.obj,28137,55333,triangle,"{""min"": [-1.05637, -0.789526, -0.461774], ""max"": [0.729164, 0.677664, 0.436233]}"
House,m433.obj,2380,4236,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.224068, 0.888636]}"
House,m439.obj,356,532,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.588834, 0.191202, 0.975]}"
House,m456.obj,607,703,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.484462, 0.942795]}"
HumanHead,D00487.obj,3224,19092,triangle,"{""min"": [-0.383864, -1.359879, -0.007895], ""max"": [0.390676, -0.567343, 0.973781]}"
HumanHead,D00653.obj,2885,17058,triangle,"{""min"": [-3.140091, 3.699896, -1.581232], ""max"": [-1.519674, 5.596388, 1.432925]}"
HumanHead,D00690.obj,5253,28086,triangle,"{""min"": [6.21476, 9.93734, 0.0], ""max"": [13.0131, 14.1784, 4.81093]}"
HumanHead,m354.obj,216,426,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.548439, 0.975, 0.705157]}"
HumanHead,m355.obj,17358,34712,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.583424, 0.975, 0.783781]}"
HumanHead,m367.obj,977,1852,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.603323, 0.975, 0.630986]}"
Humanoid,m131.obj,2012,3012,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.322927, 0.197527, 0.975]}"
Humanoid,m135.obj,498,919,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.296721, 0.975, 0.268929]}"
Humanoid,m143.obj,5647,10737,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.408698, 0.975, 0.189718]}"
Humanoid,m148.obj,3964,7707,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.537379, 0.975, 0.218602]}"
Humanoid,m155.obj,1290,2576,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.511014, 0.975, 0.201783]}"
Humanoid,m159.obj,533,998,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.317127, 0.975, 0.214102]}"
Humanoid,m160.obj,894,1627,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.367933, 0.975, 0.409963]}"
Humanoid,m176.obj,708,1288,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.432787, 0.975, 0.194575]}"
Humanoid,m215.obj,689,1320,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.294287, 0.975, 0.187245]}"
Humanoid,m221.obj,10576,21105,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.926982, 0.975, 0.211372]}"
Humanoid,m226.obj,6368,12712,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.854559, 0.975, 0.263012]}"
Humanoid,m232.obj,429,854,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.892351, 0.975, 0.292537]}"
Humanoid,m233.obj,747,1430,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.967279, 0.975, 0.207388]}"
Humanoid,m251.obj,8077,16126,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.742238, 0.975, 0.190046]}"
Humanoid,m255.obj,16870,35325,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.945165, 0.975, 0.180198]}"
Insect,D00081.obj,313,578,triangle,"{""min"": [-0.875191, -0.350645, -0.350236], ""max"": [0.869178, 1.0443, 0.225886]}"
Insect,D00788.obj,6175,9662,triangle,"{""min"": [-0.845478, -0.578823, -0.404241], ""max"": [0.733617, 0.667159, 0.467619]}"
Insect,D00855.obj,299,554,triangle,"{""min"": [-1.04037, -0.754949, -0.202695], ""max"": [0.758869, 0.651422, 0.334673]}"
Insect,m16.obj,2666,5162,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.270136, 0.718665]}"
Insect,m22.obj,333,620,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.42875, 0.684062]}"
Insect,m26.obj,5266,10274,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.845772, 0.424813, 0.975]}"
Insect,m6.obj,9184,17998,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.668147, 0.702228, 0.975]}"
Jet,m1147.obj,1149,2320,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.33131, 0.884672]}"
Jet,m1178.obj,258,572,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.468333, 0.214472, 0.975]}"
Jet,m1179.obj,1203,1994,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.609267, 0.217744, 0.975]}"
Jet,m1180.obj,531,1058,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.656849, 0.231708, 0.975]}"
Jet,m1194.obj,757,1188,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.750378, 0.251583]}"
Jet,m1199.obj,602,1136,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.221184, 0.557698]}"
Jet,m1223.obj,1117,2230,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.685618, 0.215578, 0.975]}"
Jet,m1224.obj,559,944,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.436667, 0.164967]}"
Jet,m1231.obj,79,130,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.635711, 0.194645, 0.975]}"
Jet,m1243.obj,282,596,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.67727, 0.24856, 0.975]}"
Jet,m1269.obj,230,272,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.528319, 0.975, 0.102679]}"
Jet,m1275.obj,204,272,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.55428, 0.975, 0.176995]}"
Jet,m1287.obj,714,1188,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.468476, 0.975, 0.115832]}"
Jet,m1288.obj,1502,2674,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.690907, 0.975, 0.240696]}"
Jet,m1296.obj,250,408,triangle,"{""min"": [0.428995, 0.025, 0.025], ""max"": [0.937519, 0.975, 0.129821]}"
Knife,D01107.obj,976,5823,triangle,"{""min"": [-0.237856, 0.089163, 0.789931], ""max"": [-0.02193, 0.101532, 0.831313]}"
Knife,m722.obj,812,1520,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.093151, 0.174508, 0.975]}"
Knife,m728.obj,463,818,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.125536, 0.31855, 0.975]}"
MilitaryVehicle,D00458.obj,17962,34011,triangle,"{""min"": [-0.837222, -0.430807, -0.352818], ""max"": [0.958094, 0.463285, 0.318154]}"
MilitaryVehicle,D00932.obj,10050,17224,triangle,"{""min"": [-0.952886, -0.42808, -0.344615], ""max"": [0.768164, 0.594246, 0.622693]}"
Monitor,D00339.obj,1396,2375,triangle,"{""min"": [-0.530858, -0.635985, -0.114764], ""max"": [0.824603, 0.663914, 0.394038]}"
Monitor,D00548.obj,464,883,triangle,"{""min"": [-0.825768, -0.708906, -0.212115], ""max"": [1.10906, 0.94581, 0.286457]}"
Monoplane,D00169.obj,2983,4146,triangle,"{""min"": [-1.18663, -0.841492, -0.151996], ""max"": [0.722234, 0.826499, 0.197693]}"
Monoplane,D00925.obj,713,1344,triangle,"{""min"": [-0.702113, -0.970438, -0.257026], ""max"": [0.936308, 0.981183, 0.116642]}"
Motorcycle,D00021.obj,9543,18238,triangle,"{""min"": [-0.782274, -0.599836, -0.446144], ""max"": [0.963886, 0.58957, 0.338896]}"
Motorcycle,D00858.obj,25404,28454,triangle,"{""min"": [-0.747815, -0.68451, -0.344547], ""max"": [1.04076, 0.681444, 0.385821]}"
Motorcycle,m1483.obj,46407,90616,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.347864, 0.546594, 0.975]}"
Mug,D00728.obj,9616,18513,triangle,"{""min"": [-0.718121, -0.816966, -0.56715], ""max"": [1.01572, 0.829965, 0.55927]}"
Mug,D00825.obj,1166,1800,triangle,"{""min"": [-0.962805, -0.728043, -0.680457], ""max"": [0.814625, 1.04458, 0.722059]}"
Mug,D00923.obj,738,2874,triangle,"{""min"": [-1.13978, -0.772646, -0.633688], ""max"": [0.65226, 0.798371, 0.582995]}"
MultiSeat,D00046.obj,1191,2354,triangle,"{""min"": [-1.08795, -0.804888, -0.532844], ""max"": [0.665682, 0.702764, 0.648293]}"
MultiSeat,D00263.obj,41265,80270,triangle,"{""min"": [-0.841545, -0.651861, -0.697537], ""max"": [0.821593, 0.697074, 0.352663]}"
MultiSeat,D00637.obj,7542,15019,triangle,"{""min"": [-0.93918, -0.461008, -0.547833], ""max"": [0.866812, 0.706679, 0.446656]}"
MultiSeat,D00985.obj,10614,21196,triangle,"{""min"": [-0.749657, -0.853009, -0.495404], ""max"": [0.968555, 0.58532, 0.51721]}"
MultiSeat,m777.obj,1051,1860,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.395501, 0.19682]}"
Musical_Instrument,m626.obj,4500,8660,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.640331, 0.084578]}"
Musical_Instrument,m632.obj,1033,1932,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.36349, 0.975, 0.110594]}"
Musical_Instrument,m645.obj,362,266,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.635996, 0.724688, 0.975]}"
NonWheelChair,D00240.obj,1474,2920,triangle,"{""min"": [-1.09625, -0.347347, -0.460039], ""max"": [0.778712, 0.654129, 0.405362]}"
NonWheelChair,D00306.obj,5160,8440,triangle,"{""min"": [-0.688849, -0.611655, -0.778268], ""max"": [0.904394, 0.431826, 0.500124]}"
NonWheelChair,m797.obj,867,1719,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.63591, 0.975, 0.610618]}"
NonWheelChair,m814.obj,341,546,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.538252, 0.975, 0.556733]}"
NonWheelChair,m820.obj,132,208,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.557, 0.975, 0.5665]}"
NonWheelChair,m828.obj,713,1378,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.508981, 0.975, 0.470436]}"
PianoBoard,D00122.obj,1934,10977,triangle,"{""min"": [3.537639, 3.260587, 0.0], ""max"": [5.007639, 3.862587, 1.163]}"
PianoBoard,D00885.obj,6622,38235,triangle,"{""min"": [1.059895, 0.387144, 0.0], ""max"": [2.533095, 1.003094, 1.402001]}"
PlantIndoors,D00466.obj,9900,3300,triangle,"{""min"": [-0.845851, -0.855631, -0.867733], ""max"": [0.999812, 0.729978, 0.91146]}"
PlantIndoors,D00657.obj,5801,7624,triangle,"{""min"": [-0.70605, -0.511665, -0.272853], ""max"": [0.889756, 0.434736, 0.233868]}"
PlantIndoors,m1013.obj,6365,7424,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.904141, 0.890785, 0.975]}"
PlantIndoors,m1015.obj,1325,2111,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.507051, 0.975, 0.546773]}"
PlantIndoors,m995.obj,7323,8448,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.868916, 0.932844, 0.975]}"
PlantIndoors,m998.obj,318,478,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.550817, 0.975, 0.506435]}"
PlantIndoors,m999.obj,1235,1277,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.805219, 0.975, 0.646627]}"
PlantWildNonTree,m966.obj,7920,5280,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.446096, 0.896805]}"
PlantWildNonTree,m975.obj,241,450,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.636954, 0.975, 0.199078]}"
PlantWildNonTree,m981.obj,927,2200,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.422859, 0.975, 0.30968]}"
Quadruped,D00700.obj,9174,13992,triangle,"{""min"": [-1.09131, -0.513618, -0.230806], ""max"": [0.858057, 0.663338, 0.222797]}"
Quadruped,m274.obj,23984,47904,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.975, 0.349877, 0.912624]}"
Quadruped,m87.obj,691,1331,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.305914, 0.811559, 0.975]}"
Quadruped,m88.obj,1618,3220,triangle,"{""min"": [0.025, 0.025, 0.025], ""max"": [0.244397, 0.617999, 0.975]}"
