class,shape_file,num_vertices,num_faces,face_types,bounding_box
Apartment,D00138_unified.obj,2597,5000,3,"{""min"": [-0.459699, -0.533804, -0.12234], ""max"": [0.540301, 0.239516, 0.335643], ""size"": [1.0, 0.77332, 0.45798300000000003]}"
Apartment,D00156_unified.obj,4532,4848,3,"{""min"": [-0.498885, -0.338595, -0.339838], ""max"": [0.501115, 0.443696, 0.364008], ""size"": [1.0, 0.782291, 0.703846]}"
Apartment,D00310_unified.obj,3245,4564,3,"{""min"": [-0.466944, -0.242604, -0.187022], ""max"": [0.533056, 0.294048, 0.19823], ""size"": [1.0, 0.5366519999999999, 0.385252]}"
Apartment,D00348_unified.obj,2006,3008,3,"{""min"": [-0.512897, -0.267751, -0.48273], ""max"": [0.487103, 0.313207, 0.128328], ""size"": [1.0, 0.5809580000000001, 0.611058]}"
Apartment,D00366_unified.obj,1294,2539,3,"{""min"": [-0.462339, -0.397923, -0.428832], ""max"": [0.537661, 0.457514, 0.369889], ""size"": [1.0, 0.855437, 0.798721]}"
Apartment,D00478_unified.obj,4895,4045,3,"{""min"": [-0.503737, -0.28823, -0.184973], ""max"": [0.496263, 0.380073, 0.32201], ""size"": [1.0, 0.668303, 0.506983]}"
Apartment,D00496_unified.obj,1598,2535,3,"{""min"": [-0.38021, -0.323512, -0.19816], ""max"": [0.380534, 0.676488, 0.202286], ""size"": [0.760744, 1.0, 0.40044599999999997]}"
Apartment,D00626_unified.obj,7697,14891,3,"{""min"": [-0.485738, -0.270645, -0.275713], ""max"": [0.514262, 0.194599, 0.163867], ""size"": [1.0, 0.465244, 0.43957999999999997]}"
Apartment,D00639_unified.obj,2752,4999,3,"{""min"": [-0.394674, -0.310915, -0.256819], ""max"": [0.605326, 0.322497, 0.313914], ""size"": [1.0, 0.633412, 0.570733]}"
Apartment,D00651_unified.obj,4534,4854,3,"{""min"": [-0.498501, -0.337982, -0.340259], ""max"": [0.501499, 0.443586, 0.36389], ""size"": [1.0, 0.781568, 0.7041489999999999]}"
Apartment,D00681_unified.obj,5330,4937,3,"{""min"": [-0.494946, -0.313888, -0.241126], ""max"": [0.505054, 0.405367, 0.415031], ""size"": [1.0, 0.719255, 0.656157]}"
Apartment,D00780_unified.obj,3867,4638,3,"{""min"": [-0.475129, -0.240431, -0.164202], ""max"": [0.524871, 0.287567, 0.132241], ""size"": [1.0, 0.527998, 0.296443]}"
Apartment,D00792_unified.obj,2710,4632,3,"{""min"": [-0.474519, -0.382227, -0.176512], ""max"": [0.525481, 0.542227, 0.507886], ""size"": [1.0, 0.924454, 0.684398]}"
Apartment,D00859_unified.obj,4654,8610,3,"{""min"": [-0.475681, -0.329014, -0.09772], ""max"": [0.524319, 0.287811, 0.229849], ""size"": [1.0, 0.616825, 0.327569]}"
Apartment,D00860_unified.obj,4895,4043,3,"{""min"": [-0.503683, -0.288389, -0.184362], ""max"": [0.496317, 0.379549, 0.32259], ""size"": [1.0, 0.667938, 0.506952]}"
Apartment,D00869_unified.obj,2791,3845,3,"{""min"": [-0.498879, -0.300899, -0.284743], ""max"": [0.501121, 0.304215, 0.261982], ""size"": [1.0, 0.605114, 0.546725]}"
Apartment,D00921_unified.obj,4354,4992,3,"{""min"": [-0.354812, -0.257516, -0.175831], ""max"": [0.645188, 0.293168, 0.354998], ""size"": [1.0, 0.550684, 0.530829]}"
Apartment,D00953_unified.obj,2991,3985,3,"{""min"": [-0.45985, -0.502449, -0.206131], ""max"": [0.474837, 0.497551, 0.222621], ""size"": [0.934687, 1.0, 0.428752]}"
Apartment,m463_unified.obj,2022,3655,3,"{""min"": [-0.421328, -0.399971, -0.289261], ""max"": [0.578672, 0.400024, 0.289415], ""size"": [1.0, 0.799995, 0.578676]}"
Apartment,m464_unified.obj,4275,4999,3,"{""min"": [-0.50175, -0.173488, -0.149654], ""max"": [0.49825, 0.176246, 0.148058], ""size"": [1.0, 0.349734, 0.297712]}"
Apartment,m465_unified.obj,2335,4363,3,"{""min"": [-0.366011, -0.10096, -0.106798], ""max"": [0.633989, 0.197186, 0.113869], ""size"": [1.0, 0.298146, 0.220667]}"
AquaticAnimal,m53_unified.obj,2680,4962,3,"{""min"": [-0.381989, -0.172713, -0.053534], ""max"": [0.618011, 0.164789, 0.075404], ""size"": [1.0, 0.33750199999999997, 0.128938]}"
AquaticAnimal,m54_unified.obj,2718,5000,3,"{""min"": [-0.36363, -0.179661, -0.074464], ""max"": [0.63637, 0.180914, 0.112629], ""size"": [1.0, 0.360575, 0.187093]}"
AquaticAnimal,m55_unified.obj,2672,4963,3,"{""min"": [-0.38029, -0.193095, -0.072944], ""max"": [0.61971, 0.178121, 0.090363], ""size"": [1.0, 0.371216, 0.16330699999999998]}"
AquaticAnimal,m56_unified.obj,2700,5000,3,"{""min"": [-0.312507, -0.168977, -0.074597], ""max"": [0.687493, 0.190343, 0.076371], ""size"": [1.0, 0.35932, 0.150968]}"
AquaticAnimal,m57_unified.obj,2674,4985,3,"{""min"": [-0.348258, -0.190362, -0.061328], ""max"": [0.651742, 0.189526, 0.063155], ""size"": [1.0, 0.379888, 0.12448300000000001]}"
AquaticAnimal,m58_unified.obj,1902,3800,3,"{""min"": [-0.505469, -0.233395, -0.250862], ""max"": [0.494531, 0.281276, 0.287254], ""size"": [1.0, 0.514671, 0.538116]}"
AquaticAnimal,m59_unified.obj,171,334,3,"{""min"": [-0.485113, -0.104197, -0.105229], ""max"": [0.514887, 0.106283, 0.105251], ""size"": [1.0, 0.21048, 0.21048]}"
AquaticAnimal,m60_unified.obj,1606,3208,3,"{""min"": [-0.344248, -0.183111, -0.171389], ""max"": [0.655752, 0.222276, 0.17138], ""size"": [1.0, 0.405387, 0.342769]}"
AquaticAnimal,m61_unified.obj,760,1348,3,"{""min"": [-0.401538, -0.24746, -0.085831], ""max"": [0.598462, 0.194224, 0.087502], ""size"": [1.0, 0.441684, 0.17333300000000001]}"
AquaticAnimal,m62_unified.obj,958,1912,3,"{""min"": [-0.566421, -0.342879, -0.054704], ""max"": [0.433579, 0.378991, 0.054719], ""size"": [1.0, 0.72187, 0.10942299999999999]}"
AquaticAnimal,m63_unified.obj,3991,7168,3,"{""min"": [-0.276485, -0.367564, -0.369306], ""max"": [0.723515, 0.297378, 0.386102], ""size"": [1.0, 0.6649419999999999, 0.7554080000000001]}"
AquaticAnimal,m64_unified.obj,931,1764,3,"{""min"": [-0.504765, -0.250212, -0.081276], ""max"": [0.495235, 0.297211, 0.0803], ""size"": [1.0, 0.547423, 0.161576]}"
AquaticAnimal,m65_unified.obj,3936,7720,3,"{""min"": [-0.239315, -0.280713, -0.206453], ""max"": [0.760685, 0.397197, 0.207242], ""size"": [1.0, 0.67791, 0.41369500000000003]}"
AquaticAnimal,m66_unified.obj,2400,4848,3,"{""min"": [-0.360612, -0.280118, -0.290337], ""max"": [0.639388, 0.198856, 0.17024], ""size"": [1.0, 0.478974, 0.460577]}"
AquaticAnimal,m67_unified.obj,2502,5000,3,"{""min"": [-0.440153, -0.170723, -0.112888], ""max"": [0.559847, 0.212716, 0.123161], ""size"": [1.0, 0.383439, 0.236049]}"
AquaticAnimal,m68_unified.obj,2200,4392,3,"{""min"": [-0.475727, -0.161012, -0.085785], ""max"": [0.524273, 0.111444, 0.085588], ""size"": [1.0, 0.272456, 0.171373]}"
AquaticAnimal,m69_unified.obj,1174,2240,3,"{""min"": [-0.324587, -0.174011, -0.10102], ""max"": [0.675413, 0.173483, 0.166044], ""size"": [1.0, 0.34749399999999997, 0.26706399999999997]}"
AquaticAnimal,m70_unified.obj,1186,2240,3,"{""min"": [-0.391846, -0.225852, -0.076617], ""max"": [0.608154, 0.226056, 0.176307], ""size"": [1.0, 0.451908, 0.252924]}"
AquaticAnimal,m71_unified.obj,1674,3344,3,"{""min"": [-0.346265, -0.136058, -0.158918], ""max"": [0.653735, 0.23063, 0.157878], ""size"": [1.0, 0.366688, 0.31679599999999997]}"
AquaticAnimal,m72_unified.obj,1237,2360,3,"{""min"": [-0.411737, -0.226747, -0.080529], ""max"": [0.588263, 0.227036, 0.168282], ""size"": [1.0, 0.453783, 0.248811]}"
AquaticAnimal,m73_unified.obj,1133,2250,3,"{""min"": [-0.451046, -0.234445, -0.184968], ""max"": [0.548954, 0.365256, 0.183537], ""size"": [1.0, 0.599701, 0.36850499999999997]}"
AquaticAnimal,m74_unified.obj,654,1288,3,"{""min"": [-0.266585, -0.152047, -0.091526], ""max"": [0.733415, 0.207773, 0.223243], ""size"": [1.0, 0.35982000000000003, 0.31476899999999997]}"
AquaticAnimal,m75_unified.obj,1094,2048,3,"{""min"": [-0.433117, -0.268308, -0.092366], ""max"": [0.566883, 0.26888, 0.184776], ""size"": [1.0, 0.537188, 0.277142]}"
AquaticAnimal,m76_unified.obj,1583,3162,3,"{""min"": [-0.288358, -0.170782, -0.194419], ""max"": [0.711642, 0.167654, 0.19455], ""size"": [1.0, 0.33843599999999996, 0.388969]}"
AquaticAnimal,m77_unified.obj,2568,5000,3,"{""min"": [-0.499178, -0.233313, -0.21069], ""max"": [0.500822, 0.225315, 0.222886], ""size"": [1.0, 0.458628, 0.43357599999999996]}"
AquaticAnimal,m78_unified.obj,1659,2927,3,"{""min"": [-0.34556, -0.171533, -0.15871], ""max"": [0.65444, 0.285616, 0.2294], ""size"": [1.0, 0.45714899999999997, 0.38810999999999996]}"
AquaticAnimal,m79_unified.obj,536,904,3,"{""min"": [-0.555974, -0.134194, -0.0969], ""max"": [0.444026, 0.127196, 0.172114], ""size"": [1.0, 0.26139, 0.269014]}"
AquaticAnimal,m80_unified.obj,4317,8368,3,"{""min"": [-0.484054, -0.18692, -0.114086], ""max"": [0.515946, 0.205475, 0.186131], ""size"": [1.0, 0.392395, 0.300217]}"
AquaticAnimal,m81_unified.obj,3312,6391,3,"{""min"": [-0.45969, -0.098566, -0.198445], ""max"": [0.54031, 0.190286, 0.207926], ""size"": [1.0, 0.288852, 0.40637100000000004]}"
Bed,D00031_unified.obj,1867,3588,3,"{""min"": [-0.311206, -0.417383, -0.185439], ""max"": [0.688794, 0.464956, 0.164965], ""size"": [1.0, 0.882339, 0.350404]}"
Bed,D00110_unified.obj,1926,3644,3,"{""min"": [-0.475165, -0.344775, -0.081676], ""max"": [0.524835, 0.364137, 0.266759], ""size"": [1.0, 0.708912, 0.34843500000000005]}"
Bed,D00121_unified.obj,2578,5000,3,"{""min"": [-0.418643, -0.404978, -0.127124], ""max"": [0.581357, 0.4214, 0.450177], ""size"": [1.0, 0.8263780000000001, 0.577301]}"
Bed,D00184_unified.obj,2599,5000,3,"{""min"": [-0.407704, -0.41338, -0.188489], ""max"": [0.592296, 0.417339, 0.331111], ""size"": [1.0, 0.830719, 0.5196]}"
Bed,D00210_unified.obj,2598,5000,3,"{""min"": [-0.459624, -0.444963, -0.298751], ""max"": [0.540376, 0.45189, 0.315204], ""size"": [1.0, 0.896853, 0.613955]}"
Bed,D00213_unified.obj,2277,4536,3,"{""min"": [-0.27568, -0.241558, -0.125881], ""max"": [0.72432, 0.240406, 0.225904], ""size"": [1.0, 0.481964, 0.351785]}"
Bed,D00217_unified.obj,2586,5000,3,"{""min"": [-0.49912, -0.245208, -0.128783], ""max"": [0.50088, 0.246506, 0.201419], ""size"": [1.0, 0.491714, 0.330202]}"
Bed,D00307_unified.obj,2644,5259,3,"{""min"": [-0.417068, -0.373193, -0.094424], ""max"": [0.506713, 0.626807, 0.23324], ""size"": [0.923781, 1.0, 0.327664]}"
Bed,D00322_unified.obj,2544,5000,3,"{""min"": [-0.496026, -0.212866, -0.139551], ""max"": [0.503974, 0.214181, 0.341528], ""size"": [1.0, 0.427047, 0.48107900000000003]}"
Bed,D00417_unified.obj,2556,5000,3,"{""min"": [-0.356023, -0.37154, -0.130979], ""max"": [0.643977, 0.370336, 0.251033], ""size"": [1.0, 0.741876, 0.382012]}"
Bed,D00538_unified.obj,2667,5000,3,"{""min"": [-0.499516, -0.332585, -0.153016], ""max"": [0.500484, 0.334235, 0.234274], ""size"": [1.0, 0.66682, 0.38729]}"
Bed,D00545_unified.obj,1655,3270,3,"{""min"": [-0.488088, -0.358006, -0.237658], ""max"": [0.511912, 0.364542, 0.213726], ""size"": [1.0, 0.722548, 0.451384]}"
Bed,D00552_unified.obj,2661,4997,3,"{""min"": [-0.398777, -0.239713, -0.168504], ""max"": [0.513992, 0.760287, 0.277286], ""size"": [0.9127689999999999, 1.0, 0.44578999999999996]}"
Bed,D00565_unified.obj,3297,6500,3,"{""min"": [-0.249082, -0.355005, -0.108743], ""max"": [0.750918, 0.365046, 0.204141], ""size"": [1.0, 0.720051, 0.312884]}"
Bed,D00650_unified.obj,2527,4996,3,"{""min"": [-0.48347, -0.259198, -0.169573], ""max"": [0.51653, 0.260337, 0.230679], ""size"": [1.0, 0.519535, 0.400252]}"
Bed,D00735_unified.obj,1609,2736,3,"{""min"": [-0.253242, -0.326994, -0.236097], ""max"": [0.746758, 0.33524, 0.259054], ""size"": [1.0, 0.662234, 0.495151]}"
Bed,D00836_unified.obj,1563,3122,3,"{""min"": [-0.435943, -0.180858, -0.192147], ""max"": [0.564057, 0.18105, 0.248621], ""size"": [1.0, 0.361908, 0.44076800000000005]}"
Bed,D00839_unified.obj,2528,4998,3,"{""min"": [-0.360066, -0.399094, -0.144777], ""max"": [0.639934, 0.402402, 0.260445], ""size"": [1.0, 0.801496, 0.40522199999999997]}"
Bed,D00969_unified.obj,2803,5000,3,"{""min"": [-0.500908, -0.42738, -0.285004], ""max"": [0.499092, 0.424608, 0.27691], ""size"": [1.0, 0.851988, 0.561914]}"
Bed,D00988_unified.obj,1279,2496,3,"{""min"": [-0.500352, -0.327654, -0.181596], ""max"": [0.499648, 0.331586, 0.216319], ""size"": [1.0, 0.65924, 0.397915]}"
Bed,m945_unified.obj,2718,4997,3,"{""min"": [-0.321775, -0.338854, -0.378791], ""max"": [0.678225, 0.340961, 0.323231], ""size"": [1.0, 0.6798150000000001, 0.7020219999999999]}"
Bed,m946_unified.obj,1539,2576,3,"{""min"": [-0.499727, -0.246977, -0.308188], ""max"": [0.500273, 0.246908, 0.185722], ""size"": [1.0, 0.493885, 0.49391]}"
Bed,m947_unified.obj,1421,2240,3,"{""min"": [-0.497156, -0.359917, -0.165268], ""max"": [0.502844, 0.359791, 0.269658], ""size"": [1.0, 0.719708, 0.43492600000000003]}"
Bed,m948_unified.obj,2578,5000,3,"{""min"": [-0.45285, -0.470526, -0.4388], ""max"": [0.54715, 0.462609, 0.522954], ""size"": [1.0, 0.933135, 0.961754]}"
Bed,m949_unified.obj,2788,5552,3,"{""min"": [-0.403221, -0.260008, -0.42355], ""max"": [0.564891, 0.2538, 0.57645], ""size"": [0.9681120000000001, 0.513808, 1.0]}"
Bed,m950_unified.obj,1587,2888,3,"{""min"": [-0.489154, -0.45615, -0.374975], ""max"": [0.510846, 0.482611, 0.374916], ""size"": [1.0, 0.938761, 0.7498910000000001]}"
Bed,m951_unified.obj,1294,2288,3,"{""min"": [-0.295726, -0.423392, -0.183997], ""max"": [0.704274, 0.379788, 0.306136], ""size"": [1.0, 0.80318, 0.49013300000000004]}"
Bicycle,D00016_unified.obj,2769,5049,3,"{""min"": [-0.490087, -0.273032, -0.099129], ""max"": [0.509913, 0.410428, 0.10747], ""size"": [1.0, 0.68346, 0.20659899999999998]}"
Bicycle,D00033_unified.obj,2192,4448,3,"{""min"": [-0.489917, -0.246187, -0.152151], ""max"": [0.510083, 0.340306, 0.152442], ""size"": [1.0, 0.5864929999999999, 0.304593]}"
Bicycle,D00040_unified.obj,4103,7801,3,"{""min"": [-0.385527, -0.325071, -0.166632], ""max"": [0.614473, 0.302886, 0.166162], ""size"": [1.0, 0.627957, 0.33279400000000003]}"
Bicycle,D00077_unified.obj,2613,4991,3,"{""min"": [-0.452318, -0.307341, -0.174822], ""max"": [0.547682, 0.383521, 0.173554], ""size"": [1.0, 0.690862, 0.348376]}"
Bicycle,D00078_unified.obj,2804,4836,3,"{""min"": [-0.527366, -0.36449, -0.179231], ""max"": [0.472634, 0.331683, 0.201182], ""size"": [1.0, 0.6961729999999999, 0.380413]}"
Bicycle,D00462_unified.obj,3489,4974,3,"{""min"": [-0.414332, -0.284742, -0.13612], ""max"": [0.585668, 0.346086, 0.130827], ""size"": [1.0, 0.6308279999999999, 0.266947]}"
Bicycle,D00514_unified.obj,2903,5000,3,"{""min"": [-0.494117, -0.289196, -0.101455], ""max"": [0.505883, 0.324692, 0.105356], ""size"": [1.0, 0.613888, 0.20681100000000002]}"
Bicycle,D00536_unified.obj,2026,3480,3,"{""min"": [-0.497975, -0.26783, -0.222597], ""max"": [0.502025, 0.360476, 0.243444], ""size"": [1.0, 0.628306, 0.466041]}"
Bicycle,D00555_unified.obj,3215,4912,3,"{""min"": [-0.486572, -0.340141, -0.170842], ""max"": [0.513428, 0.324295, 0.186129], ""size"": [1.0, 0.664436, 0.356971]}"
Bicycle,D00558_unified.obj,3033,4990,3,"{""min"": [-0.506835, -0.282559, -0.128176], ""max"": [0.493165, 0.288469, 0.136004], ""size"": [1.0, 0.571028, 0.26418]}"
Bicycle,D00567_unified.obj,1810,3664,3,"{""min"": [-0.473061, -0.294416, -0.14506], ""max"": [0.526939, 0.343155, 0.145078], ""size"": [1.0, 0.637571, 0.290138]}"
Bicycle,D00621_unified.obj,2769,5049,3,"{""min"": [-0.490087, -0.273031, -0.099129], ""max"": [0.509913, 0.410429, 0.107471], ""size"": [1.0, 0.68346, 0.2066]}"
Bicycle,D00708_unified.obj,2861,5000,3,"{""min"": [-0.491053, -0.321316, -0.15016], ""max"": [0.508947, 0.352886, 0.154241], ""size"": [1.0, 0.674202, 0.304401]}"
Bicycle,D00750_unified.obj,2877,5484,3,"{""min"": [-0.527669, -0.413054, -0.151782], ""max"": [0.472331, 0.39579, 0.155195], ""size"": [1.0, 0.8088439999999999, 0.306977]}"
Bicycle,D00838_unified.obj,2846,5000,3,"{""min"": [-0.492563, -0.321179, -0.149418], ""max"": [0.507437, 0.354279, 0.155121], ""size"": [1.0, 0.675458, 0.304539]}"
Bicycle,D00847_unified.obj,2815,4858,3,"{""min"": [-0.526459, -0.363452, -0.178634], ""max"": [0.473541, 0.330715, 0.201503], ""size"": [1.0, 0.694167, 0.38013699999999995]}"
Bicycle,D00904_unified.obj,2580,5000,3,"{""min"": [-0.493226, -0.308784, -0.099139], ""max"": [0.506774, 0.317959, 0.100264], ""size"": [1.0, 0.626743, 0.199403]}"
Bicycle,D00930_unified.obj,3026,5000,3,"{""min"": [-0.545121, -0.462933, -0.188292], ""max"": [0.454879, 0.339194, 0.205602], ""size"": [1.0, 0.802127, 0.39389399999999997]}"
Bicycle,D00931_unified.obj,2927,4546,3,"{""min"": [-0.503716, -0.3498, -0.13656], ""max"": [0.496284, 0.25715, 0.172054], ""size"": [1.0, 0.60695, 0.308614]}"
Bicycle,D00974_unified.obj,2438,4885,3,"{""min"": [-0.569047, -0.366809, -0.116065], ""max"": [0.430953, 0.337202, 0.113441], ""size"": [1.0, 0.7040109999999999, 0.229506]}"
Bicycle,m1472_unified.obj,1872,3372,3,"{""min"": [-0.517794, -0.368036, -0.197174], ""max"": [0.482206, 0.315545, 0.211106], ""size"": [1.0, 0.683581, 0.40828]}"
Bicycle,m1473_unified.obj,2192,4448,3,"{""min"": [-0.489917, -0.246188, -0.152151], ""max"": [0.510083, 0.340306, 0.152442], ""size"": [1.0, 0.586494, 0.304593]}"
Bicycle,m1475_unified.obj,2442,4888,3,"{""min"": [-0.56926, -0.367028, -0.116074], ""max"": [0.43074, 0.337636, 0.11348], ""size"": [1.0, 0.704664, 0.22955399999999998]}"
Bicycle,m1476_unified.obj,1810,3664,3,"{""min"": [-0.47306, -0.294416, -0.14506], ""max"": [0.52694, 0.343155, 0.145078], ""size"": [1.0, 0.637571, 0.290138]}"
Bicycle,m1477_unified.obj,2815,4852,3,"{""min"": [-0.525614, -0.36215, -0.179043], ""max"": [0.474386, 0.330957, 0.200936], ""size"": [1.0, 0.693107, 0.379979]}"
Bicycle,m1478_unified.obj,2769,5049,3,"{""min"": [-0.490087, -0.273031, -0.099129], ""max"": [0.509913, 0.410429, 0.107471], ""size"": [1.0, 0.68346, 0.2066]}"
Biplane,D00069_unified.obj,2570,4880,3,"{""min"": [-0.499954, -0.188223, -0.099545], ""max"": [0.500046, 0.320814, 0.10054], ""size"": [1.0, 0.509037, 0.200085]}"
Biplane,D00132_unified.obj,923,1392,3,"{""min"": [-0.499897, -0.213556, -0.070424], ""max"": [0.500103, 0.452707, 0.130456], ""size"": [1.0, 0.666263, 0.20088]}"
Biplane,D00178_unified.obj,3098,4978,3,"{""min"": [-0.240438, -0.497377, -0.105561], ""max"": [0.455187, 0.502623, 0.12359], ""size"": [0.695625, 1.0, 0.229151]}"
Biplane,D00199_unified.obj,2584,3753,3,"{""min"": [-0.499792, -0.260133, -0.130659], ""max"": [0.500208, 0.514612, 0.158385], ""size"": [1.0, 0.774745, 0.28904399999999997]}"
Biplane,D00246_unified.obj,2748,4905,3,"{""min"": [-0.498906, -0.187706, -0.073121], ""max"": [0.501094, 0.330988, 0.0946], ""size"": [1.0, 0.518694, 0.167721]}"
Biplane,D00276_unified.obj,1920,3664,3,"{""min"": [-0.298572, -0.497387, -0.185863], ""max"": [0.523763, 0.502613, 0.263462], ""size"": [0.822335, 1.0, 0.449325]}"
Biplane,D00277_unified.obj,3968,4735,3,"{""min"": [-0.462493, -0.231471, -0.118935], ""max"": [0.537507, 0.497536, 0.136212], ""size"": [1.0, 0.729007, 0.255147]}"
Biplane,D00320_unified.obj,3018,4902,3,"{""min"": [-0.499709, -0.195123, -0.085496], ""max"": [0.500291, 0.401428, 0.139584], ""size"": [1.0, 0.596551, 0.22508]}"
Biplane,D00373_unified.obj,2132,3846,3,"{""min"": [-0.27581, -0.499447, -0.145694], ""max"": [0.522831, 0.500553, 0.172253], ""size"": [0.798641, 1.0, 0.317947]}"
Biplane,D00410_unified.obj,2167,4254,3,"{""min"": [-0.500575, -0.186506, -0.086894], ""max"": [0.499425, 0.333921, 0.117985], ""size"": [1.0, 0.520427, 0.204879]}"
Biplane,D00490_unified.obj,2700,4950,3,"{""min"": [-0.235143, -0.496525, -0.103773], ""max"": [0.446188, 0.503475, 0.144227], ""size"": [0.6813309999999999, 1.0, 0.248]}"
Biplane,D00515_unified.obj,2589,4995,3,"{""min"": [-0.341702, -0.500446, -0.142107], ""max"": [0.534873, 0.499554, 0.145725], ""size"": [0.8765750000000001, 1.0, 0.287832]}"
Biplane,D00601_unified.obj,2328,4530,3,"{""min"": [-0.306483, -0.498889, -0.233756], ""max"": [0.605483, 0.501111, 0.254206], ""size"": [0.911966, 1.0, 0.487962]}"
Biplane,D00616_unified.obj,2259,5198,3,"{""min"": [-0.145032, -0.473508, -0.131806], ""max"": [0.359635, 0.526492, 0.098866], ""size"": [0.504667, 1.0, 0.230672]}"
Biplane,D00632_unified.obj,2270,4096,3,"{""min"": [-0.261237, -0.499952, -0.122199], ""max"": [0.525681, 0.500048, 0.17082], ""size"": [0.786918, 1.0, 0.29301900000000003]}"
Biplane,D00634_unified.obj,2935,4999,3,"{""min"": [-0.500678, -0.298553, -0.165344], ""max"": [0.499322, 0.497362, 0.129899], ""size"": [1.0, 0.795915, 0.295243]}"
Biplane,D00666_unified.obj,1730,3176,3,"{""min"": [-0.446847, -0.496664, -0.138827], ""max"": [0.553153, 0.49665, 0.084701], ""size"": [1.0, 0.993314, 0.223528]}"
Biplane,D00854_unified.obj,2738,4919,3,"{""min"": [-0.222217, -0.499691, -0.122952], ""max"": [0.498372, 0.500309, 0.139481], ""size"": [0.7205889999999999, 1.0, 0.262433]}"
Biplane,D00890_unified.obj,3293,5000,3,"{""min"": [-0.500348, -0.335426, -0.148021], ""max"": [0.499652, 0.56488, 0.173135], ""size"": [1.0, 0.900306, 0.321156]}"
Biplane,D00900_unified.obj,3797,4974,3,"{""min"": [-0.499267, -0.210444, -0.1123], ""max"": [0.500733, 0.48403, 0.12084], ""size"": [1.0, 0.694474, 0.23314000000000001]}"
