name,rectangularity
BuildingNonResidential\m478_06_fill_holes_and_orientation.obj,0.000613
BuildingNonResidential\m479_06_fill_holes_and_orientation.obj,0.006461
BuildingNonResidential\m481_06_fill_holes_and_orientation.obj,0.000575
Bus\D00084_06_fill_holes_and_orientation.obj,0.209191
Bus\D00114_06_fill_holes_and_orientation.obj,0.271201
Bus\D00151_06_fill_holes_and_orientation.obj,0.109802
Bus\D00179_06_fill_holes_and_orientation.obj,0.453838
Bus\D00182_06_fill_holes_and_orientation.obj,0.468763
Bus\D00264_06_fill_holes_and_orientation.obj,0.424606
Bus\D00411_06_fill_holes_and_orientation.obj,0.263009
Bus\D00436_06_fill_holes_and_orientation.obj,0.488339
Bus\D00446_06_fill_holes_and_orientation.obj,0.475381
Bus\D00448_06_fill_holes_and_orientation.obj,0.199352
Bus\D00483_06_fill_holes_and_orientation.obj,0.508226
Bus\D00516_06_fill_holes_and_orientation.obj,0.541367
Bus\D00677_06_fill_holes_and_orientation.obj,0.225764
Bus\D00754_06_fill_holes_and_orientation.obj,0.216382
Bus\D00769_06_fill_holes_and_orientation.obj,0.225988
Bus\D00775_06_fill_holes_and_orientation.obj,0.086369
Bus\D00815_06_fill_holes_and_orientation.obj,0.463147
Bus\D00823_06_fill_holes_and_orientation.obj,0.230313
Bus\D00832_06_fill_holes_and_orientation.obj,0.363936
Bus\D00857_06_fill_holes_and_orientation.obj,0.371011
Car\D00168_06_fill_holes_and_orientation.obj,0.257745
Car\D00236_06_fill_holes_and_orientation.obj,0.335302
Car\D00260_06_fill_holes_and_orientation.obj,0.210224
Car\D00265_06_fill_holes_and_orientation.obj,0.126813
Car\D00299_06_fill_holes_and_orientation.obj,0.464624
Car\D00377_06_fill_holes_and_orientation.obj,0.439060
Car\D00405_06_fill_holes_and_orientation.obj,0.311302
Car\D00452_06_fill_holes_and_orientation.obj,0.298939
Car\D00504_06_fill_holes_and_orientation.obj,0.263715
Car\D00541_06_fill_holes_and_orientation.obj,0.052661
Car\D00618_06_fill_holes_and_orientation.obj,0.407112
Car\D00670_06_fill_holes_and_orientation.obj,0.072879
Car\D00671_06_fill_holes_and_orientation.obj,0.541250
Car\D00724_06_fill_holes_and_orientation.obj,0.127714
Car\D00767_06_fill_holes_and_orientation.obj,0.427174
Car\D00785_06_fill_holes_and_orientation.obj,0.065630
Car\D00793_06_fill_holes_and_orientation.obj,0.466997
Car\D00803_06_fill_holes_and_orientation.obj,0.281348
Car\D00865_06_fill_holes_and_orientation.obj,0.448610
Car\D00976_06_fill_holes_and_orientation.obj,0.265201
Car\m1485_06_fill_holes_and_orientation.obj,0.368027
Car\m1486_06_fill_holes_and_orientation.obj,0.423926
Car\m1487_06_fill_holes_and_orientation.obj,0.250433
Car\m1488_06_fill_holes_and_orientation.obj,0.180479
Car\m1489_06_fill_holes_and_orientation.obj,0.329797
Car\m1490_06_fill_holes_and_orientation.obj,0.177908
Car\m1492_06_fill_holes_and_orientation.obj,0.078720
Car\m1495_06_fill_holes_and_orientation.obj,0.288785
Car\m1496_06_fill_holes_and_orientation.obj,0.293933
Car\m1497_06_fill_holes_and_orientation.obj,0.278361
Car\m1498_06_fill_holes_and_orientation.obj,0.205769
Car\m1499_06_fill_holes_and_orientation.obj,0.152411
Car\m1500_06_fill_holes_and_orientation.obj,0.337574
Car\m1502_06_fill_holes_and_orientation.obj,0.084148
Car\m1503_06_fill_holes_and_orientation.obj,0.090602
Car\m1504_06_fill_holes_and_orientation.obj,0.159359
Car\m1505_06_fill_holes_and_orientation.obj,0.229383
Car\m1506_06_fill_holes_and_orientation.obj,0.169387
Car\m1507_06_fill_holes_and_orientation.obj,0.139191
Car\m1508_06_fill_holes_and_orientation.obj,0.172763
Car\m1509_06_fill_holes_and_orientation.obj,0.088156
Car\m1510_06_fill_holes_and_orientation.obj,0.198977
Car\m1511_06_fill_holes_and_orientation.obj,0.125963
Car\m1512_06_fill_holes_and_orientation.obj,0.219561
Car\m1513_06_fill_holes_and_orientation.obj,0.131690
Car\m1514_06_fill_holes_and_orientation.obj,0.171542
Car\m1515_06_fill_holes_and_orientation.obj,0.174835
Car\m1516_06_fill_holes_and_orientation.obj,0.427242
Car\m1517_06_fill_holes_and_orientation.obj,0.240147
Car\m1518_06_fill_holes_and_orientation.obj,0.446669
Car\m1519_06_fill_holes_and_orientation.obj,0.451133
Car\m1521_06_fill_holes_and_orientation.obj,0.406160
Car\m1522_06_fill_holes_and_orientation.obj,0.429982
Car\m1523_06_fill_holes_and_orientation.obj,0.444832
Car\m1524_06_fill_holes_and_orientation.obj,0.461125
Car\m1525_06_fill_holes_and_orientation.obj,0.224173
Car\m1526_06_fill_holes_and_orientation.obj,0.449033
Car\m1527_06_fill_holes_and_orientation.obj,0.344542
Car\m1528_06_fill_holes_and_orientation.obj,0.502316
Car\m1529_06_fill_holes_and_orientation.obj,0.424535
Car\m1530_06_fill_holes_and_orientation.obj,0.349194
Car\m1531_06_fill_holes_and_orientation.obj,0.497312
Car\m1532_06_fill_holes_and_orientation.obj,0.424148
Car\m1533_06_fill_holes_and_orientation.obj,0.484946
Car\m1535_06_fill_holes_and_orientation.obj,0.347083
Car\m1536_06_fill_holes_and_orientation.obj,0.540572
Car\m1538_06_fill_holes_and_orientation.obj,0.444917
Car\m1539_06_fill_holes_and_orientation.obj,0.439065
Car\m1540_06_fill_holes_and_orientation.obj,0.462157
Car\m1542_06_fill_holes_and_orientation.obj,0.309895
Car\m1543_06_fill_holes_and_orientation.obj,0.177860
Car\m1544_06_fill_holes_and_orientation.obj,0.144061
Car\m1545_06_fill_holes_and_orientation.obj,0.592790
Car\m1546_06_fill_holes_and_orientation.obj,0.349347
Car\m1547_06_fill_holes_and_orientation.obj,0.356226
Car\m1548_06_fill_holes_and_orientation.obj,0.592790
Car\m1550_06_fill_holes_and_orientation.obj,0.269759
Car\m1551_06_fill_holes_and_orientation.obj,0.504740
Car\m1552_06_fill_holes_and_orientation.obj,0.407711
Car\m1553_06_fill_holes_and_orientation.obj,0.029721
Car\m1555_06_fill_holes_and_orientation.obj,0.195339
Car\m1556_06_fill_holes_and_orientation.obj,0.137018
Car\m1557_06_fill_holes_and_orientation.obj,0.410694
Car\m1558_06_fill_holes_and_orientation.obj,0.115400
Car\m1559_06_fill_holes_and_orientation.obj,0.074417
Car\m1560_06_fill_holes_and_orientation.obj,0.137048
Car\m1561_06_fill_holes_and_orientation.obj,0.190096
Car\m1562_06_fill_holes_and_orientation.obj,0.147149
Car\m1563_06_fill_holes_and_orientation.obj,0.298680
Cellphone\D00018_06_fill_holes_and_orientation.obj,0.425621
Cellphone\D00032_06_fill_holes_and_orientation.obj,0.592057
Cellphone\D00079_06_fill_holes_and_orientation.obj,0.943806
Cellphone\D00152_06_fill_holes_and_orientation.obj,0.732776
Cellphone\D00192_06_fill_holes_and_orientation.obj,0.777950
Cellphone\D00248_06_fill_holes_and_orientation.obj,0.393023
Cellphone\D00312_06_fill_holes_and_orientation.obj,0.085313
Cellphone\D00327_06_fill_holes_and_orientation.obj,0.630806
Cellphone\D00362_06_fill_holes_and_orientation.obj,0.845928
Cellphone\D00369_06_fill_holes_and_orientation.obj,0.550713
Cellphone\D00440_06_fill_holes_and_orientation.obj,0.442504
Cellphone\D00527_06_fill_holes_and_orientation.obj,0.765456
Cellphone\D00542_06_fill_holes_and_orientation.obj,0.445247
Cellphone\D00554_06_fill_holes_and_orientation.obj,0.605744
Cellphone\D00559_06_fill_holes_and_orientation.obj,0.081418
Cellphone\D00817_06_fill_holes_and_orientation.obj,0.825508
Cellphone\D00848_06_fill_holes_and_orientation.obj,0.513412
Cellphone\D00902_06_fill_holes_and_orientation.obj,0.609987
Cellphone\D00979_06_fill_holes_and_orientation.obj,0.010020
Cellphone\D00997_06_fill_holes_and_orientation.obj,0.571858
Chess\D01017_06_fill_holes_and_orientation.obj,0.328942
Chess\D01019_06_fill_holes_and_orientation.obj,0.245203
Chess\D01021_06_fill_holes_and_orientation.obj,0.279806
Chess\D01043_06_fill_holes_and_orientation.obj,0.245969
Chess\D01045_06_fill_holes_and_orientation.obj,0.237392
Chess\D01049_06_fill_holes_and_orientation.obj,0.287966
Chess\D01053_06_fill_holes_and_orientation.obj,0.226426
Chess\D01080_06_fill_holes_and_orientation.obj,0.179995
Chess\D01081_06_fill_holes_and_orientation.obj,0.210802
Chess\D01099_06_fill_holes_and_orientation.obj,0.146267
Chess\D01105_06_fill_holes_and_orientation.obj,0.234162
Chess\D01112_06_fill_holes_and_orientation.obj,0.178569
Chess\D01123_06_fill_holes_and_orientation.obj,0.245365
Chess\D01126_06_fill_holes_and_orientation.obj,0.286637
Chess\D01130_06_fill_holes_and_orientation.obj,0.222419
Chess\D01138_06_fill_holes_and_orientation.obj,0.253437
Chess\D01145_06_fill_holes_and_orientation.obj,0.241553
Chess\D01171_06_fill_holes_and_orientation.obj,0.219909
Chess\D01186_06_fill_holes_and_orientation.obj,0.268128
Chess\D01188_06_fill_holes_and_orientation.obj,0.184987
