name,surface_area,volume,compactness,rectangularity,diameter,convexity,eccentricity
AquaticAnimal\m80_06_fill_holes_and_orientation.obj,0.437879,0.0075,13.197106,0.062992,1.007106,0.247798,13.682354
AquaticAnimal\m81_06_fill_holes_and_orientation.obj,0.378807,0.007795,7.910487,0.06392,1.000378,0.276408,58.111952
Bed\D00031_06_fill_holes_and_orientation.obj,3.747204,0.090817,56.406885,0.292745,1.190585,0.508363,23.105964
Bed\D00110_06_fill_holes_and_orientation.obj,2.554506,0.042191,82.798957,0.170812,1.231429,0.213875,48.994449
Bed\D00121_06_fill_holes_and_orientation.obj,3.516906,0.068749,81.376374,0.148011,1.337783,0.188946,12.293038
Bed\D00184_06_fill_holes_and_orientation.obj,8.300676,0.317294,50.230144,0.724933,1.321752,0.913369,8.054435
Bed\D00210_06_fill_holes_and_orientation.obj,6.788079,0.058675,803.296078,0.110879,1.357397,0.141886,20.277988
Bed\D00213_06_fill_holes_and_orientation.obj,2.598384,0.052625,56.011387,0.309982,1.12511,0.365092,31.805234
Bed\D00217_06_fill_holes_and_orientation.obj,2.211932,0.03798,66.33688,0.234282,1.132762,0.262793,28.375684
Bed\D00307_06_fill_holes_and_orientation.obj,4.865645,0.12266,67.695591,0.385802,1.182729,0.62908,26.394172
Bed\D00322_06_fill_holes_and_orientation.obj,2.001094,0.03988,44.550005,0.192955,1.166326,0.216365,34.876253
Bed\D00417_06_fill_holes_and_orientation.obj,4.079423,0.090038,74.04472,0.323701,1.229401,0.373551,33.061276
Bed\D00538_06_fill_holes_and_orientation.obj,1.890544,0.054918,19.809777,0.212825,1.222649,0.218183,14.009102
Bed\D00545_06_fill_holes_and_orientation.obj,2.391096,0.038381,82.053798,0.113285,1.128693,0.19296,30.07749
Bed\D00552_06_fill_holes_and_orientation.obj,2.498763,0.111669,11.062684,0.231726,1.238693,0.509478,4.974507
Bed\D00565_06_fill_holes_and_orientation.obj,3.727676,0.06028,126.042245,0.266225,1.231645,0.36459,91.774394
Bed\D00650_06_fill_holes_and_orientation.obj,2.644403,0.046334,76.15955,0.220666,1.160156,0.252353,14.61762
Bed\D00735_06_fill_holes_and_orientation.obj,4.604088,0.073987,157.639215,0.200634,1.19849,0.325739,20.950465
Bed\D00836_06_fill_holes_and_orientation.obj,2.65116,0.078021,27.066874,0.334492,1.051089,0.720446,8.325541
Bed\D00839_06_fill_holes_and_orientation.obj,5.017319,0.135553,60.77802,0.416133,1.267599,0.541075,38.818287
Bed\D00969_06_fill_holes_and_orientation.obj,5.522775,0.158668,59.162084,0.335898,1.282543,0.48362,9.325329
Bed\D00988_06_fill_holes_and_orientation.obj,3.452416,0.080933,55.547391,0.294548,1.200914,0.397752,16.683201
Bed\m945_06_fill_holes_and_orientation.obj,3.468638,0.095804,40.202972,0.193172,1.206316,0.312697,6.19597
Bed\m946_06_fill_holes_and_orientation.obj,2.563184,0.041204,87.703622,0.168899,1.149723,0.190883,16.515085
Bed\m947_06_fill_holes_and_orientation.obj,2.376831,0.043652,62.306298,0.135122,1.23755,0.182613,14.594533
Bed\m948_06_fill_holes_and_orientation.obj,2.61077,0.087404,20.596209,0.109962,1.187411,0.256807,1.554848
Bed\m949_06_fill_holes_and_orientation.obj,3.585406,0.102116,39.082184,0.1698,1.356394,0.274429,6.304734
Bed\m950_06_fill_holes_and_orientation.obj,3.312825,0.033109,293.253811,0.039594,1.253836,0.08549,2.004899
Bed\m951_06_fill_holes_and_orientation.obj,5.77886,0.146772,79.210863,0.351847,1.33174,0.483569,28.192579
Bicycle\D00016_06_fill_holes_and_orientation.obj,0.534812,0.001304,795.206905,0.00929,1.006351,0.021171,152.067534
Bicycle\D00033_06_fill_holes_and_orientation.obj,0.550663,0.002422,251.631491,0.013611,1.000874,0.043097,132.347841
Bicycle\D00040_06_fill_holes_and_orientation.obj,1.753218,0.006865,1011.085443,0.032604,1.02841,0.105492,50.29387
Bicycle\D00077_06_fill_holes_and_orientation.obj,0.699515,0.002254,595.502182,0.009606,1.007335,0.029682,61.042284
Bicycle\D00078_06_fill_holes_and_orientation.obj,0.831068,0.003146,512.863042,0.010663,1.054536,0.033681,26.361003
Bicycle\D00462_06_fill_holes_and_orientation.obj,0.804119,0.0011,3796.850666,0.006471,1.017067,0.018895,64.92921
Bicycle\D00514_06_fill_holes_and_orientation.obj,0.992494,0.004884,362.452291,0.035918,1.012333,0.092861,66.545467
Bicycle\D00536_06_fill_holes_and_orientation.obj,0.708389,0.002974,355.355244,0.008429,1.038098,0.027579,14.539306
Bicycle\D00555_06_fill_holes_and_orientation.obj,1.600296,0.009795,377.661669,0.041173,1.004114,0.127489,38.047411
Bicycle\D00558_06_fill_holes_and_orientation.obj,0.840044,0.003306,479.540994,0.021676,1.004469,0.054708,60.644844
Bicycle\D00567_06_fill_holes_and_orientation.obj,0.50294,0.002018,276.17283,0.010923,1.004327,0.032047,73.830368
Bicycle\D00621_06_fill_holes_and_orientation.obj,0.534938,0.001305,795.199398,0.009357,1.006467,0.021171,149.708661
Bicycle\D00708_06_fill_holes_and_orientation.obj,0.754312,0.003002,421.147422,0.013008,1.02039,0.048565,63.40849
Bicycle\D00750_06_fill_holes_and_orientation.obj,1.487158,0.005482,967.790358,0.021866,1.013249,0.064835,36.149445
Bicycle\D00838_06_fill_holes_and_orientation.obj,0.817366,0.003006,534.212861,0.01288,1.022334,0.048356,60.451768
Bicycle\D00847_06_fill_holes_and_orientation.obj,0.830517,0.003142,512.995005,0.010666,1.054118,0.033685,26.619154
Bicycle\D00904_06_fill_holes_and_orientation.obj,0.522139,0.00209,288.063128,0.013707,1.051086,0.045968,127.502125
Bicycle\D00930_06_fill_holes_and_orientation.obj,1.062911,0.00446,533.879365,0.014558,1.04505,0.037821,29.085163
Bicycle\D00931_06_fill_holes_and_orientation.obj,0.773368,0.002335,749.917992,0.012605,1.028005,0.033737,53.664235
Bicycle\D00974_06_fill_holes_and_orientation.obj,0.886024,0.004762,271.229626,0.027954,1.062015,0.096509,50.288178
Bicycle\m1472_06_fill_holes_and_orientation.obj,0.503647,0.002061,265.883126,0.007479,1.013766,0.026221,31.270239
Bicycle\m1473_06_fill_holes_and_orientation.obj,0.615366,0.002018,505.877497,0.011337,1.000887,0.035905,131.959933
Bicycle\m1475_06_fill_holes_and_orientation.obj,0.861908,0.004528,276.164252,0.028375,1.047585,0.09561,54.379611
Bicycle\m1476_06_fill_holes_and_orientation.obj,0.50294,0.002018,276.172076,0.010923,1.004327,0.032047,73.830378
Bicycle\m1477_06_fill_holes_and_orientation.obj,0.830251,0.003143,512.407039,0.010666,1.054139,0.033684,26.427711
Bicycle\m1478_06_fill_holes_and_orientation.obj,0.536016,0.001309,795.255933,0.009327,1.007482,0.02117,166.294358
Biplane\D00069_06_fill_holes_and_orientation.obj,1.405943,0.003097,2561.916963,0.029025,1.013863,0.056094,7.333506
Biplane\D00132_06_fill_holes_and_orientation.obj,1.104674,0.007252,226.662102,0.042094,1.028813,0.124335,39.970799
Biplane\D00178_06_fill_holes_and_orientation.obj,0.937258,0.000385,49002.07174,0.002254,1.003198,0.006835,18.781916
Biplane\D00199_06_fill_holes_and_orientation.obj,1.405704,0.004778,1075.602958,0.021124,1.0279,0.04631,4.931832
Biplane\D00246_06_fill_holes_and_orientation.obj,0.620797,0.001079,1818.064274,0.012318,1.000008,0.031721,15.495448
Biplane\D00276_06_fill_holes_and_orientation.obj,1.603393,0.021868,76.219056,0.059057,1.019461,0.129261,3.405018
Biplane\D00277_06_fill_holes_and_orientation.obj,0.785155,0.003346,382.188519,0.017737,1.000605,0.056033,5.526105
Biplane\D00320_06_fill_holes_and_orientation.obj,0.783673,0.003975,269.3884,0.029527,1.000007,0.087412,8.719825
Biplane\D00373_06_fill_holes_and_orientation.obj,1.279295,0.007555,324.293763,0.028938,1.000282,0.076627,14.389479
Biplane\D00410_06_fill_holes_and_orientation.obj,0.947579,0.007826,122.823051,0.073388,1.002869,0.179403,10.288509
Biplane\D00490_06_fill_holes_and_orientation.obj,0.948514,0.003327,681.552458,0.020078,1.008093,0.05001,10.31939
Biplane\D00515_06_fill_holes_and_orientation.obj,1.294163,0.012928,114.667008,0.050295,1.000001,0.128107,8.340321
Biplane\D00601_06_fill_holes_and_orientation.obj,1.872624,0.0241,99.965262,0.068796,1.077722,0.145728,3.412514
Biplane\D00616_06_fill_holes_and_orientation.obj,0.825016,0.002362,890.1999,0.022052,1.005836,0.057196,18.058574
Biplane\D00632_06_fill_holes_and_orientation.obj,0.970012,0.009972,81.1472,0.04332,1.010672,0.10479,16.345858
Biplane\D00634_06_fill_holes_and_orientation.obj,1.286219,0.007489,335.448457,0.03173,1.015444,0.073047,8.373345
Biplane\D00666_06_fill_holes_and_orientation.obj,1.178619,0.013837,75.610516,0.063225,1.029896,0.138158,34.847284
Biplane\D00854_06_fill_holes_and_orientation.obj,0.958487,0.002695,1071.720381,0.014187,1.000053,0.033105,7.435992
Biplane\D00890_06_fill_holes_and_orientation.obj,1.768968,0.003329,4416.025025,0.011356,1.015426,0.026059,12.086462
Biplane\D00900_06_fill_holes_and_orientation.obj,0.856198,0.004125,326.202965,0.027689,1.001759,0.073306,9.45225
Biplane\m1118_06_fill_holes_and_orientation.obj,0.908572,0.00179,2069.811701,0.013133,1.016639,0.028229,13.091031
Biplane\m1119_06_fill_holes_and_orientation.obj,1.309053,0.011626,146.7325,0.040356,1.02021,0.089271,5.299264
Biplane\m1120_06_fill_holes_and_orientation.obj,2.053215,0.004954,3118.658006,0.017043,1.016916,0.03831,15.909775
Biplane\m1121_06_fill_holes_and_orientation.obj,0.95234,0.008466,106.557705,0.03072,1.002581,0.08536,3.285343
Biplane\m1122_06_fill_holes_and_orientation.obj,1.431018,0.010676,227.318677,0.032475,1.009251,0.086306,8.696672
Biplane\m1123_06_fill_holes_and_orientation.obj,1.22949,0.01375,86.917749,0.042117,1.017126,0.150674,2.521185
Biplane\m1124_06_fill_holes_and_orientation.obj,0.858719,0.006125,149.249583,0.042149,1.01439,0.096874,78.660133
Biplane\m1125_06_fill_holes_and_orientation.obj,1.32286,0.013215,117.205925,0.061489,1.02815,0.102952,9.718666
Biplane\m1126_06_fill_holes_and_orientation.obj,1.114719,0.010557,109.895351,0.053884,1.03546,0.105783,23.115957
Biplane\m1127_06_fill_holes_and_orientation.obj,0.979552,0.010748,71.938718,0.06055,1.022141,0.133513,33.122366
Biplane\m1128_06_fill_holes_and_orientation.obj,1.174364,0.013752,75.727155,0.058965,1.027707,0.138185,22.297409
Biplane\m1129_06_fill_holes_and_orientation.obj,1.025829,0.007677,161.960685,0.037465,1.00251,0.096637,7.602415
Biplane\m1131_06_fill_holes_and_orientation.obj,0.945178,0.009295,86.418499,0.058471,1.016648,0.114753,9.066885
Biplane\m1132_06_fill_holes_and_orientation.obj,0.897595,0.006363,157.913614,0.043057,1.014928,0.102545,46.982894
Biplane\m1133_06_fill_holes_and_orientation.obj,0.970013,0.009972,81.148184,0.043319,1.010672,0.104789,16.34584
Biplane\m1134_06_fill_holes_and_orientation.obj,0.589145,0.003073,191.439794,0.036283,1.005247,0.083207,40.198017
Biplane\m1135_06_fill_holes_and_orientation.obj,0.881947,0.006162,159.723526,0.064539,1.011348,0.129184,25.009092
Biplane\m1136_06_fill_holes_and_orientation.obj,0.425989,0.002388,119.852083,0.019423,1.000035,0.055004,12.199425
Biplane\m1137_06_fill_holes_and_orientation.obj,0.711988,0.004319,171.080051,0.052109,1.003329,0.123369,38.557379
Biplane\m1138_06_fill_holes_and_orientation.obj,1.779818,0.015222,215.132921,0.039685,1.029804,0.08693,3.192029
Biplane\m1139_06_fill_holes_and_orientation.obj,1.075067,0.004276,600.83561,0.024144,1.014946,0.049472,5.923196
Biplane\m1141_06_fill_holes_and_orientation.obj,1.037819,0.006162,260.291786,0.032428,1,0.074957,6.086714
Biplane\m1143_06_fill_holes_and_orientation.obj,1.41516,0.003083,2636.610179,0.029748,1.01127,0.056269,8.026252
Biplane\m1144_06_fill_holes_and_orientation.obj,1.17072,0.005573,456.783661,0.028786,1.000739,0.06954,3.452216
Biplane\m1146_06_fill_holes_and_orientation.obj,0.721496,0.01114,26.759304,0.042627,1.020656,0.169561,47.175639
Bird\D00089_06_fill_holes_and_orientation.obj,0.422559,0.003497,54.545346,0.023049,1.000485,0.103675,18.647086
Bird\D00113_06_fill_holes_and_orientation.obj,2.386774,0.050591,46.971956,0.097745,1.017975,0.297735,3.171632
Bird\D00164_06_fill_holes_and_orientation.obj,1.044115,0.004429,513.07481,0.031949,1.000003,0.10675,5.852096
Bird\D00234_06_fill_holes_and_orientation.obj,0.524105,0.008718,16.749537,0.031645,1.000813,0.167276,2.460845
Bird\D00271_06_fill_holes_and_orientation.obj,0.978619,0.003844,560.93718,0.018146,1.241515,0.043579,11.652363
Bird\D00284_06_fill_holes_and_orientation.obj,0.447372,0.003276,73.769174,0.02985,1.000088,0.083936,4.835701
Bird\D00323_06_fill_holes_and_orientation.obj,0.173386,0.000529,164.525583,0.044284,1.000009,0.150515,407.091565
Bird\D00386_06_fill_holes_and_orientation.obj,0.360842,0.003188,40.88344,0.09438,1.001665,0.219127,134.221856
Bird\D00438_06_fill_holes_and_orientation.obj,0.366302,0.001861,125.490859,0.031103,1,0.125291,47.808176
Bird\D00442_06_fill_holes_and_orientation.obj,1.201869,0.008126,232.491775,0.025147,1.001278,0.095677,2.974948
Bird\D00546_06_fill_holes_and_orientation.obj,0.536251,0.002752,179.991542,0.042452,1.001726,0.136214,12.48159
Bird\D00599_06_fill_holes_and_orientation.obj,0.277485,0.00099,192.647662,0.025825,1.000001,0.091785,59.4731
Bird\D00625_06_fill_holes_and_orientation.obj,0.657679,0.003351,224.031629,0.007348,1.036374,0.037747,2.291069
Bird\D00689_06_fill_holes_and_orientation.obj,0.346537,0.001503,162.909193,0.016506,1.004029,0.06236,6.63771
Bird\D00736_06_fill_holes_and_orientation.obj,0.380467,0.002459,80.513145,0.03379,1.00029,0.135444,27.386338
Bird\D00762_06_fill_holes_and_orientation.obj,0.608103,0.011855,14.14737,0.02588,1.028279,0.163758,4.938643
Bird\D00862_06_fill_holes_and_orientation.obj,0.548436,0.004323,78.03122,0.032892,1.000127,0.127614,10.526808
Bird\D00922_06_fill_holes_and_orientation.obj,1.464094,0.023427,50.560265,0.026479,1.336732,0.111871,2.383752
Bird\D00961_06_fill_holes_and_orientation.obj,0.363675,0.002251,83.918292,0.027807,1.001183,0.12315,51.859468
Bird\D00999_06_fill_holes_and_orientation.obj,0.294319,0.002058,53.20014,0.041841,1,0.164235,24.105785
Bird\m28_06_fill_holes_and_orientation.obj,1.210648,0.012439,101.404335,0.056238,1.013889,0.158632,7.219946
Bird\m29_06_fill_holes_and_orientation.obj,0.587691,0.017064,6.163384,0.108232,1.093303,0.414512,8.862522
Bird\m30_06_fill_holes_and_orientation.obj,0.737498,0.014541,16.775232,0.086539,1.0624,0.295309,11.763156
Bird\m31_06_fill_holes_and_orientation.obj,1.229951,0.070839,3.278454,0.32222,1.059222,0.605776,14.01646
Bird\m32_06_fill_holes_and_orientation.obj,0.665767,0.025395,4.045971,0.142388,1.026863,0.379727,11.72372
Bird\m33_06_fill_holes_and_orientation.obj,2.119577,0.072462,16.035269,0.126029,1.211802,0.368789,4.198059
Bird\m34_06_fill_holes_and_orientation.obj,0.423935,0.003528,54.133539,0.024844,1.001483,0.103938,8.216825
Bird\m35_06_fill_holes_and_orientation.obj,1.951015,0.097036,6.973706,0.153071,1.086529,0.383963,2.118368
Bird\m36_06_fill_holes_and_orientation.obj,1.730535,0.045282,22.34805,0.06574,1.0721,0.213946,35.409532
Bird\m37_06_fill_holes_and_orientation.obj,0.806729,0.009794,48.397646,0.030515,1.000959,0.126571,4.12402
Bird\m38_06_fill_holes_and_orientation.obj,0.294353,0.002059,53.200811,0.041863,1,0.164852,19.152794
Bird\m39_06_fill_holes_and_orientation.obj,0.737172,0.011009,29.226443,0.054455,1.000518,0.229103,26.713291
Bird\m40_06_fill_holes_and_orientation.obj,0.343997,0.001467,167.189919,0.018318,1.00044,0.061539,6.209592
Bird\m41_06_fill_holes_and_orientation.obj,0.3663,0.001869,124.380351,0.031241,1,0.125848,47.802669
Bird\m43_06_fill_holes_and_orientation.obj,0.310599,0.001312,153.986666,0.004462,1.00078,0.024197,11.117366
Bird\m44_06_fill_holes_and_orientation.obj,0.478468,0.003141,98.19607,0.028803,1.008276,0.090178,15.74622
Bird\m45_06_fill_holes_and_orientation.obj,0.44707,0.003292,72.914101,0.030096,1.000112,0.084298,4.465129
Bird\m47_06_fill_holes_and_orientation.obj,0.30231,0.00291,28.843813,0.028093,1.002198,0.147545,111.943449
Bird\m48_06_fill_holes_and_orientation.obj,1.010684,0.061735,2.395171,0.30496,1.026637,0.800668,25.369373
Bird\m49_06_fill_holes_and_orientation.obj,2.515797,0.182355,4.233869,0.318724,1.006905,0.775062,5.78869
Bird\m50_06_fill_holes_and_orientation.obj,0.933282,0.054458,2.423577,0.261946,1.038663,0.676638,29.189068
Bird\m51_06_fill_holes_and_orientation.obj,1.085369,0.073698,2.081465,0.30218,1.029605,0.829081,5.814182
Bird\m52_06_fill_holes_and_orientation.obj,2.179281,0.103122,8.605656,0.172814,1.071251,0.562568,4.522052
Bookset\D01009_06_fill_holes_and_orientation.obj,12.159339,0.19254,428.781642,0.404091,1.273889,0.551771,2.730779
Bookset\D01013_06_fill_holes_and_orientation.obj,21.303876,0.194159,2267.825669,0.505376,1.178547,0.836016,1.900968
Bookset\D01030_06_fill_holes_and_orientation.obj,5.247897,0.172824,42.785309,0.2861,1.058552,0.829962,1.712891
Bookset\D01038_06_fill_holes_and_orientation.obj,2.641429,0.043679,85.410465,0.448755,1.06741,0.614419,10.146745
Bookset\D01042_06_fill_holes_and_orientation.obj,4.795511,0.026982,1339.339141,0.041933,1.008272,0.15133,5.058277
Bookset\D01050_06_fill_holes_and_orientation.obj,4.570847,0.195478,22.097504,0.313046,1.089322,0.8557,2.736683
Bookset\D01065_06_fill_holes_and_orientation.obj,21.35482,0.186327,2480.173479,0.512748,1.159182,0.858399,2.208806
Bookset\D01078_06_fill_holes_and_orientation.obj,5.002441,0.015664,4511.065004,0.048887,1.114867,0.087184,14.422145
Bookset\D01096_06_fill_holes_and_orientation.obj,13.732935,0.077981,3765.779516,0.206204,1.218482,0.293999,1.734273
Bookset\D01108_06_fill_holes_and_orientation.obj,13.985346,0.290112,287.365341,1.006634,1.235099,1.1804,3.321394
Bookset\D01109_06_fill_holes_and_orientation.obj,11.225028,0.023851,21983.69837,0.02447,1.318146,0.052164,3.311251
Bookset\D01110_06_fill_holes_and_orientation.obj,7.998434,0.281126,57.248135,0.452128,1.281655,0.876825,2.561803
Bookset\D01122_06_fill_holes_and_orientation.obj,3.852381,0.154946,21.055815,0.251126,1.039507,0.773334,2.396565
Bookset\D01135_06_fill_holes_and_orientation.obj,13.499808,0.053087,7718.859876,0.331258,1.124914,0.389216,5.867119
Bookset\D01146_06_fill_holes_and_orientation.obj,5.697498,0.256879,24.782383,0.370338,1.193158,0.855183,4.33113
Bookset\D01182_06_fill_holes_and_orientation.obj,7.924227,0.141318,220.305143,0.208799,1.123159,0.627954,5.406656
Bookset\D01183_06_fill_holes_and_orientation.obj,6.659434,0.282686,32.677584,0.495637,1.321481,0.757793,4.728699
Bookset\D01184_06_fill_holes_and_orientation.obj,9.970787,0.206133,206.272452,0.476388,1.250889,0.626602,28.13331
