label,num_vertices,num_faces,center_x,center_y,center_z,center_distance_from_origin,bbox_x,bbox_y,bbox_z,max_dimension,min_dimension,dimension_ratio,bbox_volume,mean_face_area,std_face_area,min_face_area,max_face_area,face_area_uniformity,mean_edge_length,std_edge_length,min_edge_length,max_edge_length,edge_length_uniformity,filename,category,original_file_found,original_num_vertices,original_num_faces,original_center_x,original_center_y,original_center_z,original_center_distance_from_origin,original_bbox_x,original_bbox_y,original_bbox_z,original_max_dimension,original_min_dimension,original_dimension_ratio,original_bbox_volume,original_mean_face_area,original_std_face_area,original_min_face_area,original_max_face_area,original_face_area_uniformity,original_mean_edge_length,original_std_edge_length,original_min_edge_length,original_max_edge_length,original_edge_length_uniformity,centered,center_error,scaled,scaling_error,face_uniformity,edge_uniformity,fully_compliant,remeshing_applied,target_faces
processed,4597,9038,-0.02297263932999805,0.018842424624755327,0.19774989688927586,0.1999694997824543,0.9249320000000001,1.0,0.907097,1.0,0.907097,1.1024179332530037,0.8390030424040001,0.00038610529400750625,0.0030335399928011365,3.7696428932322024e-08,0.17760702168491857,-6.85676871020101,0.046951196219187016,0.12562165799695493,9.662815324739513e-05,0.8716552214040825,-1.6755794977086982,m948,Bed,True,4597,9038,0.5129767885577536,0.4466699514900955,0.4229775808135636,0.8009801901633306,0.95,0.868382,0.936408,0.95,0.868382,1.0939885902747868,0.7725018592631999,0.0004849880310569379,0.0038104387085400424,4.8681000000047074e-08,0.22309279109455346,-6.856768547949371,0.052621024014731815,0.140791759966591,0.00010881176406983728,0.9769159435422271,-1.6755800101338743,False,0.1999694997824543,True,0.0,-6.85676871020101,-1.6755794977086982,False,True,0
processed,2192,4448,0.0017667445255475044,0.043817687500000056,0.002453937043795619,0.04392189580472507,1.0,0.5864929999999999,0.304593,1.0,0.304593,3.2830695386958992,0.17864166234899997,0.00011274072142118824,0.00020855591569873778,1.9827177024036127e-07,0.002398103055496944,-0.8498721053912135,0.03854196422998226,0.06434118130206444,0.0005612958221829196,0.38881512348415664,-0.6693799236109679,D00033,Bicycle,True,2192,4448,-0.07791178877737216,0.06937240739051093,0.0030844146897810224,0.104366140829406,1.943924,1.093925,0.591641,1.943924,0.591641,3.285647884443438,1.2581287644912496,0.00042526514233457856,0.0007866866909600762,7.502889802429286e-07,0.009045782546805367,-0.8498734381129884,0.07485546365240166,0.12496220800147838,0.00109115489276267,0.7551491273735275,-0.6693799210402607,False,0.04392189580472507,True,0.0,-0.8498721053912135,-0.6693799236109679,False,True,0
processed,2877,5484,0.013660466805700433,0.028518470976711792,0.004025146680570037,0.03187653284156387,1.0,0.808844,0.306977,1.0,0.306977,3.257573042931555,0.248296504588,0.0002110682624007498,0.0006424231799442488,8.134620414094271e-07,0.005408875031321212,-2.0436749354789145,0.025557154049346578,0.0418743947209336,0.0007191286393963154,0.3898953994868367,-0.6384607863645995,D00750,Bicycle,True,3053,5484,0.10905722371437969,-0.061735686537831666,0.07690858532590909,0.14703640206907373,1.914939,1.55521,0.606948,1.914939,0.606948,3.155029755432096,1.8075714324106562,0.0007594987980987818,0.0023116659301883,2.9269967498748047e-06,0.01946288140822477,-2.043672927429229,0.04848022805131555,0.07943294320805483,0.0013640179617585568,0.7396062512999738,-0.6384605931303855,False,0.03187653284156387,True,0.0,-2.0436749354789145,-0.6384607863645995,False,True,0
processed,9177,17062,0.02463710035959458,-0.0025500944753186956,0.0018503488067996045,0.02483774318791083,1.0,0.601057,0.308317,1.0,0.308317,3.2434150565813757,0.185316091069,4.3590218097934665e-05,0.00011980202028049278,2.306777293216634e-07,0.00738302241634303,-1.748369370654034,0.01988554237964133,0.0371233895306682,0.000503748945408325,0.3672358622479564,-0.8668532555931108,D00931,Bicycle,True,32603,64230,-0.0437573305830749,0.10297371634512206,-0.06291256761647679,0.12835996806551458,1.7704019999999998,1.084968,0.568906,1.7704019999999998,0.568906,3.111941164269668,1.092771437275773,3.8233668406508085e-05,0.00018130813063963692,7.750745593159702e-09,0.023173323377025296,-3.74210658291881,0.020197065699837667,0.04826087085855378,8.30662386287292e-06,0.5498289521305695,-1.3894991270410966,False,0.02483774318791083,True,0.0,-1.748369370654034,-0.8668532555931108,False,True,0
processed,3239,5568,-0.00010715498610681658,0.028519338376041935,0.004620591849336214,0.02889141762939953,1.0,0.666121,0.200637,1.0,0.200637,4.984125560091109,0.133648519077,0.00018458678889252995,0.0002651295583799692,4.7872055145033756e-06,0.0011192100214881318,-0.43634092109556555,0.04781152382943063,0.048421105427399434,0.0007077796267200681,0.1270765515899767,-0.012749679348089904,D00132,Biplane,True,287,348,-0.004728571428571442,-0.0032262160278745205,0.0025823937282229985,0.006279857879059214,1.896194,1.2693919999999999,0.38481,1.896194,0.38481,4.927611028819418,0.9262428626446106,0.010568827433431216,0.015180433801072547,0.0002741741148673159,0.06408037585897931,-0.4363403979001437,0.3617810041665781,0.36639362470560277,0.005358985818230905,0.9615592738157124,-0.01274975879303164,False,0.02889141762939953,True,0.0,-0.43634092109556555,-0.012749679348089904,False,True,0
processed,1920,3664,0.00547839531249997,0.001249617187500003,0.09526053072916647,0.09542611316153345,0.822335,1.0,0.449326,1.0,0.449326,2.225555609958026,0.36949649621,0.00043536143088990215,0.0019021493717970997,2.032204782798677e-06,0.024992609473072476,-3.369126975508612,0.03788929054901152,0.07304853777662514,0.0003200453092922728,0.4876083101896439,-0.927946834531872,D00276,Biplane,True,567,916,-0.3278549188712526,0.07596709876543205,0.1311607372134039,0.36119660423275873,1.779216,1.631255,0.946421,1.779216,0.946421,1.8799413791536748,2.7468497177450293,0.005624027642877269,0.02457208464822005,2.660659704753148e-05,0.3228548666105848,-3.369125866466919,0.136180586982219,0.2625489399890034,0.0011501395567495264,1.7525450195575574,-0.9279468961555015,False,0.09542611316153345,True,0.0,-3.369126975508612,-0.927946834531872,False,True,0
processed,9288,20251,4.372286821696027e-05,0.045446275624461734,-0.00025869885874247467,0.045447032960615426,1.0,0.473013,0.22718,1.0,0.22718,4.4017959327405585,0.10745909334,3.817268928466323e-05,8.054811297071613e-05,0.0,0.001664379613533051,-1.1100979386086434,0.012458260009768067,0.017701292068912994,0.0,0.22137950953735536,-0.4208478595754188,D00616,Biplane,True,20306,37102,-0.047301298286221476,-0.24968083615680275,-0.0019945464887225965,0.25412971290114417,1.9829599999999998,0.935807,0.378657,1.9829599999999998,0.378657,5.2368238273688315,0.702661620592769,8.199764572394542e-05,0.00017947110522594265,0.0,0.00654263076700774,-1.1887348550244106,0.018500315865051853,0.03019734098362876,0.0,0.43892345640897346,-0.6322608329446555,False,0.045447032960615426,True,0.0,-1.1100979386086434,-0.4208478595754188,False,True,0
processed,2270,4096,-0.022051855066079283,-4.9035242290765075e-05,0.0034333409691629964,0.022317583796658772,0.786919,1.0,0.293019,1.0,0.293019,3.41274797880001,0.230582218461,0.00023388159604809756,0.0005198563303348394,9.278445180796692e-07,0.004134875253264448,-1.2227329517108791,0.0399851761826251,0.06197093215178098,0.00016599999999999991,0.2530388006373726,-0.5498476702650976,D00632,Biplane,True,624,1024,0.1401583669871796,5.71746794871995e-05,0.003202649038461545,0.14019496448275326,1.474065,1.8724509999999999,0.554244,1.8724509999999999,0.554244,3.3783874972033976,1.5297768916904386,0.0032748878370171923,0.0072792064013503304,1.299774852978059e-05,0.05789696354042338,-1.2227345679051775,0.1496232511306038,0.2318932412239488,0.0006210257643608678,0.9468610173589364,-0.5498476304430306,False,0.022317583796658772,True,0.0,-1.2227329517108791,-0.5498476702650976,False,True,0
processed,1730,3072,0.044291961271676276,-9.287803468208373e-05,0.013242314450867047,0.04622926942572897,0.7205900000000001,1.0,0.216719,1.0,0.216719,4.614270091685547,0.15616554421,0.00030825849714591737,0.0006507744772907019,3.923441349816785e-06,0.003907359161268766,-1.1111323234105401,0.05253191615228403,0.07292213709217148,0.0003875474164537815,0.25920104216032774,-0.38814919449689445,m1131,Biplane,True,482,768,0.3494626784232369,0.5000752053941908,0.10637590248962647,0.6192860464206079,0.680618,0.95,0.171732,0.95,0.171732,5.531875247478629,0.11103969585719999,0.0011130812896881423,0.002349860327325174,1.4173046310176927e-05,0.014108855700303829,-1.1111309201716493,0.09982264900832087,0.13856873745248907,0.000736919262877526,0.4925399251248573,-0.38814927102303676,False,0.04622926942572897,True,0.0,-1.1111323234105401,-0.38814919449689445,False,True,0
processed,8674,17308,0.0030436202444086933,-0.0004423622319574701,0.03012754611482592,0.030284126922158403,0.829791,1.0,0.623744,1.0,0.623744,1.6032218345988098,0.5175771575039999,0.00013790004731258017,0.0001436087979554069,9.409434840085595e-07,0.002484234288325722,-0.04139774245244898,0.025241773824546183,0.02155841120122384,0.0009719825101307345,0.23241835684816292,0.1459232876787956,D00113,Bird,True,15871,31702,-0.2244199066851481,0.12211930508474586,0.10710540419633369,0.2770360749054387,1.719457,1.522959,1.160574,1.719457,1.160574,1.4815574017684352,3.0391516276676933,0.00022790959120912483,0.0003052532441626647,5.565606020909624e-07,0.007494663306880133,-0.33936111483158715,0.029137890680853637,0.027051704285316062,2.2649503305834902e-05,0.4036940896136578,0.07159702870696805,False,0.030284126922158403,True,0.0,-0.04139774245244898,0.1459232876787956,False,True,0
processed,1091,1398,0.0011731127406050814,0.013109002749770855,0.024254408799266717,0.02759526214402785,1.0,0.704669,0.46277100000000004,1.0,0.46277100000000004,2.1608959939149166,0.32610037779900003,0.00033749925792409896,0.000513271799541569,1.8075578572995756e-08,0.004710255735438764,-0.5208086758430737,0.03870915102450368,0.032649680019746406,0.0026063100352797567,0.22282808291819947,0.15653846298312013,D00625,Bird,True,1091,1398,0.22006567919340042,0.019548511457378508,-0.09076378276810258,0.2388495587633086,1.907742,1.440811,0.991973,1.907742,0.991973,1.9231793607285683,2.7266318787091177,0.0012360695870154287,0.0018798236401765022,6.495313621059046e-08,0.017250879015780807,-0.520807291048605,0.07407964143867275,0.06248329786792371,0.004988833330549348,0.42643758464398973,0.15653887283389645,False,0.02759526214402785,True,0.0,-0.5208086758430737,0.15653846298312013,False,True,0
processed,476,864,0.019466642857142887,0.011372508403361363,0.011259619747899153,0.02520045968587394,0.8498,1.0,0.344017,1.0,0.344017,2.9068330925506585,0.2923456466,0.00023281027139426924,0.0001394373938212083,4.272267969769214e-05,0.000724207716937503,0.4010685482812395,0.02836957917029633,0.014476464576314917,0.005203656118538196,0.06929723866071433,0.48971874100014345,m43,Bird,True,41,54,0.37745753658536585,0.45640224390243905,0.3584583414634147,0.692292989079751,0.902106,0.581166,0.95,0.95,0.581166,1.6346448346943903,0.49805966881619995,0.004374288643946527,0.0026199023012063835,0.0008028649153420236,0.01360682396223371,0.40106780451445434,0.12297183195239175,0.06275021140637158,0.022559717950364502,0.30037354341053407,0.48971882088684204,False,0.02520045968587394,True,0.0,0.4010685482812395,0.48971874100014345,False,True,0
processed,1379,2640,0.0014828622189992755,0.0558743067440173,0.005848723712835368,0.05619915127076347,1.0,0.706288,0.129419,1.0,0.129419,7.726840726632101,0.09140708667200001,0.00011236793770830234,0.00015638020383925485,3.7153440258947795e-06,0.0010124460714188317,-0.3916799313804675,0.019697909778087233,0.018154872934950102,0.002610213784347942,0.07665967092937458,0.07833505486220005,m47,Bird,True,101,165,0.4627155346534653,0.10376297029702969,0.5003769900990098,0.6893834580515035,0.6708029999999999,0.12315400000000001,0.95,0.95,0.12315400000000001,7.713919158127221,0.0784814690289,0.0016215330099512407,0.002256655059390312,5.362328749999989e-05,0.014609622864675972,-0.39168000006251447,0.074827585796816,0.06896596027669596,0.009919731145550257,0.29120916103721733,0.07833508802537714,False,0.05619915127076347,True,0.0,-0.3916799313804675,0.07833505486220005,False,True,0
processed,1458,2912,0.13229222976680402,0.03560846776406029,0.00032479355281206997,0.13700110409784638,1.0,0.580584,0.416378,1.0,0.416378,2.401663872731028,0.241742404752,0.00032697109492366014,0.00023574984509163794,4.104617609487984e-05,0.0009563650707599251,0.2789887278975537,0.028531550995217404,0.011919126838023389,0.007120517467150799,0.06615161731960904,0.5822474971647588,m50,Bird,True,93,182,0.21551597849462376,0.33337778494623665,0.5887203870967741,0.7100560391022175,0.381048,0.539283,0.95,0.95,0.381048,2.493124225819319,0.19521807315479997,0.004381372420156093,0.003159018531665077,0.0005500719485571402,0.012814976066329933,0.2789888124706522,0.1044421431036174,0.0436309759444468,0.026067250372833754,0.24214969841608314,0.5822474084894986,False,0.13700110409784638,True,0.0,0.2789887278975537,0.5822474971647588,False,True,0
processed,1645,3395,-0.004762200607902701,9.94024316109401e-05,0.07174562553191483,0.07190356888527208,1.0,0.514502,0.299987,1.0,0.299987,3.333477784037308,0.154343911474,0.002569092654148997,0.011347492484421299,3.6672063638454415e-08,0.06742892036514399,-3.416926133861107,0.19571593407619606,0.2160786499289507,3.600000000000825e-05,0.5615741885672809,-0.10404219742694565,D01135,Bookset,True,1645,10185,4.806574663221885,2.791296927659567,2.5216657592705025,6.103547880779309,10.50258,4.5966700000000005,5.045603,10.50258,4.5966700000000005,2.284823578808137,243.58604325871542,0.2721924326905115,1.2022541384710765,3.724241999996089e-06,7.1439947100126835,-3.4169271224305655,2.0145328224014083,2.2241291858986285,0.0003756660751252537,5.78036248856298,-0.10404216856957071,False,0.07190356888527208,True,0.0,-3.416926133861107,-0.10404219742694565,False,True,0
processed,3982,8128,0.054052107985936806,0.04054393043696643,0.1808700115519843,0.19307874495090308,1.0,0.748914,0.607425,1.0,0.607425,1.6462937811252418,0.45490908645,0.0011829710679356112,0.003319501006792602,1.133223168603852e-09,0.017130028140368084,-1.8060711684060236,0.09142841436813566,0.10519320821545497,0.00035111963773051146,0.2838958844699937,-0.1505526913317723,D01184,Bookset,True,247,1557,0.030756457489878538,0.11800457894736845,0.14215065991902848,0.18729081783495877,0.191003,0.230709,0.326618,0.326618,0.191003,1.710015025942001,0.014392785084078487,0.0020279798507274417,0.005698133005161577,0.0,0.02970594967388062,-1.8097581951406676,0.12124290559630505,0.13840812498550847,0.0004636291621544196,0.37385428012127936,-0.14157710345838614,False,0.19307874495090308,True,0.0,-1.8060711684060236,-0.1505526913317723,False,True,0
processed,728,1448,0.2768193653846154,-3.571428571452159e-08,-1.2362637363631466e-08,0.276819365384618,1.0,0.401484,0.402492,1.0,0.401484,2.4907592830598477,0.16159409812800002,0.00083069452612661,0.0011934814993192675,6.685318499999992e-06,0.0035179613756893997,-0.43672729479062844,0.04502395884572819,0.050460021041177125,0.001138336505608077,0.18110414227454877,-0.12073709942022792,D00311,Bottle,True,829,1448,0.35877041616405275,0.0383413498190592,-0.02450420747889022,0.3616444757004365,1.709606,0.687497,0.680956,1.709606,0.680956,2.510596866757911,0.8003609510441101,0.0023884402710490507,0.0034315365110338357,1.9231492026661675e-05,0.010114826713581295,-0.4367269521572068,0.07634492542505679,0.08556259996341577,0.001931137747546805,0.30709040160512996,-0.1207372263059896,False,0.276819365384618,True,0.0,-0.43672729479062844,-0.12073709942022792,False,True,0
processed,2165,4438,0.039473756120092365,0.0004332249422632705,0.001347951501154756,0.039499140235308844,1.0,0.273113,0.273575,1.0,0.273113,3.6614881019944128,0.074716888975,0.00028221774976940403,0.0003638661041918043,0.0,0.0015907877184285417,-0.2893097776065252,0.03091093893429788,0.025680716985107283,0.0,0.1353003675493899,0.1692029465784779,D00347,Bottle,True,2426,4438,-0.04981379637262985,0.040216126957955595,-0.0008891479802143367,0.06402766402644214,1.5811760000000001,0.43384500000000004,0.43166499999999997,1.5811760000000001,0.43166499999999997,3.6629701272977893,0.29611584526696383,0.000705154801010907,0.0009091629052037204,0.0,0.0039747470843449996,-0.28930967200442836,0.048860995573687664,0.04059356815525231,0.0,0.21387007237339214,0.16920300786682052,False,0.039499140235308844,True,0.0,-0.2893097776065252,0.1692029465784779,False,True,0
processed,2721,5376,-0.0062802782065417145,3.7316795295813065e-05,9.575229694971902e-05,0.006281118960594928,1.0,0.44286800000000004,0.44287699999999997,1.0,0.44286800000000004,2.2580091584851467,0.196136051236,0.0002505395840042814,0.00015499017062481704,2.2450981749767605e-05,0.0004867367445601655,0.3813745191571466,0.0256704224624461,0.013375502358633952,0.005539999999999934,0.05339746273934745,0.4789527761687091,D00711,Bottle,True,192,336,0.1649011249999999,0.027985005208333344,0.004940249999999949,0.16733184877015653,1.904045,0.842884,0.8293539999999999,1.904045,0.8293539999999999,2.2958169852680523,1.331021166260906,0.014365656845234802,0.008886960013708967,0.0012874431615129075,0.027907646588317885,0.3813746138133015,0.19438267761708217,0.10128254962091497,0.04195031840165214,0.40433161910243925,0.47895280144029484,False,0.006281118960594928,True,0.0,0.3813745191571466,0.4789527761687091,False,True,0
processed,628,1242,0.29557481528662416,6.97786624203826e-05,-2.388375796178413e-05,0.2955748244881786,1.0,0.42501,0.42474599999999996,1.0,0.42474599999999996,2.3543482457751224,0.18052129745999998,0.0011625019976659187,0.0028613451152430546,1.2401126078324497e-08,0.01242326438942685,-1.4613679124750645,0.06138511368918535,0.12626756493211516,0.0003242884518449564,0.6717553777067959,-1.056973708177079,D00940,Bottle,True,737,1242,-0.6573138670284931,0.07755971641791039,-0.008525393487109898,0.6619287814658676,1.805831,0.778902,0.771407,1.805831,0.771407,2.3409574971448275,1.0850343782089695,0.003769459856448542,0.009278026046974325,1.5522456225075118e-08,0.040282247612256794,-1.4613675169141525,0.11053652879135369,0.2273707225826694,0.0005842473791126491,1.2096324235841234,-1.0569736092568038,False,0.2955748244881786,True,0.0,-1.4613679124750645,-1.056973708177079,False,True,0
processed,3312,6400,6.884057978035694e-08,0.06546097916666657,0.01839891274154603,0.06799749836232594,0.938012,1.0,0.715757,1.0,0.715757,1.3971222076766276,0.6713886550839999,0.0005395140792477404,0.0008379711079370167,1.2088935000000871e-06,0.005206338069620428,-0.5531959964889579,0.043188111963072276,0.0352271674589967,8.935882720806686e-05,0.16134344800455955,0.1843318483309141,m382,BuildingNonResidential,True,252,400,0.4849084841269842,0.23768644444444384,0.5241885873015878,0.752598670546398,0.919817,0.645641,0.95,0.95,0.645641,1.4714059361162006,0.56417798931215,0.008300593770490496,0.012892449417397953,1.8785541000004063e-05,0.08010074493050001,-0.5531960452313662,0.16940157945838544,0.13817543798346,0.0003540000000000765,0.632853300632935,0.18433205625804894,False,0.06799749836232594,True,0.0,-0.5531959964889579,0.1843318483309141,False,True,0
