shape,class,num_vertices,num_faces,face_types,bounding_box,surface_area,compactness,rectangularity,diameter,convexity,eccentricity,A3_hist,A3_bins,D1_hist,D1_bins,D2_hist,D2_bins,D3_hist,D3_bins,D4_hist,D4_bins,shape_file,name,class_b
D01175_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.137223;0.154910;0.100055;0.066693;0.054284;0.047013;0.042316;0.038510;0.036216;0.037708;0.033983;0.035124;0.033232;0.031088;0.034433;0.035956;0.033332;0.026671;0.016155;0.005098,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.037538;0.116366;0.126877;0.064565;0.038288;0.046547;0.063063;0.052553;0.083333;0.204204;0.114865;0.025526;0.005255;0.006006;0.010511;0.003003;0.001502;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.079970;0.211600;0.145470;0.096100;0.086270;0.087170;0.096880;0.081820;0.032380;0.012110;0.012020;0.009230;0.009520;0.009410;0.008570;0.010890;0.006920;0.002950;0.000720;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.038600;0.168120;0.250510;0.236530;0.153180;0.083830;0.030790;0.018860;0.011520;0.006090;0.001920;0.000050;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.066430;0.219070;0.309380;0.246150;0.113390;0.033630;0.010810;0.001140;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,D01175_06_fill_holes_and_orientation.obj,Knife
m1097_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.125283;0.103705;0.094531;0.084803;0.075639;0.067510;0.060227;0.053708;0.046999;0.041003;0.037422;0.032674;0.027805;0.026175;0.023761;0.021980;0.020753;0.020803;0.019244;0.015975,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.034161;0.080745;0.099379;0.121118;0.099379;0.189441;0.155280;0.093168;0.083851;0.015528;0.000000;0.000000;0.000000;0.021739;0.000000;0.000000;0.000000;0.000000;0.006211;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.055720;0.119320;0.165680;0.179230;0.161620;0.129640;0.076370;0.029860;0.013050;0.010230;0.009480;0.010040;0.009620;0.007620;0.007610;0.005610;0.004670;0.003000;0.001630;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.059260;0.140210;0.185420;0.183860;0.163750;0.120290;0.070970;0.033170;0.016550;0.010980;0.007220;0.004490;0.002650;0.001030;0.000150;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.783920;0.184620;0.031040;0.000420;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1097_06_fill_holes_and_orientation.obj,Tree
m1101_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.186763;0.096935;0.074373;0.067836;0.060920;0.055204;0.050810;0.045204;0.042912;0.054113;0.039839;0.030330;0.027987;0.027587;0.026046;0.025215;0.023984;0.023033;0.026486;0.014424,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.020000;0.000000;0.000000;0.000000;0.000000;0.162381;0.168095;0.120952;0.138571;0.195238;0.090952;0.026190;0.000000;0.000000;0.000000;0.000000;0.000000;0.077619;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.140010;0.225000;0.220890;0.120520;0.027270;0.011990;0.015390;0.009530;0.021140;0.011810;0.014960;0.008710;0.018620;0.010370;0.016670;0.024020;0.034300;0.025640;0.043160;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.107130;0.257200;0.239600;0.141470;0.077120;0.059150;0.045010;0.034710;0.020990;0.012210;0.005140;0.000270;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.211570;0.432200;0.225650;0.101930;0.026980;0.001670;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1101_06_fill_holes_and_orientation.obj,Tool
m1176_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.184766;0.159212;0.092023;0.061049;0.048617;0.039275;0.033015;0.029154;0.027774;0.028194;0.025704;0.023713;0.024023;0.027224;0.031004;0.038485;0.046336;0.047567;0.027974;0.004891,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.034507;0.049829;0.042041;0.051095;0.061732;0.200329;0.131126;0.099215;0.081930;0.071926;0.065025;0.047360;0.040585;0.021780;0.001520;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.049810;0.129220;0.116240;0.091340;0.074360;0.062240;0.052900;0.056100;0.067010;0.071050;0.058090;0.051070;0.040140;0.037060;0.021570;0.013050;0.006540;0.002070;0.000140;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.016970;0.082700;0.149940;0.183160;0.203210;0.194180;0.098490;0.027970;0.011860;0.007200;0.006670;0.006570;0.005450;0.003650;0.001500;0.000360;0.000110;0.000010;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.027010;0.128670;0.227270;0.256420;0.208810;0.095110;0.027610;0.015580;0.008900;0.003330;0.000940;0.000280;0.000050;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1176_06_fill_holes_and_orientation.obj,Jet
m1213_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.224213;0.116194;0.066617;0.055290;0.049227;0.042453;0.036950;0.036030;0.036430;0.046315;0.038221;0.033398;0.031207;0.029516;0.027265;0.026314;0.029556;0.034839;0.032858;0.007104,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.002739;0.036355;0.028635;0.057022;0.051544;0.169074;0.141683;0.317231;0.076693;0.036604;0.018675;0.013197;0.017679;0.000000;0.023655;0.006474;0.002490;0.000249;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.120840;0.144170;0.088240;0.060830;0.062290;0.071780;0.060370;0.052180;0.098060;0.093620;0.046200;0.030940;0.020230;0.019310;0.015240;0.011620;0.003590;0.000460;0.000030;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.051820;0.128180;0.172410;0.218210;0.220490;0.101290;0.040760;0.029650;0.021090;0.009830;0.004110;0.001720;0.000370;0.000060;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.059330;0.207170;0.294380;0.254400;0.117440;0.045410;0.015980;0.003970;0.001460;0.000370;0.000080;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1213_06_fill_holes_and_orientation.obj,Jet
m1270_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.182894;0.121219;0.080036;0.058864;0.050329;0.045576;0.047467;0.052050;0.050909;0.050669;0.035840;0.027936;0.022753;0.021772;0.022073;0.025545;0.029847;0.035020;0.031098;0.008105,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.045992;0.100462;0.132066;0.176773;0.152878;0.198869;0.110483;0.031603;0.000000;0.000000;0.025694;0.000000;0.000000;0.000000;0.025180;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.144240;0.152960;0.118230;0.082840;0.097120;0.132660;0.117660;0.081320;0.014740;0.035640;0.014870;0.003960;0.001150;0.000040;0.001320;0.000000;0.000860;0.000000;0.000390;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.083840;0.263520;0.256220;0.122930;0.084410;0.061570;0.031890;0.028420;0.022420;0.019990;0.014360;0.008420;0.001460;0.000440;0.000110;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.129460;0.360910;0.238860;0.136370;0.074350;0.036210;0.015050;0.005850;0.002540;0.000390;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1270_06_fill_holes_and_orientation.obj,Jet
m1294_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.108759;0.122257;0.101654;0.084623;0.073386;0.061479;0.055515;0.047910;0.043307;0.041306;0.037434;0.035652;0.032400;0.030019;0.027467;0.025826;0.024896;0.022124;0.018131;0.005854,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.008906;0.053435;0.164758;0.224873;0.231552;0.138677;0.034351;0.034033;0.000636;0.023855;0.008588;0.000000;0.035623;0.000000;0.033397;0.007316;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.057720;0.125180;0.153600;0.177620;0.145980;0.100400;0.064250;0.039840;0.033600;0.029600;0.024720;0.021740;0.011970;0.007110;0.002610;0.001020;0.001060;0.001210;0.000770;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.023520;0.127910;0.215400;0.212910;0.163780;0.105010;0.064180;0.036240;0.021910;0.014860;0.007220;0.003120;0.001780;0.001070;0.000720;0.000340;0.000030;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.045560;0.202150;0.305270;0.250000;0.132230;0.046420;0.013990;0.003410;0.000770;0.000200;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1294_06_fill_holes_and_orientation.obj,Jet
m1295_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.131475;0.117354;0.098709;0.081015;0.067934;0.061629;0.052842;0.047298;0.042294;0.037630;0.035278;0.032066;0.031775;0.029033;0.026811;0.024700;0.024510;0.023269;0.022798;0.011579,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.006556;0.028409;0.054633;0.180070;0.282780;0.181818;0.076923;0.079108;0.013112;0.000000;0.040210;0.005245;0.000000;0.000000;0.041521;0.009615;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.055870;0.093020;0.135620;0.128400;0.137360;0.142930;0.093760;0.070130;0.034530;0.030720;0.022340;0.016970;0.020580;0.007980;0.005130;0.000760;0.002510;0.000000;0.001350;0.000040,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.035950;0.130900;0.168560;0.170690;0.151330;0.121340;0.088350;0.055370;0.034230;0.019660;0.011880;0.005970;0.003170;0.001420;0.000640;0.000300;0.000200;0.000040;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.100910;0.339120;0.344740;0.163130;0.043220;0.007830;0.000870;0.000180;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1295_06_fill_holes_and_orientation.obj,Jet
m1448_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.082791;0.135684;0.118163;0.088325;0.067662;0.057576;0.053273;0.048760;0.044277;0.041105;0.037613;0.034631;0.032690;0.031880;0.033411;0.032410;0.028268;0.020613;0.009186;0.001681,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.001857;0.017088;0.030461;0.205052;0.135215;0.087667;0.102155;0.122214;0.119242;0.132615;0.011516;0.020431;0.000743;0.000000;0.000371;0.002229;0.000371;0.010773;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.039430;0.097740;0.148940;0.137670;0.123500;0.105320;0.085590;0.073020;0.050710;0.038550;0.031910;0.028050;0.011400;0.006300;0.005830;0.006590;0.005160;0.003310;0.000520;0.000460,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.013660;0.071080;0.141770;0.195230;0.205910;0.166600;0.087360;0.035110;0.021350;0.015530;0.012570;0.009850;0.007620;0.005570;0.003870;0.002540;0.002000;0.001180;0.000740;0.000460,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.022060;0.102460;0.185230;0.218040;0.193880;0.131340;0.064700;0.034580;0.021400;0.013690;0.007590;0.003660;0.001200;0.000160;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1448_06_fill_holes_and_orientation.obj,Ship
m1670_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.192133;0.114579;0.080907;0.063480;0.053301;0.047395;0.041930;0.040549;0.043702;0.047385;0.037886;0.030749;0.027316;0.025374;0.025865;0.024523;0.025434;0.026655;0.029908;0.020930,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.021719;0.082717;0.107671;0.158041;0.106285;0.209335;0.199630;0.012477;0.007394;0.000462;0.000000;0.000000;0.019409;0.000000;0.000000;0.000000;0.021257;0.000000;0.000000;0.053604,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.123060;0.172030;0.160080;0.132060;0.107430;0.081990;0.049690;0.008820;0.012200;0.019460;0.010470;0.012860;0.018950;0.013730;0.021410;0.005140;0.012470;0.037770;0.000300;0.000080,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.120950;0.204140;0.193680;0.173030;0.132230;0.075870;0.039810;0.026890;0.017860;0.011260;0.003600;0.000500;0.000160;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.585710;0.209640;0.132210;0.051850;0.016300;0.003890;0.000390;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1670_06_fill_holes_and_orientation.obj,Sign
m1671_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.172105;0.122146;0.081665;0.060587;0.051070;0.048917;0.049307;0.049387;0.049978;0.050760;0.042435;0.033419;0.027899;0.024884;0.022810;0.022850;0.023151;0.025826;0.025836;0.014966,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.032062;0.010399;0.006932;0.044194;0.204506;0.196707;0.318891;0.084055;0.001733;0.038995;0.000000;0.000000;0.000000;0.037262;0.000000;0.000000;0.000000;0.000000;0.024263;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.136530;0.196750;0.178150;0.152400;0.085690;0.018080;0.029910;0.022110;0.011570;0.028000;0.023500;0.008100;0.025220;0.026770;0.003740;0.022650;0.029060;0.001170;0.000600;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.129010;0.242120;0.218890;0.125570;0.079770;0.058380;0.044470;0.036060;0.027050;0.018460;0.012590;0.005750;0.001740;0.000140;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.486150;0.282600;0.123900;0.058340;0.031420;0.012930;0.003940;0.000720;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1671_06_fill_holes_and_orientation.obj,Sign
m1672_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.227188;0.066709;0.061265;0.063867;0.072324;0.053390;0.033905;0.037017;0.035296;0.045554;0.039359;0.049667;0.045734;0.032754;0.037518;0.032044;0.023898;0.020745;0.014421;0.007345,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.003006;0.003382;0.002631;0.004885;0.017663;0.034573;0.083803;0.137166;0.152198;0.518602;0.010898;0.007140;0.000000;0.000000;0.000000;0.000000;0.006013;0.018038;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.291720;0.036360;0.036090;0.022530;0.027700;0.027230;0.026840;0.020640;0.092760;0.048510;0.055930;0.123190;0.101190;0.056090;0.009480;0.003320;0.002470;0.012430;0.005300;0.000220,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.275160;0.222040;0.125670;0.039540;0.043480;0.045410;0.047600;0.034370;0.027230;0.044550;0.035380;0.012830;0.011820;0.009080;0.005080;0.009700;0.008550;0.002260;0.000250;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.483320;0.211310;0.129060;0.050870;0.039970;0.032430;0.017430;0.011090;0.009570;0.007780;0.006220;0.000880;0.000070;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1672_06_fill_holes_and_orientation.obj,Sign
