shape,class,num_vertices,num_faces,face_types,bounding_box,surface_area,compactness,rectangularity,diameter,convexity,eccentricity,A3_hist,A3_bins,D1_hist,D1_bins,D2_hist,D2_bins,D3_hist,D3_bins,D4_hist,D4_bins,shape_file,name,class_b
m620_06_fill_holes_and_orientation.obj,FloorLamp,8507.0,16904.0,triangle,"{""min"": [-0.522397, -0.051675, -0.047062], ""max"": [0.477603, 0.052901, 0.049033]}",-0.7737768408948298,-0.0203343883637502,-0.7401469646552785,-0.6909003379451214,-0.9675601822339291,0.0669225813389686,0.335421;0.104285;0.043170;0.024066;0.021355;0.020055;0.023366;0.032088;0.048002;0.059704;0.039409;0.023626;0.018214;0.014373;0.015734;0.018634;0.023586;0.038549;0.066446;0.029917,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000940;0.129305;0.000470;0.005172;0.000588;0.029035;0.400259;0.050194;0.006935;0.006230;0.024921;0.226167;0.100741;0.013988;0.005055;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.121940;0.101940;0.029700;0.169770;0.053880;0.068960;0.011060;0.021460;0.142630;0.037940;0.009690;0.078630;0.067450;0.027080;0.008770;0.020790;0.020480;0.007100;0.000730;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.051160;0.147340;0.243550;0.238560;0.173680;0.103100;0.036060;0.006550;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.081690;0.293340;0.338750;0.205670;0.069940;0.010420;0.000190;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,m620_06_fill_holes_and_orientation.obj,m620_06_fill_holes_and_orientation.obj,FloorLamp
m621_06_fill_holes_and_orientation.obj,FloorLamp,9572.0,19132.0,triangle,"{""min"": [-0.516632, -0.083059, -0.083502], ""max"": [0.483368, 0.08193, 0.081487]}",-0.8235949630297202,-0.0203523550527612,-0.6196572469374875,-0.6533362501447115,-0.6638233476304184,0.0862792167515749,0.264631;0.098737;0.070769;0.062337;0.048353;0.035900;0.028838;0.025377;0.029818;0.035460;0.028158;0.022416;0.023086;0.027878;0.030278;0.032929;0.033099;0.040361;0.042892;0.018685,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.012850;0.000000;0.000000;0.000000;0.006895;0.045027;0.082115;0.003656;0.036461;0.079398;0.350815;0.311743;0.071041;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.374420;0.125890;0.101730;0.082020;0.016210;0.001780;0.006100;0.005280;0.002170;0.005480;0.005840;0.001610;0.005050;0.012100;0.017070;0.024450;0.045320;0.090910;0.076570;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.353960;0.223500;0.143040;0.070880;0.073950;0.058070;0.038590;0.018190;0.012660;0.005340;0.001810;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.448830;0.298020;0.137570;0.062160;0.032320;0.014330;0.005010;0.001520;0.000240;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,m621_06_fill_holes_and_orientation.obj,m621_06_fill_holes_and_orientation.obj,FloorLamp
D00050_06_fill_holes_and_orientation.obj,Glasses,8638.0,17272.0,triangle,"{""min"": [-0.501377, -0.143285, -0.117097], ""max"": [0.498623, 0.74494, 0.138292]}",-0.6825025883562219,-0.0203514516143888,-0.8828102200673298,0.9791874078295336,-1.0716693542621494,-0.0934493995914471,0.126807;0.158993;0.109833;0.077516;0.058742;0.048240;0.039188;0.030386;0.028876;0.026356;0.031787;0.036508;0.035778;0.034757;0.034567;0.034137;0.036308;0.031527;0.016123;0.003571,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.127229;0.085552;0.093077;0.106159;0.114610;0.092614;0.081616;0.073165;0.095392;0.056726;0.018986;0.008335;0.005904;0.006483;0.004862;0.004515;0.024774,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.037180;0.062370;0.094140;0.103110;0.106780;0.082860;0.074710;0.061220;0.057040;0.055530;0.048370;0.043910;0.039690;0.032540;0.026370;0.023120;0.017910;0.011320;0.009690;0.012140,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.010990;0.058680;0.111450;0.133230;0.139630;0.138920;0.118000;0.086730;0.061130;0.040010;0.024130;0.015750;0.012430;0.010280;0.008620;0.006930;0.006380;0.005210;0.004480;0.007020,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.019600;0.097420;0.174390;0.189570;0.160390;0.114420;0.075270;0.046180;0.029630;0.022340;0.019710;0.016120;0.012820;0.008990;0.005710;0.004160;0.002130;0.000880;0.000220;0.000050,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,D00050_06_fill_holes_and_orientation.obj,D00050_06_fill_holes_and_orientation.obj,Glasses
D00201_06_fill_holes_and_orientation.obj,Glasses,9982.0,19920.0,triangle,"{""min"": [-0.166993, -0.459758, -0.185248], ""max"": [0.833007, 0.446562, 0.158538]}",-0.6419202793701545,-0.0203360301990012,-0.9453653186215458,1.6749928695047076,-1.155534180564776,-0.0884397144782608,0.116638;0.078219;0.056153;0.056684;0.083200;0.102455;0.087201;0.062605;0.060635;0.069937;0.049312;0.048852;0.040570;0.026036;0.018885;0.014273;0.010332;0.007932;0.006922;0.003161,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.071228;0.108095;0.016430;0.012723;0.010319;0.013224;0.012422;0.016930;0.061711;0.100882;0.016329;0.004508;0.003206;0.065618;0.071128;0.077039;0.338209,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.050220;0.048380;0.043060;0.032270;0.027670;0.028360;0.031730;0.024050;0.017460;0.021740;0.023410;0.035880;0.070160;0.158920;0.083230;0.072590;0.067010;0.047630;0.047930;0.068300,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.015460;0.036600;0.043630;0.056610;0.053440;0.051870;0.052750;0.053750;0.052720;0.047540;0.044950;0.046000;0.047390;0.044170;0.039760;0.034570;0.033700;0.048460;0.087360;0.109270,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.013530;0.040830;0.059960;0.073130;0.077750;0.078630;0.080800;0.079990;0.074020;0.060000;0.054960;0.052350;0.049180;0.045660;0.042730;0.040980;0.032880;0.022700;0.012240;0.007680,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,D00201_06_fill_holes_and_orientation.obj,D00201_06_fill_holes_and_orientation.obj,Glasses
D00225_06_fill_holes_and_orientation.obj,Glasses,9202.0,18392.0,triangle,"{""min"": [-0.485519, -0.217688, -0.149619], ""max"": [0.514481, 0.710379, 0.104144]}",-0.571806747845527,-0.0203511856994068,-0.8358611479085644,1.496424922797922,-1.010517172075655,-0.0044631815657416,0.174758;0.055982;0.077047;0.053042;0.066925;0.064214;0.059533;0.047140;0.045740;0.067195;0.090090;0.057303;0.043149;0.029967;0.025266;0.018534;0.011122;0.008102;0.004051;0.000840,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.023908;0.035536;0.033906;0.010541;0.003260;0.006738;0.005760;0.034340;0.294610;0.327429;0.035970;0.006194;0.009128;0.002934;0.007716;0.005434;0.156596,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.113800;0.107240;0.037260;0.012400;0.011160;0.009400;0.012260;0.037310;0.050610;0.041730;0.019000;0.020550;0.052550;0.038540;0.017420;0.088010;0.145790;0.038930;0.026490;0.119550,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.044920;0.063530;0.053530;0.077710;0.100000;0.098410;0.081380;0.060630;0.049550;0.040790;0.039970;0.023260;0.015430;0.021000;0.019840;0.013750;0.014790;0.018180;0.017060;0.146270,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.032960;0.077500;0.095580;0.107930;0.107630;0.097500;0.089140;0.080800;0.077070;0.063850;0.051730;0.046090;0.030160;0.022250;0.010950;0.005400;0.002250;0.000870;0.000270;0.000070,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,D00225_06_fill_holes_and_orientation.obj,D00225_06_fill_holes_and_orientation.obj,Glasses
D00432_06_fill_holes_and_orientation.obj,Glasses,8892.0,17772.0,triangle,"{""min"": [-0.508083, -0.560229, -0.095872], ""max"": [0.491917, 0.187871, 0.116393]}",-0.6550387977314863,-0.0203454745533737,-0.9087646912835708,0.7919339739263573,-1.1063294223731237,-0.0980649521598513,0.167440;0.132552;0.106266;0.072017;0.057924;0.046201;0.038059;0.033728;0.029747;0.029177;0.029197;0.029917;0.028427;0.027076;0.028917;0.031538;0.032448;0.031858;0.031808;0.015704,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.173752;0.186010;0.151934;0.110886;0.106950;0.125956;0.075798;0.019681;0.034188;0.000112;0.000225;0.000112;0.000000;0.000112;0.000225;0.000000;0.014058,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.068340;0.091430;0.142760;0.171900;0.126840;0.095990;0.080090;0.063350;0.048590;0.035230;0.025360;0.013720;0.008830;0.005800;0.005780;0.004140;0.003980;0.003020;0.002590;0.002260,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.047370;0.177130;0.185050;0.168030;0.154340;0.111930;0.078380;0.040620;0.008480;0.005060;0.005420;0.004960;0.003720;0.002840;0.002340;0.001920;0.001260;0.000510;0.000260;0.000380,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.114460;0.387350;0.342210;0.096340;0.013630;0.006860;0.006370;0.006450;0.005550;0.005990;0.005380;0.004190;0.002780;0.001800;0.000420;0.000100;0.000080;0.000040;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,D00432_06_fill_holes_and_orientation.obj,D00432_06_fill_holes_and_orientation.obj,Glasses
D00475_06_fill_holes_and_orientation.obj,Glasses,9489.0,18946.0,triangle,"{""min"": [-0.284659, -0.195051, -0.157041], ""max"": [0.67587, 0.804949, 0.139613]}",-0.7305582874883184,-0.0203383539207708,-0.9525282525222428,-0.5035695851648266,-1.1603597218304589,-0.1021088764924977,0.108704;0.119225;0.097273;0.080470;0.063508;0.066159;0.061308;0.050897;0.041765;0.040905;0.046446;0.045676;0.035785;0.028324;0.027124;0.025263;0.025403;0.021553;0.011582;0.002630,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.237960;0.201602;0.117821;0.083887;0.054484;0.158078;0.069976;0.001686;0.002740;0.002424;0.000738;0.003162;0.001370;0.000948;0.001370;0.000000;0.061756,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.070280;0.095940;0.088870;0.100840;0.122150;0.127140;0.106950;0.055170;0.038130;0.023690;0.017760;0.025970;0.008030;0.012520;0.020610;0.023460;0.031310;0.019100;0.011910;0.000170,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.057600;0.112750;0.121440;0.124070;0.111280;0.110700;0.088790;0.060920;0.045260;0.034810;0.025610;0.022580;0.024580;0.019940;0.014090;0.008470;0.006220;0.004100;0.001390;0.005400,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.078750;0.179460;0.167670;0.136240;0.107520;0.075200;0.057740;0.048430;0.028450;0.024710;0.023180;0.020880;0.016370;0.012270;0.009070;0.006120;0.004520;0.001680;0.001130;0.000610,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,D00475_06_fill_holes_and_orientation.obj,D00475_06_fill_holes_and_orientation.obj,Glasses
D00507_06_fill_holes_and_orientation.obj,Glasses,8638.0,17272.0,triangle,"{""min"": [-0.501138, -0.143199, -0.11707], ""max"": [0.498862, 0.744622, 0.138368]}",-0.6825052756594028,-0.0203514516148961,-0.8827923573892734,0.979110088952415,-1.07167293669813,-0.0932588341652972,0.127257;0.161294;0.109333;0.076316;0.058122;0.048130;0.038828;0.031717;0.026486;0.026486;0.032367;0.035077;0.037228;0.034547;0.034367;0.035127;0.036318;0.031047;0.016593;0.003361,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.132207;0.087404;0.099907;0.106622;0.116694;0.095277;0.067956;0.064367;0.093540;0.064135;0.017134;0.008567;0.005673;0.004862;0.007988;0.002547;0.025122,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.037150;0.063680;0.092650;0.102850;0.107730;0.084880;0.075620;0.061770;0.056730;0.057490;0.047560;0.042580;0.037660;0.032140;0.025580;0.024400;0.017870;0.010670;0.009340;0.011650,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.011020;0.058280;0.108850;0.135350;0.143180;0.139700;0.114850;0.087110;0.059830;0.041130;0.024250;0.015460;0.012760;0.010310;0.008840;0.007220;0.005850;0.004910;0.004380;0.006720,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.019650;0.096690;0.170470;0.191050;0.158950;0.116690;0.075700;0.046720;0.030320;0.023290;0.020140;0.015890;0.012700;0.008550;0.006050;0.004050;0.001980;0.000910;0.000200;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,D00507_06_fill_holes_and_orientation.obj,D00507_06_fill_holes_and_orientation.obj,Glasses
D00560_06_fill_holes_and_orientation.obj,Glasses,9220.0,18428.0,triangle,"{""min"": [-0.319633, -0.274821, -0.130143], ""max"": [0.680367, 0.712552, 0.091627]}",-0.7589500934781849,-0.0203518025069213,-0.909699504768533,-0.6108753001267547,-1.0985734484754226,-0.0709914281342237,0.129332;0.112888;0.079590;0.063106;0.061545;0.075389;0.083521;0.053293;0.034229;0.029847;0.029607;0.041910;0.062656;0.048622;0.030618;0.024866;0.019735;0.012373;0.005621;0.001250,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.000000;0.095662;0.250108;0.059002;0.050868;0.067679;0.055965;0.040239;0.028308;0.017787;0.019740;0.016811;0.020065;0.030152;0.072343;0.046095;0.129176,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.061710;0.082720;0.054680;0.051080;0.048590;0.045520;0.043630;0.036200;0.032990;0.032000;0.032070;0.035160;0.041060;0.052350;0.067720;0.090520;0.113990;0.046890;0.031050;0.000070,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.030780;0.069830;0.081080;0.076210;0.067160;0.070510;0.066690;0.061390;0.055710;0.058130;0.057760;0.051270;0.038480;0.030490;0.024950;0.022860;0.021390;0.020380;0.022090;0.072840,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.030980;0.079860;0.097770;0.105450;0.111160;0.109070;0.099990;0.085680;0.068660;0.055960;0.044060;0.033800;0.024990;0.019540;0.015220;0.012700;0.004920;0.000160;0.000030;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,D00560_06_fill_holes_and_orientation.obj,D00560_06_fill_holes_and_orientation.obj,Glasses
D00575_06_fill_holes_and_orientation.obj,Glasses,9029.0,17958.0,triangle,"{""min"": [-0.448928, -0.23287, -0.063934], ""max"": [0.448858, 0.76713, 0.102635]}",-0.7190512552677879,-0.0203491205327402,-0.9093482054334198,1.4652138694008072,-1.128974000205627,-0.0671437958905512,0.105265;0.123190;0.104135;0.078829;0.066696;0.063605;0.051692;0.042530;0.033738;0.041710;0.048512;0.052263;0.046941;0.038179;0.033538;0.029437;0.021855;0.011923;0.005021;0.000940,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.000000;0.000000;0.037989;0.189833;0.067006;0.049839;0.047514;0.050393;0.310998;0.047735;0.030236;0.022926;0.011297;0.009525;0.010743;0.017388;0.096578,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.042130;0.057530;0.064120;0.047490;0.042510;0.045600;0.057520;0.062650;0.038890;0.071990;0.043130;0.037780;0.035490;0.037110;0.043070;0.076640;0.052000;0.037230;0.034620;0.072500,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.012650;0.042230;0.063910;0.076040;0.086600;0.082980;0.074540;0.070640;0.063900;0.061230;0.049630;0.040460;0.036820;0.035550;0.034360;0.026850;0.029000;0.024390;0.023370;0.064850,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.012680;0.050180;0.084660;0.099790;0.105870;0.105090;0.100420;0.094660;0.080780;0.067690;0.058200;0.046470;0.037090;0.025180;0.015820;0.009270;0.004320;0.001560;0.000240;0.000030,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,D00575_06_fill_holes_and_orientation.obj,D00575_06_fill_holes_and_orientation.obj,Glasses
D00630_06_fill_holes_and_orientation.obj,Glasses,9367.0,18714.0,triangle,"{""min"": [-0.467847, -0.169292, -0.151959], ""max"": [0.532153, 0.817465, 0.267991]}",-0.530489013555625,-0.0203499925075412,-0.900976563650893,2.7336687079797937,-1.0994260682387726,-0.0992834591012748,0.109121;0.119923;0.099389;0.081756;0.068073;0.062332;0.054780;0.045649;0.041228;0.040348;0.044378;0.050790;0.041978;0.034166;0.029186;0.025765;0.022664;0.016773;0.009552;0.002150,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.207537;0.195046;0.139105;0.052311;0.039927;0.037579;0.037258;0.038967;0.051244;0.065229;0.036404;0.011850;0.009501;0.008647;0.005765;0.007260;0.056368,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.060910;0.105360;0.118570;0.064860;0.067740;0.072140;0.069510;0.066270;0.071050;0.049590;0.039780;0.028500;0.023780;0.023520;0.022800;0.021910;0.019180;0.021480;0.021280;0.031770,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.025650;0.093030;0.126150;0.122820;0.117290;0.093850;0.076490;0.067190;0.056910;0.041420;0.032390;0.028310;0.024770;0.020510;0.017340;0.013990;0.011110;0.008350;0.006160;0.016270,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.028540;0.112520;0.156940;0.154930;0.124910;0.094960;0.071690;0.055690;0.044080;0.034950;0.028190;0.022500;0.018210;0.014550;0.011720;0.008840;0.006270;0.004000;0.003040;0.003470,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,D00630_06_fill_holes_and_orientation.obj,D00630_06_fill_holes_and_orientation.obj,Glasses
