class,class_size,tp,fp,fn,tn,P,N_total,AP,ROC_AUC,NDCG,NDCG_top10,TP,FP,FN,TN,TPR,TNR,PPV,NPV,FNR,FPR,FDR,FOR,TS,ACC,F1,F0_5,F2,MCC,BM,MK,LR+,ROC_AUC_micro,ROC_AUC_macro
Cup,30,0.9666666666666667,9.033333333333333,5.933333333333334,0.0,6.9,2437.0,0.20471467393400325,0.6511608813533433,0.4213813092421816,0.12321238987530654,0.9666666666666667,9.033333333333333,5.933333333333334,0.0,0.14365079365079364,0.0,0.09666666666666666,0.0,0.8563492063492063,1.0,0.9033333333333334,1.0,0.06675213675213675,0.06675213675213675,0.203719723183391,0.18242912336072264,0.23083227098889086,-0.8787486389521061,-0.8563492063492063,-0.9033333333333334,0.14365079365079364,0.6203700309313782,
DeskLamp,31,0.5483870967741935,9.451612903225806,6.419354838709677,0.0,6.967741935483871,2437.0,0.18991883188219924,0.7307914639648695,0.41979623752495165,0.0700812151384086,0.5483870967741935,9.451612903225806,6.419354838709677,0.0,0.07987711213517665,0.0,0.05483870967741936,0.0,0.9201228878648233,1.0,0.9451612903225807,1.0,0.03598310291858679,0.03598310291858679,0.15497737556561086,0.13947199886145306,0.17444629673731837,-0.9323155444493274,-0.9201228878648234,-0.9451612903225807,0.07987711213517665,0.7163938541492391,
DeskPhone,20,0.7,9.3,6.3,0.0,7.0,2437.0,0.10325477781208177,0.6465532628096295,0.37010455513461454,0.07977885495409694,0.7,9.3,6.3,0.0,0.1,0.0,0.07,0.0,0.9,1.0,0.93,1.0,0.045,0.045,0.1497326203208556,0.13539651837524178,0.16746411483253584,-0.9147133681642401,-0.9,-0.93,0.1,0.582718808497671,
Door,42,1.7619047619047619,8.238095238095237,5.238095238095238,0.0,7.0,2437.0,0.38589937266848,0.5663266691097628,0.4838771153698449,0.25027561986739855,1.7619047619047619,8.238095238095237,5.238095238095238,0.0,0.25170068027210885,0.0,0.1761904761904762,0.0,0.7482993197278911,1.0,0.8238095238095239,1.0,0.1308765639122782,0.1308765639122782,0.2352941176470588,0.2127659574468085,0.26315789473684204,-0.7990244449661201,-0.7482993197278912,-0.8365853658536585,0.25170068027210885,0.5322559045877673,
Drum,20,0.15,9.85,6.8,0.0,6.95,2437.0,0.07112370706209008,0.6226557398458927,0.3376857910924922,0.012664770205526593,0.15,9.85,6.8,0.0,0.02142857142857143,0.0,0.015000000000000003,0.0,0.9785714285714286,1.0,0.985,1.0,0.009791666666666667,0.009791666666666667,0.1764705882352941,0.1595744680851064,0.19736842105263153,-0.9817119505836068,-0.9785714285714286,-0.985,0.02142857142857143,0.5630590744852204,
Fish,20,5.9,4.1,1.4,0.0,7.0,2437.0,1.1810229858923336,0.9697847285708068,0.7675522695491955,0.6506248761930156,5.9,4.1,1.4,0.0,0.8,0.0,0.5900000000000001,0.0,0.2,1.0,0.41,1.0,0.5508716283716284,0.5508716283716284,0.6777433780529756,0.6219785786655088,0.7456957611419854,-0.478027406382071,-0.2,-0.58,0.8,0.9700294937094597,
FloorLamp,25,0.32,9.68,6.64,0.0,6.96,2437.0,0.08937019744114755,0.7131337201270894,0.35931907164596566,0.030560472214408083,0.32,9.68,6.64,0.0,0.045714285714285714,0.0,0.032,0.0,0.9542857142857143,1.0,0.968,1.0,0.02033333333333333,0.02033333333333333,0.13445378151260504,0.12158054711246201,0.15037593984962402,-0.9610315735976214,-0.9542857142857143,-0.968,0.045714285714285714,0.7184591794446747,
Glasses,19,2.8947368421052633,7.105263157894737,4.105263157894737,0.0,7.0,2437.0,0.4921073893677724,0.8141902917691085,0.5594439072147119,0.3293852674564649,2.8947368421052633,7.105263157894737,4.105263157894737,0.0,0.41353383458646614,0.0,0.2894736842105263,0.0,0.5864661654135338,1.0,0.7105263157894737,1.0,0.23052035683614633,0.23052035683614633,0.4313725490196078,0.39007092198581556,0.4824561403508772,-0.6706488779898317,-0.5864661654135338,-0.7333333333333333,0.41353383458646614,0.7893077667806586,
Guitar,20,1.0,9.0,5.95,0.0,6.95,2437.0,0.16343473880405865,0.733502024291498,0.4005068804799313,0.09809551710771792,1.0,9.0,5.95,0.0,0.14285714285714285,0.0,0.1,0.0,0.8571428571428571,1.0,0.9,1.0,0.06776785714285713,0.06776785714285713,0.213903743315508,0.19342359767891681,0.2392344497607655,-0.8778351881212394,-0.8571428571428571,-0.9,0.14285714285714285,0.6943886857341866,
Gun,58,1.3448275862068966,8.655172413793103,5.637931034482759,0.0,6.982758620689655,2437.0,0.6459057962833704,0.7233547865607224,0.5229025231947909,0.15065222783877097,1.3448275862068966,8.655172413793103,5.637931034482759,0.0,0.19293924466338258,0.0,0.13448275862068967,0.0,0.8070607553366174,1.0,0.8655172413793104,1.0,0.093172919034988,0.093172919034988,0.2188375350140056,0.19767851636491787,0.2450980392156862,-0.8349856069021415,-0.8070607553366174,-0.8655172413793104,0.19293924466338258,0.697077556537353,
Hand,37,2.918918918918919,7.081081081081081,3.972972972972973,0.0,6.891891891891892,2437.0,0.8558560464548396,0.8801553531874231,0.6177354141885941,0.407808840319432,2.918918918918919,7.081081081081081,3.972972972972973,0.0,0.4247104247104247,0.0,0.2918918918918919,0.0,0.5752895752895753,1.0,0.7081081081081081,1.0,0.224000999000999,0.224000999000999,0.3457869634340222,0.31127334550091257,0.3890887791816584,-0.6352961672280523,-0.5752895752895754,-0.7081081081081081,0.4247104247104247,0.8721717485014309,
Hat,15,0.7333333333333333,9.266666666666667,6.266666666666667,0.0,7.0,2437.0,0.09892292362355165,0.6770728927146591,0.35891730365343744,0.08787700108816653,0.7333333333333333,9.266666666666667,6.266666666666667,0.0,0.10476190476190476,0.0,0.07333333333333333,0.0,0.8952380952380953,1.0,0.9266666666666666,1.0,0.04694444444444444,0.04694444444444444,0.14379084967320263,0.13002364066193853,0.16081871345029236,-0.9106685567741779,-0.8952380952380953,-0.9266666666666666,0.10476190476190476,0.6672265131117794,
Helicopter,51,3.411764705882353,6.588235294117647,3.7254901960784315,0.0,6.9411764705882355,2437.0,1.621829804398077,0.8986299974535269,0.6535902681849777,0.3749986641971688,3.411764705882353,6.588235294117647,3.7254901960784315,0.0,0.4645191409897292,0.0,0.34117647058823525,0.0,0.5354808590102708,1.0,0.6588235294117647,1.0,0.2985944610944611,0.2985944610944611,0.46549127606979146,0.4267853904894789,0.5128729156502152,-0.7112897918587683,-0.5354808590102708,-0.7682926829268293,0.4645191409897292,0.895020789754577,
House,46,1.5217391304347827,8.478260869565217,5.456521739130435,0.0,6.978260869565218,2437.0,0.46618895671744,0.5624444606013604,0.4799785896764169,0.16385581592811943,1.5217391304347827,8.478260869565217,5.456521739130435,0.0,0.2179089026915114,0.0,0.15217391304347827,0.0,0.7820910973084886,1.0,0.8478260869565217,1.0,0.11443800764452938,0.11443800764452938,0.2842292089249493,0.25686624772720024,0.318138144550016,-0.8122119043910899,-0.7820910973084886,-0.8478260869565217,0.2179089026915114,0.5332528912098651,
HumanHead,51,5.980392156862745,4.019607843137255,1.6862745098039216,0.0,6.96078431372549,2437.0,2.825586490115155,0.9049427864987637,0.7629975013717241,0.6182327808736845,5.980392156862745,4.019607843137255,1.6862745098039216,0.0,0.7567693744164332,0.0,0.5980392156862745,0.0,0.24323062558356676,1.0,0.4019607843137255,1.0,0.5723489745548569,0.5723489745548569,0.7069385319917441,0.6616806528346769,0.7612499519258504,-0.6209296729560131,-0.2639311043566363,-0.6954545454545454,0.7360688956433638,0.8823978241748083,
Humanoid,142,5.26056338028169,4.73943661971831,2.0140845070422535,0.0,6.964788732394366,2437.0,4.800296762727221,0.7811193619074767,0.7286152367958106,0.5572246564069917,5.26056338028169,4.73943661971831,2.0140845070422535,0.0,0.710093896713615,0.0,0.526056338028169,0.0,0.28990610328638494,1.0,0.47394366197183097,1.0,0.49349582342540094,0.49349582342540094,0.6587180148712656,0.6052916050074765,0.723730016562161,-0.5946947552017086,-0.2919621749408984,-0.6753246753246753,0.7080378250591016,0.7582612995264025,
Insect,65,1.7538461538461538,8.246153846153845,5.230769230769231,0.0,6.984615384615385,2437.0,0.7325368453842672,0.6926010567603489,0.5356685366952553,0.2075993019949528,1.7538461538461538,8.246153846153845,5.230769230769231,0.0,0.25054945054945055,0.0,0.1753846153846154,0.0,0.7494505494505495,1.0,0.8246153846153846,1.0,0.1328367145674838,0.1328367145674838,0.31190150478796164,0.28203859475507176,0.34883720930232553,-0.8051222932909621,-0.7494505494505495,-0.8412698412698413,0.25054945054945055,0.668984376753267,
Jet,138,4.971014492753623,5.028985507246377,2.3405797101449277,0.0,6.992753623188406,2437.0,6.506589716073409,0.8827265096426715,0.7721059819698307,0.5169083526457092,4.971014492753623,5.028985507246377,2.3405797101449277,0.0,0.6649413388543823,0.0,0.49710144927536226,0.0,0.3350586611456176,1.0,0.5028985507246377,1.0,0.4498768441703224,0.4498768441703224,0.5931235731932326,0.5464780858100535,0.6498749489394259,-0.5531310833076223,-0.3425044091710759,-0.6410526315789473,0.6574955908289242,0.8683685748435648,
Knife,24,0.9166666666666666,9.083333333333334,6.083333333333333,0.0,7.0,2437.0,0.1693050843161038,0.6645443848084243,0.40497787076127817,0.10326203542898871,0.9166666666666666,9.083333333333334,6.083333333333333,0.0,0.13095238095238096,0.0,0.09166666666666667,0.0,0.8690476190476191,1.0,0.9083333333333333,1.0,0.062450396825396826,0.062450396825396826,0.2156862745098039,0.1950354609929078,0.24122807017543857,-0.8879808505872372,-0.8690476190476191,-0.9083333333333333,0.13095238095238096,0.6289128321005888,
MilitaryVehicle,20,2.05,7.95,4.85,0.0,6.9,2437.0,0.3721269579629822,0.8510328239954725,0.5064095943912653,0.22035822137102917,2.05,7.95,4.85,0.0,0.2988095238095238,0.0,0.20500000000000002,0.0,0.7011904761904761,1.0,0.795,1.0,0.15565642690642692,0.15565642690642692,0.3037683823529412,0.2733290934320074,0.34200851393188847,-0.74356776682538,-0.7011904761904761,-0.795,0.2988095238095238,0.8164216838622611,
Monitor,20,0.7,9.3,6.3,0.0,7.0,2437.0,0.11953560935538617,0.6291508858996125,0.371781152247914,0.08373301619377847,0.7,9.3,6.3,0.0,0.1,0.0,0.06999999999999999,0.0,0.9,1.0,0.93,1.0,0.046755952380952384,0.046755952380952384,0.20588235294117646,0.18617021276595744,0.23026315789473678,-0.9145550756534266,-0.9,-0.93,0.1,0.600902605459057,
Monoplane,20,1.75,8.25,5.2,0.0,6.95,2437.0,0.3466020148550691,0.9318074964085152,0.5113836436981087,0.1920267364052472,1.75,8.25,5.2,0.0,0.25357142857142856,0.0,0.175,0.0,0.7464285714285714,1.0,0.825,1.0,0.12073489010989011,0.12073489010989011,0.24351211072664358,0.21943189856886325,0.2736295756692769,-0.7840504821428734,-0.7464285714285714,-0.825,0.25357142857142856,0.9231989247311828,
Motorcycle,26,2.230769230769231,7.769230769230769,4.730769230769231,0.0,6.961538461538462,2437.0,0.4982840793742813,0.8340662074244164,0.5470476744743613,0.29655460178714627,2.230769230769231,7.769230769230769,4.730769230769231,0.0,0.3223443223443223,0.0,0.22307692307692306,0.0,0.6776556776556777,1.0,0.7769230769230769,1.0,0.16755904352058199,0.16755904352058199,0.3114973262032085,0.2808847027163401,0.3497044750914719,-0.7228271193325596,-0.6776556776556777,-0.7769230769230769,0.3223443223443223,0.8053637139745062,
Mug,26,1.4615384615384615,8.538461538461538,5.5,0.0,6.961538461538462,2437.0,0.2929509885335507,0.6922075519836715,0.4568387881968433,0.1703188470936724,1.4615384615384615,8.538461538461538,5.5,0.0,0.21062271062271062,0.0,0.14615384615384616,0.0,0.7893772893772893,1.0,0.8538461538461538,1.0,0.10789482952944492,0.10789482952944492,0.2803308823529412,0.2529486586493987,0.3144349845201238,-0.819302953720313,-0.7893772893772895,-0.8538461538461538,0.21062271062271062,0.6416952221142808,
MultiSeat,45,1.8888888888888888,8.11111111111111,5.066666666666666,0.0,6.955555555555556,2437.0,0.5640028277818182,0.6146333793429489,0.5098222279668579,0.215843966509226,1.8888888888888888,8.11111111111111,5.066666666666666,0.0,0.274074074074074,0.0,0.18888888888888888,0.0,0.7259259259259259,1.0,0.8111111111111111,1.0,0.14486106486106487,0.14486106486106487,0.2958477508650519,0.26650160526745387,0.3325896922236386,-0.7778972858342965,-0.7259259259259261,-0.8204545454545454,0.274074074074074,0.6045743688451586,
Musical_Instrument,21,1.1428571428571428,8.857142857142858,5.761904761904762,0.0,6.904761904761905,2437.0,0.15383918180154352,0.6137015584057371,0.39189146699433036,0.13039992608039716,1.1428571428571428,8.857142857142858,5.761904761904762,0.0,0.16666666666666666,0.0,0.11428571428571428,0.0,0.8333333333333334,1.0,0.8857142857142858,1.0,0.07762733298447584,0.07762733298447584,0.2032563025210084,0.1828663935509449,0.22888102609464833,-0.8584954898108043,-0.8333333333333334,-0.8857142857142858,0.16666666666666666,0.6199994933844453,
NonWheelChair,60,3.3333333333333335,6.666666666666667,3.7,0.0,6.983333333333333,2437.0,1.599992398291769,0.8108049065587092,0.6280524464620423,0.3415111078830016,3.3333333333333335,6.666666666666667,3.7,0.0,0.46984126984126984,0.0,0.3333333333333333,0.0,0.5301587301587302,1.0,0.6666666666666666,1.0,0.29139513264513267,0.29139513264513267,0.4771505093265376,0.4331512476235939,0.531439774340596,-0.7081621089346922,-0.5301587301587302,-0.7645833333333334,0.46984126984126984,0.7570208074962105,
PianoBoard,20,2.05,7.95,4.9,0.0,6.95,2437.0,0.36342302832190604,0.7639088415828653,0.4917299606891807,0.23364635336106926,2.05,7.95,4.9,0.0,0.2952380952380952,0.0,0.205,0.0,0.7047619047619047,1.0,0.795,1.0,0.1541346153846154,0.1541346153846154,0.34558823529411764,0.3118805338971851,0.38754975674480313,-0.746275590635122,-0.7047619047619047,-0.795,0.2952380952380952,0.7489954725523486,
PlantIndoors,64,2.28125,7.71875,4.59375,0.0,6.875,2437.0,1.0068332462150433,0.7295242733782645,0.5753325401787903,0.2713466320463823,2.28125,7.71875,4.59375,0.0,0.3325892857142857,0.0,0.22812500000000002,0.0,0.6674107142857143,1.0,0.771875,1.0,0.17500156093906094,0.17500156093906094,0.3532412965186074,0.3178274084842077,0.39773804258545514,-0.7145552759211098,-0.6674107142857143,-0.771875,0.3325892857142857,0.6801420009709603,
PlantWildNonTree,26,0.8461538461538461,9.153846153846153,6.115384615384615,0.0,6.961538461538462,2437.0,0.21303584051906305,0.7846389845643577,0.43574534978293455,0.09939361018283072,0.8461538461538461,9.153846153846153,6.115384615384615,0.0,0.12087912087912088,0.0,0.08461538461538462,0.0,0.8791208791208791,1.0,0.9153846153846155,1.0,0.05512820512820513,0.05512820512820513,0.17254901960784313,0.15602836879432624,0.19298245614035084,-0.8968455056676393,-0.8791208791208791,-0.9153846153846155,0.12087912087912088,0.7666744188328574,
Quadruped,57,3.1403508771929824,6.859649122807017,3.8596491228070176,0.0,6.9298245614035086,2437.0,1.0987141523467157,0.776418419000041,0.5931874082464831,0.35319931726795123,3.1403508771929824,6.859649122807017,3.8596491228070176,0.0,0.4465329991645781,0.0,0.3140350877192982,0.0,0.5534670008354219,1.0,0.6859649122807018,1.0,0.2712925962925963,0.2712925962925963,0.45646845694799654,0.41346579254313637,0.5098503932465434,-0.729429907136175,-0.5534670008354219,-0.782608695652174,0.4465329991645781,0.7477212043940098,
RectangleTable,59,2.3389830508474576,7.661016949152542,4.6440677966101696,0.0,6.983050847457627,2437.0,1.1736985907316966,0.7295837408416573,0.5840627350892628,0.2457599130736598,2.3389830508474576,7.661016949152542,4.6440677966101696,0.0,0.334140435835351,0.0,0.23389830508474577,0.0,0.6658595641646489,1.0,0.7661016949152543,1.0,0.17812032600168196,0.17812032600168196,0.37756497948016415,0.3414151410192974,0.42227662178702563,-0.7115773647115408,-0.6658595641646489,-0.7661016949152543,0.334140435835351,0.6887018528756469,
Rocket,19,1.6842105263157894,8.31578947368421,5.2631578947368425,0.0,6.947368421052632,2437.0,0.24501432676234833,0.6469978169897667,0.4375375055791844,0.20775113909321802,1.6842105263157894,8.31578947368421,5.2631578947368425,0.0,0.24436090225563908,0.0,0.16842105263157894,0.0,0.7556390977443609,1.0,0.8315789473684211,1.0,0.12241179872758821,0.12241179872758821,0.29128959276018096,0.2623994876538817,0.327458918790188,-0.7912347801243242,-0.7556390977443609,-0.8315789473684211,0.24436090225563908,0.6488297795321256,
RoundTable,36,1.2222222222222223,8.777777777777779,5.777777777777778,0.0,7.0,2437.0,0.30354475425798744,0.6865013282581975,0.4628817298184262,0.14517804175584192,1.2222222222222223,8.777777777777779,5.777777777777778,0.0,0.1746031746031746,0.0,0.12222222222222223,0.0,0.8253968253968254,1.0,0.8777777777777778,1.0,0.0848519536019536,0.0848519536019536,0.20705882352941174,0.18723404255319148,0.231578947368421,-0.8503457958888284,-0.8253968253968255,-0.8777777777777778,0.1746031746031746,0.6505242177667934,
Shelf,43,1.3488372093023255,8.651162790697674,5.651162790697675,0.0,7.0,2437.0,0.44505762804087445,0.6392505149848453,0.48777145675281225,0.1476866385473592,1.3488372093023255,8.651162790697674,5.651162790697675,0.0,0.1926910299003322,0.0,0.13488372093023254,0.0,0.8073089700996678,1.0,0.8651162790697675,1.0,0.09416900928528835,0.09416900928528835,0.22011385199240985,0.1990391214824983,0.24617996604414255,-0.8348139847960023,-0.8073089700996678,-0.8651162790697675,0.1926910299003322,0.5786389453118972,
Ship,62,1.4516129032258065,8.548387096774194,5.467741935483871,0.0,6.919354838709677,2437.0,0.6006184709895367,0.680563345423208,0.5174175821477005,0.17457364582554685,1.4516129032258065,8.548387096774194,5.467741935483871,0.0,0.21044546850998463,0.0,0.14516129032258066,0.0,0.7895545314900153,1.0,0.8548387096774194,1.0,0.1035557184750733,0.1035557184750733,0.2596843615494978,0.23397486518805982,0.2918522993279468,-0.8201562595879155,-0.7895545314900154,-0.8548387096774194,0.21044546850998463,0.670564689516409,
Sign,9,0.0,10.0,7.0,0.0,7.0,2437.0,0.013063468041620238,0.409890901605599,0.22896778019763003,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,-1.0,-1.0,-1.0,0.0,0.43961341607835364,
Skyscraper,20,0.9,9.1,6.05,0.0,6.95,2437.0,0.13456480426965717,0.4884604501327761,0.384058025086489,0.14113968095227053,0.9,9.1,6.05,0.0,0.12857142857142856,0.0,0.09,0.0,0.8714285714285713,1.0,0.9099999999999999,1.0,0.058333333333333334,0.058333333333333334,0.16289592760180996,0.14729950900163666,0.1821862348178137,-0.8903062627660855,-0.8714285714285716,-0.9099999999999999,0.12857142857142856,0.44165567454616694,
