filename,category,dataset,normalized_version_used,num_vertices,num_faces,volume,file_size_bytes,bbox_width,bbox_height,bbox_depth,bbox_volume,filepath
D00310_unified.obj,Apartment,UnifiedPreprocessed/Data,True,3245,4564,0.000000,178264,1.000000,0.536652,0.385252,0.206746,UnifiedPreprocessed/Data/Apartment/D00310_unified.obj
D00348_unified.obj,Apartment,UnifiedPreprocessed/Data,True,2006,3008,0.000000,113544,1.000000,0.580958,0.611058,0.354999,UnifiedPreprocessed/Data/Apartment/D00348_unified.obj
D00366_unified.obj,Apartment,UnifiedPreprocessed/Data,True,1294,2539,0.000000,80202,1.000000,0.855437,0.798721,0.683255,UnifiedPreprocessed/Data/Apartment/D00366_unified.obj
D00478_unified.obj,Apartment,UnifiedPreprocessed/Data,True,4895,4045,0.000000,225312,1.000000,0.668303,0.506983,0.338818,UnifiedPreprocessed/Data/Apartment/D00478_unified.obj
D00496_unified.obj,Apartment,UnifiedPreprocessed/Data,True,1598,2535,0.000000,91210,0.760744,1.000000,0.400446,0.304637,UnifiedPreprocessed/Data/Apartment/D00496_unified.obj
D00626_unified.obj,Apartment,UnifiedPreprocessed/Data,True,7697,14891,0.000000,509016,1.000000,0.465244,0.439580,0.204512,UnifiedPreprocessed/Data/Apartment/D00626_unified.obj
D00639_unified.obj,Apartment,UnifiedPreprocessed/Data,True,2752,4999,0.000000,170539,1.000000,0.633412,0.570733,0.361509,UnifiedPreprocessed/Data/Apartment/D00639_unified.obj
D00651_unified.obj,Apartment,UnifiedPreprocessed/Data,True,4534,4854,0.000000,224938,1.000000,0.781568,0.704149,0.550340,UnifiedPreprocessed/Data/Apartment/D00651_unified.obj
D00681_unified.obj,Apartment,UnifiedPreprocessed/Data,True,5330,4937,0.000000,254159,1.000000,0.719255,0.656157,0.471944,UnifiedPreprocessed/Data/Apartment/D00681_unified.obj
D00780_unified.obj,Apartment,UnifiedPreprocessed/Data,True,3867,4638,0.000000,201296,1.000000,0.527998,0.296443,0.156521,UnifiedPreprocessed/Data/Apartment/D00780_unified.obj
D00792_unified.obj,Apartment,UnifiedPreprocessed/Data,True,2710,4632,0.000000,163801,1.000000,0.924454,0.684398,0.632694,UnifiedPreprocessed/Data/Apartment/D00792_unified.obj
D00859_unified.obj,Apartment,UnifiedPreprocessed/Data,True,4654,8610,0.000000,297220,1.000000,0.616825,0.327569,0.202053,UnifiedPreprocessed/Data/Apartment/D00859_unified.obj
D00860_unified.obj,Apartment,UnifiedPreprocessed/Data,True,4895,4043,0.000000,225271,1.000000,0.667938,0.506952,0.338613,UnifiedPreprocessed/Data/Apartment/D00860_unified.obj
D00869_unified.obj,Apartment,UnifiedPreprocessed/Data,True,2791,3845,0.000000,151939,1.000000,0.605114,0.546725,0.330831,UnifiedPreprocessed/Data/Apartment/D00869_unified.obj
D00921_unified.obj,Apartment,UnifiedPreprocessed/Data,True,4354,4992,0.000000,224809,1.000000,0.550684,0.530829,0.292319,UnifiedPreprocessed/Data/Apartment/D00921_unified.obj
D00953_unified.obj,Apartment,UnifiedPreprocessed/Data,True,2991,3985,0.000000,162970,0.934687,1.000000,0.428752,0.400749,UnifiedPreprocessed/Data/Apartment/D00953_unified.obj
m463_unified.obj,Apartment,UnifiedPreprocessed/Data,True,2022,3655,0.000000,124018,1.000000,0.799995,0.578676,0.462938,UnifiedPreprocessed/Data/Apartment/m463_unified.obj
m464_unified.obj,Apartment,UnifiedPreprocessed/Data,True,4275,4999,0.000000,219972,1.000000,0.349734,0.297712,0.104120,UnifiedPreprocessed/Data/Apartment/m464_unified.obj
m465_unified.obj,Apartment,UnifiedPreprocessed/Data,True,2335,4363,0.000000,146529,1.000000,0.298146,0.220667,0.065791,UnifiedPreprocessed/Data/Apartment/m465_unified.obj
m53_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,2680,4962,0.000000,167960,1.000000,0.337502,0.128938,0.043517,UnifiedPreprocessed/Data/AquaticAnimal/m53_unified.obj
m54_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,2718,5000,0.000000,170254,1.000000,0.360575,0.187093,0.067461,UnifiedPreprocessed/Data/AquaticAnimal/m54_unified.obj
m55_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,2672,4963,0.000000,167702,1.000000,0.371216,0.163307,0.060622,UnifiedPreprocessed/Data/AquaticAnimal/m55_unified.obj
m56_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,2700,5000,0.000000,169530,1.000000,0.359320,0.150968,0.054246,UnifiedPreprocessed/Data/AquaticAnimal/m56_unified.obj
m57_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,2674,4985,0.000000,168241,1.000000,0.379888,0.124483,0.047290,UnifiedPreprocessed/Data/AquaticAnimal/m57_unified.obj
m58_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,1902,3800,0.000000,122348,1.000000,0.514671,0.538116,0.276953,UnifiedPreprocessed/Data/AquaticAnimal/m58_unified.obj
m59_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,171,334,0.000000,9951,1.000000,0.210480,0.210480,0.044302,UnifiedPreprocessed/Data/AquaticAnimal/m59_unified.obj
m60_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,1606,3208,0.000000,102071,1.000000,0.405387,0.342769,0.138954,UnifiedPreprocessed/Data/AquaticAnimal/m60_unified.obj
m61_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,760,1348,0.000000,43727,1.000000,0.441684,0.173333,0.076558,UnifiedPreprocessed/Data/AquaticAnimal/m61_unified.obj
m62_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,958,1912,0.000000,58445,1.000000,0.721870,0.109423,0.078989,UnifiedPreprocessed/Data/AquaticAnimal/m62_unified.obj
m63_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,3991,7168,0.000000,250481,1.000000,0.664942,0.755408,0.502303,UnifiedPreprocessed/Data/AquaticAnimal/m63_unified.obj
m64_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,931,1764,0.000000,55583,1.000000,0.547423,0.161576,0.088450,UnifiedPreprocessed/Data/AquaticAnimal/m64_unified.obj
m65_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,3936,7720,0.000000,257143,1.000000,0.677910,0.413695,0.280448,UnifiedPreprocessed/Data/AquaticAnimal/m65_unified.obj
m66_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,2400,4848,0.000000,156622,1.000000,0.478974,0.460577,0.220604,UnifiedPreprocessed/Data/AquaticAnimal/m66_unified.obj
m67_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,2502,5000,0.000000,162608,1.000000,0.383439,0.236049,0.090510,UnifiedPreprocessed/Data/AquaticAnimal/m67_unified.obj
m68_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,2200,4392,0.000000,141944,1.000000,0.272456,0.171373,0.046692,UnifiedPreprocessed/Data/AquaticAnimal/m68_unified.obj
m69_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,1174,2240,0.000000,71260,1.000000,0.347494,0.267064,0.092803,UnifiedPreprocessed/Data/AquaticAnimal/m69_unified.obj
m70_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,1186,2240,0.000000,71787,1.000000,0.451908,0.252924,0.114298,UnifiedPreprocessed/Data/AquaticAnimal/m70_unified.obj
m71_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,1674,3344,0.000000,106756,1.000000,0.366688,0.316796,0.116165,UnifiedPreprocessed/Data/AquaticAnimal/m71_unified.obj
m72_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,1237,2360,0.000000,75381,1.000000,0.453783,0.248811,0.112906,UnifiedPreprocessed/Data/AquaticAnimal/m72_unified.obj
m73_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,1133,2250,0.000000,69951,1.000000,0.599701,0.368505,0.220993,UnifiedPreprocessed/Data/AquaticAnimal/m73_unified.obj
m74_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,654,1288,0.000000,39649,1.000000,0.359820,0.314769,0.113260,UnifiedPreprocessed/Data/AquaticAnimal/m74_unified.obj
m75_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,1094,2048,0.000000,65342,1.000000,0.537188,0.277142,0.148877,UnifiedPreprocessed/Data/AquaticAnimal/m75_unified.obj
m76_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,1583,3162,0.000000,100490,1.000000,0.338436,0.388969,0.131641,UnifiedPreprocessed/Data/AquaticAnimal/m76_unified.obj
m77_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,2568,5000,0.000000,164814,1.000000,0.458628,0.433576,0.198850,UnifiedPreprocessed/Data/AquaticAnimal/m77_unified.obj
m78_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,1659,2927,0.000000,100408,1.000000,0.457149,0.388110,0.177424,UnifiedPreprocessed/Data/AquaticAnimal/m78_unified.obj
m79_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,536,904,0.000000,30202,1.000000,0.261390,0.269014,0.070318,UnifiedPreprocessed/Data/AquaticAnimal/m79_unified.obj
m80_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,4317,8368,0.000000,281332,1.000000,0.392395,0.300217,0.117804,UnifiedPreprocessed/Data/AquaticAnimal/m80_unified.obj
m81_unified.obj,AquaticAnimal,UnifiedPreprocessed/Data,True,3312,6391,0.000000,213268,1.000000,0.288852,0.406371,0.117381,UnifiedPreprocessed/Data/AquaticAnimal/m81_unified.obj
D00031_unified.obj,Bed,UnifiedPreprocessed/Data,True,1867,3588,0.000000,117564,1.000000,0.882339,0.350404,0.309175,UnifiedPreprocessed/Data/Bed/D00031_unified.obj
D00110_unified.obj,Bed,UnifiedPreprocessed/Data,True,1926,3644,0.000000,120495,1.000000,0.708912,0.348435,0.247010,UnifiedPreprocessed/Data/Bed/D00110_unified.obj
D00121_unified.obj,Bed,UnifiedPreprocessed/Data,True,2578,5000,0.000000,165644,1.000000,0.826378,0.577301,0.477069,UnifiedPreprocessed/Data/Bed/D00121_unified.obj
D00184_unified.obj,Bed,UnifiedPreprocessed/Data,True,2599,5000,0.000000,166026,1.000000,0.830719,0.519600,0.431642,UnifiedPreprocessed/Data/Bed/D00184_unified.obj
D00210_unified.obj,Bed,UnifiedPreprocessed/Data,True,2598,5000,0.000000,165958,1.000000,0.896853,0.613955,0.550627,UnifiedPreprocessed/Data/Bed/D00210_unified.obj
D00213_unified.obj,Bed,UnifiedPreprocessed/Data,True,2277,4536,0.000000,147745,1.000000,0.481964,0.351785,0.169548,UnifiedPreprocessed/Data/Bed/D00213_unified.obj
D00217_unified.obj,Bed,UnifiedPreprocessed/Data,True,2586,5000,0.000000,165433,1.000000,0.491714,0.330202,0.162365,UnifiedPreprocessed/Data/Bed/D00217_unified.obj
D00307_unified.obj,Bed,UnifiedPreprocessed/Data,True,2644,5259,0.000000,172671,0.923781,1.000000,0.327664,0.302690,UnifiedPreprocessed/Data/Bed/D00307_unified.obj
D00322_unified.obj,Bed,UnifiedPreprocessed/Data,True,2544,5000,0.000000,164288,1.000000,0.427047,0.481079,0.205443,UnifiedPreprocessed/Data/Bed/D00322_unified.obj
D00417_unified.obj,Bed,UnifiedPreprocessed/Data,True,2556,5000,0.000000,164775,1.000000,0.741876,0.382012,0.283406,UnifiedPreprocessed/Data/Bed/D00417_unified.obj
D00538_unified.obj,Bed,UnifiedPreprocessed/Data,True,2667,5000,0.000000,168416,1.000000,0.666820,0.387290,0.258253,UnifiedPreprocessed/Data/Bed/D00538_unified.obj
D00545_unified.obj,Bed,UnifiedPreprocessed/Data,True,1655,3270,0.000000,104702,1.000000,0.722548,0.451384,0.326147,UnifiedPreprocessed/Data/Bed/D00545_unified.obj
D00552_unified.obj,Bed,UnifiedPreprocessed/Data,True,2661,4997,0.000000,168627,0.912769,1.000000,0.445790,0.406903,UnifiedPreprocessed/Data/Bed/D00552_unified.obj
D00565_unified.obj,Bed,UnifiedPreprocessed/Data,True,3297,6500,0.000000,215758,1.000000,0.720051,0.312884,0.225292,UnifiedPreprocessed/Data/Bed/D00565_unified.obj
D00650_unified.obj,Bed,UnifiedPreprocessed/Data,True,2527,4996,0.000000,163274,1.000000,0.519535,0.400252,0.207945,UnifiedPreprocessed/Data/Bed/D00650_unified.obj
D00735_unified.obj,Bed,UnifiedPreprocessed/Data,True,1609,2736,0.000000,95615,1.000000,0.662234,0.495151,0.327906,UnifiedPreprocessed/Data/Bed/D00735_unified.obj
D00836_unified.obj,Bed,UnifiedPreprocessed/Data,True,1563,3122,0.000000,99251,1.000000,0.361908,0.440768,0.159517,UnifiedPreprocessed/Data/Bed/D00836_unified.obj
D00839_unified.obj,Bed,UnifiedPreprocessed/Data,True,2528,4998,0.000000,163992,1.000000,0.801496,0.405222,0.324784,UnifiedPreprocessed/Data/Bed/D00839_unified.obj
D00969_unified.obj,Bed,UnifiedPreprocessed/Data,True,2803,5000,0.000000,172438,1.000000,0.851988,0.561914,0.478744,UnifiedPreprocessed/Data/Bed/D00969_unified.obj
D00988_unified.obj,Bed,UnifiedPreprocessed/Data,True,1279,2496,0.000000,79048,1.000000,0.659240,0.397915,0.262321,UnifiedPreprocessed/Data/Bed/D00988_unified.obj
m945_unified.obj,Bed,UnifiedPreprocessed/Data,True,2718,4997,0.000000,170938,1.000000,0.679815,0.702022,0.477245,UnifiedPreprocessed/Data/Bed/m945_unified.obj
m946_unified.obj,Bed,UnifiedPreprocessed/Data,True,1539,2576,0.000000,89942,1.000000,0.493885,0.493910,0.243935,UnifiedPreprocessed/Data/Bed/m946_unified.obj
m947_unified.obj,Bed,UnifiedPreprocessed/Data,True,1421,2240,0.000000,80462,1.000000,0.719708,0.434926,0.313020,UnifiedPreprocessed/Data/Bed/m947_unified.obj
m948_unified.obj,Bed,UnifiedPreprocessed/Data,True,2578,5000,0.000000,165536,1.000000,0.933135,0.961754,0.897446,UnifiedPreprocessed/Data/Bed/m948_unified.obj
m949_unified.obj,Bed,UnifiedPreprocessed/Data,True,2788,5552,0.000000,182160,0.968112,0.513808,1.000000,0.497424,UnifiedPreprocessed/Data/Bed/m949_unified.obj
m950_unified.obj,Bed,UnifiedPreprocessed/Data,True,1587,2888,0.000000,96398,1.000000,0.938761,0.749891,0.703968,UnifiedPreprocessed/Data/Bed/m950_unified.obj
m951_unified.obj,Bed,UnifiedPreprocessed/Data,True,1294,2288,0.000000,76781,1.000000,0.803180,0.490133,0.393665,UnifiedPreprocessed/Data/Bed/m951_unified.obj
D00016_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2769,5049,0.000000,173143,1.000000,0.683460,0.206599,0.141202,UnifiedPreprocessed/Data/Bicycle/D00016_unified.obj
D00033_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2192,4448,0.000000,142370,1.000000,0.586493,0.304593,0.178642,UnifiedPreprocessed/Data/Bicycle/D00033_unified.obj
D00040_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,4103,7801,0.000000,263680,1.000000,0.627957,0.332794,0.208980,UnifiedPreprocessed/Data/Bicycle/D00040_unified.obj
D00077_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2613,4991,0.000000,167682,1.000000,0.690862,0.348376,0.240680,UnifiedPreprocessed/Data/Bicycle/D00077_unified.obj
D00078_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2804,4836,0.000000,170134,1.000000,0.696173,0.380413,0.264833,UnifiedPreprocessed/Data/Bicycle/D00078_unified.obj
D00462_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,3489,4974,0.000000,194707,1.000000,0.630828,0.266947,0.168398,UnifiedPreprocessed/Data/Bicycle/D00462_unified.obj
D00514_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2903,5000,0.000000,176458,1.000000,0.613888,0.206811,0.126959,UnifiedPreprocessed/Data/Bicycle/D00514_unified.obj
D00536_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2026,3480,0.000000,121399,1.000000,0.628306,0.466041,0.292816,UnifiedPreprocessed/Data/Bicycle/D00536_unified.obj
D00555_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,3215,4912,0.000000,184290,1.000000,0.664436,0.356971,0.237184,UnifiedPreprocessed/Data/Bicycle/D00555_unified.obj
D00558_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,3033,4990,0.000000,181755,1.000000,0.571028,0.264180,0.150854,UnifiedPreprocessed/Data/Bicycle/D00558_unified.obj
D00567_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,1810,3664,0.000000,116603,1.000000,0.637571,0.290138,0.184984,UnifiedPreprocessed/Data/Bicycle/D00567_unified.obj
D00621_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2769,5049,0.000000,172915,1.000000,0.683460,0.206600,0.141203,UnifiedPreprocessed/Data/Bicycle/D00621_unified.obj
D00708_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2861,5000,0.000000,175858,1.000000,0.674202,0.304401,0.205228,UnifiedPreprocessed/Data/Bicycle/D00708_unified.obj
D00750_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2877,5484,0.000000,183308,1.000000,0.808844,0.306977,0.248297,UnifiedPreprocessed/Data/Bicycle/D00750_unified.obj
D00838_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2846,5000,0.000000,174747,1.000000,0.675458,0.304539,0.205703,UnifiedPreprocessed/Data/Bicycle/D00838_unified.obj
D00847_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2815,4858,0.000000,170819,1.000000,0.694167,0.380137,0.263879,UnifiedPreprocessed/Data/Bicycle/D00847_unified.obj
D00904_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2580,5000,0.000000,165024,1.000000,0.626743,0.199403,0.124974,UnifiedPreprocessed/Data/Bicycle/D00904_unified.obj
D00930_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,3026,5000,0.000000,180736,1.000000,0.802127,0.393894,0.315953,UnifiedPreprocessed/Data/Bicycle/D00930_unified.obj
D00931_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2927,4546,0.000000,168248,1.000000,0.606950,0.308614,0.187313,UnifiedPreprocessed/Data/Bicycle/D00931_unified.obj
D00974_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2438,4885,0.000000,158850,1.000000,0.704011,0.229506,0.161575,UnifiedPreprocessed/Data/Bicycle/D00974_unified.obj
m1472_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,1872,3372,0.000000,114559,1.000000,0.683581,0.408280,0.279092,UnifiedPreprocessed/Data/Bicycle/m1472_unified.obj
m1473_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2192,4448,0.000000,142369,1.000000,0.586494,0.304593,0.178642,UnifiedPreprocessed/Data/Bicycle/m1473_unified.obj
m1475_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2442,4888,0.000000,159043,1.000000,0.704664,0.229554,0.161758,UnifiedPreprocessed/Data/Bicycle/m1475_unified.obj
m1476_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,1810,3664,0.000000,116601,1.000000,0.637571,0.290138,0.184984,UnifiedPreprocessed/Data/Bicycle/m1476_unified.obj
m1477_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2815,4852,0.000000,170588,1.000000,0.693107,0.379979,0.263366,UnifiedPreprocessed/Data/Bicycle/m1477_unified.obj
m1478_unified.obj,Bicycle,UnifiedPreprocessed/Data,True,2769,5049,0.000000,172983,1.000000,0.683460,0.206600,0.141203,UnifiedPreprocessed/Data/Bicycle/m1478_unified.obj
D00069_unified.obj,Biplane,UnifiedPreprocessed/Data,True,2570,4880,0.000000,162803,1.000000,0.509037,0.200085,0.101851,UnifiedPreprocessed/Data/Biplane/D00069_unified.obj
D00132_unified.obj,Biplane,UnifiedPreprocessed/Data,True,923,1392,0.000000,49908,1.000000,0.666263,0.200880,0.133839,UnifiedPreprocessed/Data/Biplane/D00132_unified.obj
D00178_unified.obj,Biplane,UnifiedPreprocessed/Data,True,3098,4978,0.000000,182796,0.695625,1.000000,0.229151,0.159403,UnifiedPreprocessed/Data/Biplane/D00178_unified.obj
D00199_unified.obj,Biplane,UnifiedPreprocessed/Data,True,2584,3753,0.000000,145380,1.000000,0.774745,0.289044,0.223935,UnifiedPreprocessed/Data/Biplane/D00199_unified.obj
D00246_unified.obj,Biplane,UnifiedPreprocessed/Data,True,2748,4905,0.000000,169562,1.000000,0.518694,0.167721,0.086996,UnifiedPreprocessed/Data/Biplane/D00246_unified.obj
D00276_unified.obj,Biplane,UnifiedPreprocessed/Data,True,1920,3664,0.000000,120732,0.822335,1.000000,0.449325,0.369496,UnifiedPreprocessed/Data/Biplane/D00276_unified.obj
D00277_unified.obj,Biplane,UnifiedPreprocessed/Data,True,3968,4735,0.000000,206373,1.000000,0.729007,0.255147,0.186004,UnifiedPreprocessed/Data/Biplane/D00277_unified.obj
D00320_unified.obj,Biplane,UnifiedPreprocessed/Data,True,3018,4902,0.000000,177420,1.000000,0.596551,0.225080,0.134272,UnifiedPreprocessed/Data/Biplane/D00320_unified.obj
D00373_unified.obj,Biplane,UnifiedPreprocessed/Data,True,2132,3846,0.000000,130967,0.798641,1.000000,0.317947,0.253926,UnifiedPreprocessed/Data/Biplane/D00373_unified.obj
D00410_unified.obj,Biplane,UnifiedPreprocessed/Data,True,2167,4254,0.000000,139030,1.000000,0.520427,0.204879,0.106625,UnifiedPreprocessed/Data/Biplane/D00410_unified.obj
D00490_unified.obj,Biplane,UnifiedPreprocessed/Data,True,2700,4950,0.000000,168996,0.681331,1.000000,0.248000,0.168970,UnifiedPreprocessed/Data/Biplane/D00490_unified.obj
D00515_unified.obj,Biplane,UnifiedPreprocessed/Data,True,2589,4995,0.000000,165709,0.876575,1.000000,0.287832,0.252306,UnifiedPreprocessed/Data/Biplane/D00515_unified.obj
D00601_unified.obj,Biplane,UnifiedPreprocessed/Data,True,2328,4530,0.000000,149110,0.911966,1.000000,0.487962,0.445005,UnifiedPreprocessed/Data/Biplane/D00601_unified.obj
D00616_unified.obj,Biplane,UnifiedPreprocessed/Data,True,2259,5198,0.000000,157431,0.504667,1.000000,0.230672,0.116413,UnifiedPreprocessed/Data/Biplane/D00616_unified.obj
D00632_unified.obj,Biplane,UnifiedPreprocessed/Data,True,2270,4096,0.000000,140330,0.786918,1.000000,0.293019,0.230582,UnifiedPreprocessed/Data/Biplane/D00632_unified.obj
D00634_unified.obj,Biplane,UnifiedPreprocessed/Data,True,2935,4999,0.000000,177782,1.000000,0.795915,0.295243,0.234988,UnifiedPreprocessed/Data/Biplane/D00634_unified.obj
D00666_unified.obj,Biplane,UnifiedPreprocessed/Data,True,1730,3176,0.000000,106223,1.000000,0.993314,0.223528,0.222033,UnifiedPreprocessed/Data/Biplane/D00666_unified.obj
D00854_unified.obj,Biplane,UnifiedPreprocessed/Data,True,2738,4919,0.000000,169275,0.720589,1.000000,0.262433,0.189106,UnifiedPreprocessed/Data/Biplane/D00854_unified.obj
D00890_unified.obj,Biplane,UnifiedPreprocessed/Data,True,3293,5000,0.000000,189258,1.000000,0.900306,0.321156,0.289139,UnifiedPreprocessed/Data/Biplane/D00890_unified.obj
D00900_unified.obj,Biplane,UnifiedPreprocessed/Data,True,3797,4974,0.000000,205827,1.000000,0.694474,0.233140,0.161910,UnifiedPreprocessed/Data/Biplane/D00900_unified.obj
