filename,category,dataset,normalized_version_used,num_vertices,num_faces,volume,file_size_bytes,bbox_width,bbox_height,bbox_depth,bbox_volume,filepath
D00110.obj,Bed,Data,False,1926,3644,0.000000,116289,1.641130,1.243046,0.559719,1.141827,Data/Bed/D00110.obj
D00121.obj,Bed,Data,False,15368,24612,0.000000,907229,1.698073,1.458173,0.945230,2.340469,Data/Bed/D00121.obj
D00184.obj,Bed,Data,False,7218,14204,0.000000,462573,1.687686,1.555931,0.808304,2.122544,Data/Bed/D00184.obj
D00210.obj,Bed,Data,False,22063,34247,0.000000,1311065,1.484827,1.399419,0.958927,1.992550,Data/Bed/D00210.obj
D00213.obj,Bed,Data,False,2277,4536,0.000000,140455,1.702580,0.869759,0.651224,0.964355,Data/Bed/D00213.obj
D00217.obj,Bed,Data,False,3238,6272,0.000000,201638,1.724193,0.956709,0.726349,1.198150,Data/Bed/D00217.obj
D00307.obj,Bed,Data,False,2644,5259,0.000000,166692,1.811915,1.706044,0.606442,1.874638,Data/Bed/D00307.obj
D00322.obj,Bed,Data,False,9342,14796,0.000000,532845,1.807141,1.014781,1.041557,1.910062,Data/Bed/D00322.obj
D00417.obj,Bed,Data,False,12808,24736,0.000000,826036,1.595934,1.177490,0.677060,1.272329,Data/Bed/D00417.obj
D00538.obj,Bed,Data,False,7136,13868,0.000000,450611,1.676846,1.182285,0.737522,1.462145,Data/Bed/D00538.obj
D00545.obj,Bed,Data,False,415,838,0.000000,24012,1.709518,1.227082,0.744584,1.561928,Data/Bed/D00545.obj
D00552.obj,Bed,Data,False,6349,12251,0.000000,395826,1.546605,1.435555,0.697371,1.548329,Data/Bed/D00552.obj
D00565.obj,Bed,Data,False,826,1628,0.000000,47628,1.688862,1.324207,0.555450,1.242210,Data/Bed/D00565.obj
D00650.obj,Bed,Data,False,3752,7443,0.000000,237519,1.696887,0.928137,0.703578,1.108096,Data/Bed/D00650.obj
D00735.obj,Bed,Data,False,453,684,0.000000,23252,1.758363,1.422195,0.788740,1.972430,Data/Bed/D00735.obj
D00836.obj,Bed,Data,False,1563,3154,0.000000,96018,1.714961,0.877766,0.902455,1.358497,Data/Bed/D00836.obj
D00839.obj,Bed,Data,False,16364,32648,0.000000,1094064,1.665043,1.447059,0.642688,1.548502,Data/Bed/D00839.obj
D00969.obj,Bed,Data,False,13151,23918,0.000000,826772,1.705187,1.497695,0.846262,2.161226,Data/Bed/D00969.obj
D00988.obj,Bed,Data,False,768,624,0.000000,32412,1.683397,1.152733,0.726602,1.409976,Data/Bed/D00988.obj
m945.obj,Bed,Data,False,8116,15659,0.000000,1026221,0.715004,0.788378,0.950000,0.535509,Data/Bed/m945.obj
m946.obj,Bed,Data,False,449,644,0.000000,45262,0.469149,0.469147,0.950000,0.209095,Data/Bed/m946.obj
m947.obj,Bed,Data,False,441,584,0.000000,42836,0.696994,0.420454,0.950000,0.278401,Data/Bed/m947.obj
m948.obj,Bed,Data,False,4597,9038,0.000000,580984,0.950000,0.868382,0.936408,0.772502,Data/Bed/m948.obj
m949.obj,Bed,Data,False,706,1388,0.000000,81672,0.931207,0.950000,0.464954,0.411320,Data/Bed/m949.obj
m950.obj,Bed,Data,False,437,724,0.000000,46577,0.744384,0.864227,0.950000,0.611151,Data/Bed/m950.obj
m951.obj,Bed,Data,False,363,572,0.000000,37730,0.772947,0.511752,0.950000,0.375779,Data/Bed/m951.obj
D00016.obj,Bicycle,Data,False,2769,5049,0.000000,165906,1.874254,1.258803,0.387782,0.914900,Data/Bicycle/D00016.obj
D00033.obj,Bicycle,Data,False,2192,4448,0.000000,136397,1.943924,1.093925,0.591641,1.258129,Data/Bicycle/D00033.obj
D00040.obj,Bicycle,Data,False,25426,50650,0.000000,1737670,1.904794,1.202970,0.633241,1.451015,Data/Bicycle/D00040.obj
D00077.obj,Bicycle,Data,False,16416,32265,0.000000,1099457,1.891602,1.144849,0.652735,1.413562,Data/Bicycle/D00077.obj
D00078.obj,Bicycle,Data,False,22674,44740,0.000000,1540407,1.886810,1.354488,0.723540,1.849123,Data/Bicycle/D00078.obj
D00462.obj,Bicycle,Data,False,56754,111471,0.000000,3932300,1.914858,1.205160,0.514608,1.187566,Data/Bicycle/D00462.obj
D00514.obj,Bicycle,Data,False,6951,12939,0.000000,431020,1.868111,1.251882,0.396718,0.927786,Data/Bicycle/D00514.obj
D00536.obj,Bicycle,Data,False,30832,60488,0.000000,2101390,1.908316,1.231255,0.897011,2.107638,Data/Bicycle/D00536.obj
D00555.obj,Bicycle,Data,False,34364,64544,0.000000,2286948,1.926602,1.252655,0.687827,1.659979,Data/Bicycle/D00555.obj
D00558.obj,Bicycle,Data,False,19417,37661,0.000000,1297733,1.953064,1.123998,0.520458,1.142530,Data/Bicycle/D00558.obj
D00567.obj,Bicycle,Data,False,436,916,0.000000,25683,1.914898,1.193422,0.555594,1.269689,Data/Bicycle/D00567.obj
D00621.obj,Bicycle,Data,False,2769,5049,0.000000,165749,1.871673,1.270434,0.387544,0.921516,Data/Bicycle/D00621.obj
D00708.obj,Bicycle,Data,False,22495,44110,0.000000,1520065,1.935890,1.211861,0.588653,1.380997,Data/Bicycle/D00708.obj
D00750.obj,Bicycle,Data,False,3053,5484,0.000000,181409,1.914939,1.555210,0.606948,1.807571,Data/Bicycle/D00750.obj
D00838.obj,Bicycle,Data,False,23397,45925,0.000000,1583504,1.914918,1.198292,0.582310,1.336187,Data/Bicycle/D00838.obj
D00847.obj,Bicycle,Data,False,22672,44707,0.000000,1531364,1.906322,1.321302,0.723223,1.821674,Data/Bicycle/D00847.obj
D00904.obj,Bicycle,Data,False,5354,10548,0.000000,338725,1.912909,1.236722,0.387386,0.916453,Data/Bicycle/D00904.obj
D00930.obj,Bicycle,Data,False,29173,57224,0.000000,1988510,1.732735,1.372701,0.679758,1.616823,Data/Bicycle/D00930.obj
D00931.obj,Bicycle,Data,False,32603,64230,0.000000,2239023,1.770402,1.084968,0.568906,1.092771,Data/Bicycle/D00931.obj
D00974.obj,Bicycle,Data,False,6045,12065,0.000000,385375,1.893956,1.134776,0.419570,0.901746,Data/Bicycle/D00974.obj
m1472.obj,Bicycle,Data,False,524,846,0.000000,55523,0.381458,0.541816,0.950000,0.196346,Data/Bicycle/m1472.obj
m1473.obj,Bicycle,Data,False,2192,4448,0.000000,273873,0.950000,0.532643,0.289071,0.146273,Data/Bicycle/m1473.obj
m1475.obj,Bicycle,Data,False,6049,12065,0.000000,775551,0.950000,0.488449,0.207333,0.096208,Data/Bicycle/m1475.obj
m1476.obj,Bicycle,Data,False,436,916,0.000000,51612,0.274675,0.549723,0.950000,0.143445,Data/Bicycle/m1476.obj
m1477.obj,Bicycle,Data,False,22682,44727,0.000000,3074397,0.950000,0.591046,0.351031,0.197102,Data/Bicycle/m1477.obj
m1478.obj,Bicycle,Data,False,2769,5049,0.000000,333718,0.950000,0.586666,0.198576,0.110673,Data/Bicycle/m1478.obj
D00069.obj,Biplane,Data,False,3242,6326,0.000000,202854,1.968557,1.000288,0.398585,0.784863,Data/Biplane/D00069.obj
D00132.obj,Biplane,Data,False,287,348,0.000000,13516,1.896194,1.269392,0.384810,0.926243,Data/Biplane/D00132.obj
D00178.obj,Biplane,Data,False,10942,8057,0.000000,475566,1.357610,1.061647,0.302748,0.436351,Data/Biplane/D00178.obj
D00199.obj,Biplane,Data,False,2584,3764,0.000000,140492,1.932136,1.464820,0.573418,1.622906,Data/Biplane/D00199.obj
D00246.obj,Biplane,Data,False,14082,9353,0.000000,601708,1.983473,1.028037,0.332352,0.677694,Data/Biplane/D00246.obj
D00276.obj,Biplane,Data,False,567,916,0.000000,29910,1.779216,1.631255,0.946421,2.746850,Data/Biplane/D00276.obj
D00277.obj,Biplane,Data,False,22427,41567,0.000000,1472554,1.362668,1.868561,0.547377,1.393747,Data/Biplane/D00277.obj
D00320.obj,Biplane,Data,False,9723,17476,0.000000,592269,1.974712,1.179359,0.455504,1.060821,Data/Biplane/D00320.obj
D00373.obj,Biplane,Data,False,5941,12536,0.000000,392798,1.530488,1.898203,0.622796,1.809333,Data/Biplane/D00373.obj
D00410.obj,Biplane,Data,False,2167,4254,0.000000,134977,1.922227,1.179580,0.404957,0.918208,Data/Biplane/D00410.obj
D00490.obj,Biplane,Data,False,24998,46318,0.000000,1642191,1.829219,1.265565,0.481819,1.115409,Data/Biplane/D00490.obj
D00515.obj,Biplane,Data,False,5381,10522,0.000000,340819,1.578012,1.753328,0.569593,1.575934,Data/Biplane/D00515.obj
D00601.obj,Biplane,Data,False,18086,36024,0.000000,1217824,1.628342,1.278658,0.797858,1.661214,Data/Biplane/D00601.obj
D00616.obj,Biplane,Data,False,20306,37102,0.000000,1319142,1.982960,0.935807,0.378657,0.702662,Data/Biplane/D00616.obj
D00632.obj,Biplane,Data,False,624,1024,0.000000,33171,1.474065,1.872451,0.554244,1.529777,Data/Biplane/D00632.obj
D00634.obj,Biplane,Data,False,48973,77264,0.000000,3036714,1.934928,1.534806,0.595608,1.768800,Data/Biplane/D00634.obj
D00666.obj,Biplane,Data,False,469,794,0.000000,25255,1.917884,1.909071,0.445451,1.630964,Data/Biplane/D00666.obj
D00854.obj,Biplane,Data,False,18966,37292,0.000000,1262380,1.421385,1.933307,0.545859,1.500006,Data/Biplane/D00854.obj
D00890.obj,Biplane,Data,False,45079,47490,0.000000,2303865,1.771344,1.603146,0.580448,1.648312,Data/Biplane/D00890.obj
D00900.obj,Biplane,Data,False,27750,49863,0.000000,1800618,1.984465,1.380000,0.455251,1.246733,Data/Biplane/D00900.obj
m1118.obj,Biplane,Data,False,10676,20408,0.000000,1353920,0.950000,0.206623,0.501884,0.098516,Data/Biplane/m1118.obj
m1119.obj,Biplane,Data,False,863,1550,0.000000,96138,0.950000,0.354325,0.790271,0.266012,Data/Biplane/m1119.obj
m1120.obj,Biplane,Data,False,65722,129881,0.000000,9168931,0.950000,0.345037,0.864139,0.283252,Data/Biplane/m1120.obj
m1121.obj,Biplane,Data,False,1062,1913,0.000000,119300,0.767248,0.950000,0.303749,0.221398,Data/Biplane/m1121.obj
m1122.obj,Biplane,Data,False,6704,11577,0.000000,799647,0.910720,0.950000,0.279519,0.241835,Data/Biplane/m1122.obj
m1123.obj,Biplane,Data,False,1015,1756,0.000000,111834,0.672675,0.950000,0.293427,0.187512,Data/Biplane/m1123.obj
m1124.obj,Biplane,Data,False,390,572,0.000000,39683,0.608082,0.950000,0.215746,0.124632,Data/Biplane/m1124.obj
m1125.obj,Biplane,Data,False,434,656,0.000000,44506,0.774082,0.950000,0.249375,0.183385,Data/Biplane/m1125.obj
m1126.obj,Biplane,Data,False,770,1316,0.000000,83885,0.763134,0.950000,0.211106,0.153047,Data/Biplane/m1126.obj
m1127.obj,Biplane,Data,False,354,520,0.000000,35789,0.786053,0.950000,0.194704,0.145395,Data/Biplane/m1127.obj
m1128.obj,Biplane,Data,False,718,1232,0.000000,78570,0.950000,0.942087,0.216951,0.194167,Data/Biplane/m1128.obj
m1129.obj,Biplane,Data,False,3351,6272,0.000000,410652,0.950000,0.321551,0.674508,0.206044,Data/Biplane/m1129.obj
m1131.obj,Biplane,Data,False,482,768,0.000000,50626,0.680618,0.950000,0.171732,0.111040,Data/Biplane/m1131.obj
m1132.obj,Biplane,Data,False,882,1428,0.000000,94259,0.697700,0.950000,0.184765,0.122465,Data/Biplane/m1132.obj
m1133.obj,Biplane,Data,False,624,1024,0.000000,66857,0.744747,0.950000,0.286217,0.202501,Data/Biplane/m1133.obj
m1134.obj,Biplane,Data,False,338,512,0.000000,34527,0.517388,0.950000,0.148200,0.072843,Data/Biplane/m1134.obj
m1135.obj,Biplane,Data,False,264,360,0.000000,25812,0.520907,0.950000,0.156047,0.077222,Data/Biplane/m1135.obj
m1136.obj,Biplane,Data,False,904,1628,0.000000,101181,0.534108,0.950000,0.208333,0.105709,Data/Biplane/m1136.obj
m1137.obj,Biplane,Data,False,408,524,0.000000,39396,0.436983,0.950000,0.174618,0.072490,Data/Biplane/m1137.obj
m1138.obj,Biplane,Data,False,2050,3586,0.000000,239152,0.922505,0.882034,0.352887,0.287137,Data/Biplane/m1138.obj
m1139.obj,Biplane,Data,False,2920,4234,0.000000,315656,0.622434,0.950000,0.249384,0.147464,Data/Biplane/m1139.obj
m1141.obj,Biplane,Data,False,11819,23138,0.000000,1533224,0.950000,0.285844,0.595030,0.161581,Data/Biplane/m1141.obj
m1143.obj,Biplane,Data,False,3336,6570,0.000000,419388,0.479495,0.950000,0.184713,0.084141,Data/Biplane/m1143.obj
m1144.obj,Biplane,Data,False,3627,6736,0.000000,443847,0.950000,0.691901,0.266304,0.175043,Data/Biplane/m1144.obj
m1146.obj,Biplane,Data,False,1700,3016,0.000000,196931,0.863360,0.297160,0.950000,0.243728,Data/Biplane/m1146.obj
D00089.obj,Bird,Data,False,233,462,0.000000,13218,1.949129,1.070481,0.469589,0.979800,Data/Bird/D00089.obj
D00113.obj,Bird,Data,False,15871,31702,0.000000,1064080,1.719457,1.522959,1.160574,3.039152,Data/Bird/D00113.obj
D00164.obj,Bird,Data,False,8188,16135,0.000000,521046,1.881908,1.096875,0.506604,1.045741,Data/Bird/D00164.obj
D00234.obj,Bird,Data,False,1247,2468,0.000000,74168,1.875740,1.592569,0.443792,1.325716,Data/Bird/D00234.obj
D00271.obj,Bird,Data,False,12813,24753,0.000000,836126,1.909856,1.310257,0.401992,1.005946,Data/Bird/D00271.obj
D00284.obj,Bird,Data,False,13253,26516,0.000000,885083,1.899975,1.031472,0.469078,0.919285,Data/Bird/D00284.obj
D00323.obj,Bird,Data,False,260,364,0.000000,12682,1.976372,0.531651,0.092675,0.097377,Data/Bird/D00323.obj
D00386.obj,Bird,Data,False,1751,3498,0.000000,106588,1.868513,0.640019,0.206634,0.247110,Data/Bird/D00386.obj
D00438.obj,Bird,Data,False,1824,3709,0.000000,113696,1.973215,0.916981,0.259859,0.470189,Data/Bird/D00438.obj
D00442.obj,Bird,Data,False,9745,17119,0.000000,588721,1.785707,1.121878,0.900477,1.803966,Data/Bird/D00442.obj
D00546.obj,Bird,Data,False,1162,2012,0.000000,64809,1.951502,0.696559,0.399492,0.543044,Data/Bird/D00546.obj
D00599.obj,Bird,Data,False,1792,3626,0.000000,111352,1.957251,0.742248,0.210604,0.305958,Data/Bird/D00599.obj
D00625.obj,Bird,Data,False,1091,1398,0.000000,52583,1.907742,1.440811,0.991973,2.726632,Data/Bird/D00625.obj
D00689.obj,Bird,Data,False,2683,5388,0.000000,169451,1.946081,0.621576,0.539818,0.652984,Data/Bird/D00689.obj
D00736.obj,Bird,Data,False,3947,7898,0.000000,252598,1.977909,0.953164,0.282820,0.533193,Data/Bird/D00736.obj
D00762.obj,Bird,Data,False,950,1896,0.000000,55860,1.794894,1.582545,0.651862,1.851614,Data/Bird/D00762.obj
D00862.obj,Bird,Data,False,757,1507,0.000000,43706,1.971732,0.945566,0.505852,0.943112,Data/Bird/D00862.obj
D00922.obj,Bird,Data,False,903,1794,0.000000,51971,1.755917,1.316661,0.895231,2.069727,Data/Bird/D00922.obj
D00961.obj,Bird,Data,False,1344,2734,0.000000,80770,1.983131,1.128959,0.253358,0.567237,Data/Bird/D00961.obj
D00999.obj,Bird,Data,False,373,744,0.000000,21577,1.996127,0.696829,0.271355,0.377444,Data/Bird/D00999.obj
m28.obj,Bird,Data,False,6076,11660,0.000000,763119,0.443681,0.553224,0.950000,0.233182,Data/Bird/m28.obj
m29.obj,Bird,Data,False,2972,5878,0.000000,372391,0.321738,0.889682,0.950000,0.271932,Data/Bird/m29.obj
m30.obj,Bird,Data,False,390,800,0.000000,45495,0.334450,0.499749,0.950000,0.158784,Data/Bird/m30.obj
m31.obj,Bird,Data,False,1802,3548,0.000000,220375,0.475847,0.950000,0.489588,0.221321,Data/Bird/m31.obj
m32.obj,Bird,Data,False,1129,2246,0.000000,133831,0.357772,0.633333,0.950000,0.215259,Data/Bird/m32.obj
m33.obj,Bird,Data,False,3144,6164,0.000000,393016,0.516498,0.667456,0.950000,0.327503,Data/Bird/m33.obj
m34.obj,Bird,Data,False,233,462,0.000000,26431,0.950000,0.232154,0.519293,0.114528,Data/Bird/m34.obj
m35.obj,Bird,Data,False,699,1394,0.000000,81687,0.767373,0.611080,0.950000,0.445480,Data/Bird/m35.obj
m36.obj,Bird,Data,False,1289,2503,0.000000,152909,0.919541,0.783922,0.950000,0.684806,Data/Bird/m36.obj
m37.obj,Bird,Data,False,567,1130,0.000000,66007,0.950000,0.412258,0.721203,0.282456,Data/Bird/m37.obj
m38.obj,Bird,Data,False,464,928,0.000000,53861,0.950000,0.235681,0.267609,0.059917,Data/Bird/m38.obj
m39.obj,Bird,Data,False,649,1156,0.000000,72066,0.858574,0.950000,0.234557,0.191315,Data/Bird/m39.obj
m40.obj,Bird,Data,False,2684,5390,0.000000,337775,0.950000,0.259845,0.322879,0.079704,Data/Bird/m40.obj
m41.obj,Bird,Data,False,1824,3709,0.000000,226947,0.950000,0.122249,0.442716,0.051416,Data/Bird/m41.obj
m42.obj,Bird,Data,False,116,265,0.000000,13313,0.950000,0.185109,0.472043,0.083010,Data/Bird/m42.obj
m43.obj,Bird,Data,False,41,54,0.000000,3848,0.902106,0.581166,0.950000,0.498060,Data/Bird/m43.obj
m44.obj,Bird,Data,False,401,798,0.000000,46377,0.950000,0.433833,0.241300,0.099450,Data/Bird/m44.obj
m45.obj,Bird,Data,False,16542,33072,0.000000,2219089,0.950000,0.265348,0.461435,0.116319,Data/Bird/m45.obj
m47.obj,Bird,Data,False,101,165,0.000000,9983,0.670803,0.123154,0.950000,0.078481,Data/Bird/m47.obj
m48.obj,Bird,Data,False,427,824,0.000000,48722,0.463025,0.431093,0.950000,0.189626,Data/Bird/m48.obj
m49.obj,Bird,Data,False,2329,4364,0.000000,281651,0.950000,0.775992,0.666101,0.491045,Data/Bird/m49.obj
m50.obj,Bird,Data,False,93,182,0.000000,9888,0.381048,0.539283,0.950000,0.195218,Data/Bird/m50.obj
